"subject","version","assignmentId","cond","practice","prompt","choice","modality","correct","rt","trial","stamp","id"
"A3696JXTRKL2FI","cs_wg_v9_real1","3UOUJI6MTDFVABR4NTM8HX1F45QXUP","delay","1","Imagine that someone lifts a 20 pound rock and throws it at another person's head.","0","Was this a good thin","1","7829","0","2018-01-12 18:04:52","22856"
"A3696JXTRKL2FI","cs_wg_v9_real1","3UOUJI6MTDFVABR4NTM8HX1F45QXUP","delay","1","Imagine that someone jumps 40,000 feet in the air and gets hit by an airplane.","0","Was this a good thin","1","2613","1","2018-01-12 18:04:56","22857"
"A3696JXTRKL2FI","cs_wg_v9_real1","3UOUJI6MTDFVABR4NTM8HX1F45QXUP","delay","1","Imagine that someone burns 20 dollar bills with a match.","0","Was this a good thin","1","2124","2","2018-01-12 18:04:59","22858"
"A3696JXTRKL2FI","cs_wg_v9_real1","3UOUJI6MTDFVABR4NTM8HX1F45QXUP","delay","1","Imagine that someone makes 1 million dollar bills appear out of nowhere.","1","Was this a good thin","1","3918","3","2018-01-12 18:05:04","22859"
"A3696JXTRKL2FI","cs_wg_v9_real1","3UOUJI6MTDFVABR4NTM8HX1F45QXUP","delay","1","Imagine that someone runs 2 miles in 15 minutes to raise money for charity.","1","Was this a good thin","1","1753","4","2018-01-12 18:05:07","22860"
"A3696JXTRKL2FI","cs_wg_v9_real1","3UOUJI6MTDFVABR4NTM8HX1F45QXUP","delay","1","Imagine that someone jumps 3 feet in the air to make a basketball shot.","1","Was this a good thin","1","1249","5","2018-01-12 18:05:09","22861"
"A3696JXTRKL2FI","cs_wg_v9_real1","3UOUJI6MTDFVABR4NTM8HX1F45QXUP","delay","1","Imagine that someone lifts a 20-ton car off the ground to save a child's life.","1","Was this a good thin","1","1298","6","2018-01-12 18:05:11","22862"
"A3696JXTRKL2FI","cs_wg_v9_real1","3UOUJI6MTDFVABR4NTM8HX1F45QXUP","delay","1","Imagine that someone runs 1000 miles in 15 minutes to escape the police after committing a crime.","0","Was this a good thin","1","3937","7","2018-01-12 18:05:16","22863"
"A3696JXTRKL2FI","cs_wg_v9_real1","3UOUJI6MTDFVABR4NTM8HX1F45QXUP","delay","1","Imagine that someone jumps 3 feet in the air to make a basketball shot.","1","Was it possible for ","1","1949","0","2018-01-12 18:05:19","22864"
"A3696JXTRKL2FI","cs_wg_v9_real1","3UOUJI6MTDFVABR4NTM8HX1F45QXUP","delay","1","Imagine that someone runs 1000 miles in 15 minutes to escape the police after committing a crime.","0","Was it possible for ","1","1426","1","2018-01-12 18:05:22","22865"
"A3696JXTRKL2FI","cs_wg_v9_real1","3UOUJI6MTDFVABR4NTM8HX1F45QXUP","delay","1","Imagine that someone jumps 40,000 feet in the air and gets hit by an airplane.","0","Was it possible for ","1","823","2","2018-01-12 18:05:23","22866"
"A3696JXTRKL2FI","cs_wg_v9_real1","3UOUJI6MTDFVABR4NTM8HX1F45QXUP","delay","1","Imagine that someone lifts a 20 pound rock and throws it at another person's head.","0","Was it possible for ","0","1110","3","2018-01-12 18:05:26","22867"
"A3696JXTRKL2FI","cs_wg_v9_real1","3UOUJI6MTDFVABR4NTM8HX1F45QXUP","delay","1","Imagine that someone runs 2 miles in 15 minutes to raise money for charity.","1","Was it possible for ","1","794","4","2018-01-12 18:05:27","22868"
"A3696JXTRKL2FI","cs_wg_v9_real1","3UOUJI6MTDFVABR4NTM8HX1F45QXUP","delay","1","Imagine that someone lifts a 20-ton car off the ground to save a child's life.","1","Was it possible for ","0","1203","5","2018-01-12 18:05:30","22869"
"A3696JXTRKL2FI","cs_wg_v9_real1","3UOUJI6MTDFVABR4NTM8HX1F45QXUP","delay","1","Imagine that someone makes 1 million dollar bills appear out of nowhere.","1","Was it possible for ","0","1796","6","2018-01-12 18:05:32","22870"
"A3696JXTRKL2FI","cs_wg_v9_real1","3UOUJI6MTDFVABR4NTM8HX1F45QXUP","delay","1","Imagine that someone burns 20 dollar bills with a match.","0","Was it possible for ","0","1105","7","2018-01-12 18:05:35","22871"
