"subject","version","assignmentId","word","word_ind","value","exposures","stamp","id"
"A4IH4CO046EV3","cs_wg_v4_pilot1","3ZAK8W07I4FNDLLTKHX18JE2FKQU01","WEDDING","0","2","8","2017-03-24 17:18:34","11437"
"A4IH4CO046EV3","cs_wg_v4_pilot1","3ZAK8W07I4FNDLLTKHX18JE2FKQU01","UMBRELLA","5","1","8","2017-03-24 17:18:34","11438"
"A4IH4CO046EV3","cs_wg_v4_pilot1","3ZAK8W07I4FNDLLTKHX18JE2FKQU01","BOOKSHELF","4","0","8","2017-03-24 17:18:34","11439"
"A4IH4CO046EV3","cs_wg_v4_pilot1","3ZAK8W07I4FNDLLTKHX18JE2FKQU01","LADDER","2","9","8","2017-03-24 17:18:34","11440"
"A4IH4CO046EV3","cs_wg_v4_pilot1","3ZAK8W07I4FNDLLTKHX18JE2FKQU01","COMMUNITY","3","8","8","2017-03-24 17:18:34","11441"
"A4IH4CO046EV3","cs_wg_v4_pilot1","3ZAK8W07I4FNDLLTKHX18JE2FKQU01","STOMACH","1","10","8","2017-03-24 17:18:34","11442"
"A4IH4CO046EV3","cs_wg_v4_pilot1","3ZAK8W07I4FNDLLTKHX18JE2FKQU01","FOOTBALL","6","10","8","2017-03-24 17:18:34","11443"
"A4IH4CO046EV3","cs_wg_v4_pilot1","3ZAK8W07I4FNDLLTKHX18JE2FKQU01","TRAFFIC","9","10","8","2017-03-24 17:18:34","11444"
"A4IH4CO046EV3","cs_wg_v4_pilot1","3ZAK8W07I4FNDLLTKHX18JE2FKQU01","DOORWAY","7","0","8","2017-03-24 17:18:34","11445"
"A4IH4CO046EV3","cs_wg_v4_pilot1","3ZAK8W07I4FNDLLTKHX18JE2FKQU01","HELICOPTER","8","0","8","2017-03-24 17:18:34","11446"
"A4IH4CO046EV3","cs_wg_v4_pilot1","3ZAK8W07I4FNDLLTKHX18JE2FKQU01","STRUCTURE","10","9","8","2017-03-24 17:18:34","11447"
"A4IH4CO046EV3","cs_wg_v4_pilot1","3ZAK8W07I4FNDLLTKHX18JE2FKQU01","MACHINE","11","8","8","2017-03-24 17:18:34","11448"
"A4IH4CO046EV3","cs_wg_v4_pilot1","3ZAK8W07I4FNDLLTKHX18JE2FKQU01","KEYBOARD","12","1","8","2017-03-24 17:18:34","11449"
"A4IH4CO046EV3","cs_wg_v4_pilot1","3ZAK8W07I4FNDLLTKHX18JE2FKQU01","BASKET","13","2","8","2017-03-24 17:18:34","11450"
