"subject","version","assignmentId","cond","question","question_ind","all_values","question_order","comp_check","comp_check_pass","comp_check_rt","choice","scratch","rt","stamp","id"
"A36TE52PSYAAD6","cs_wg_v4_pilot1","3OUYGIZWR7ZALGDX3VY7YDR373YP00","test","Most letters in the set: T, P, O, K, I, C, H.","1","[10,40,0,40,40,0,30,20,60,30,30,30,20,20]","0","30","1","17471","helicopter","community
bookshelf
","30000","2017-03-24 17:34:07","2001"
"A36TE52PSYAAD6","cs_wg_v4_pilot1","3OUYGIZWR7ZALGDX3VY7YDR373YP00","test","Most letters before word's second letter in alphabet","3","[20,95,0,70,70,60,70,70,20,85,95,0,20,0]","1","20","1","15215","traffic","community
","30000","2017-03-24 17:34:59","2002"
"A36TE52PSYAAD6","cs_wg_v4_pilot1","3OUYGIZWR7ZALGDX3VY7YDR373YP00","test","Most vertical lines","6","[60,50,50,90,70,80,50,30,90,50,50,80,60,40]","2","60","0","9220","community","COMMUNITY
WEDDING","30000","2017-03-24 17:35:46","2003"
"A36TE52PSYAAD6","cs_wg_v4_pilot1","3OUYGIZWR7ZALGDX3VY7YDR373YP00","test","Most letters come after the word's third letter in the alphabet.","2","[115,60,115,70,60,125,60,60,75,130,45,120,10,40]","3","25","1","22185","traffic",,"30000","2017-03-24 17:36:44","2004"
"A36TE52PSYAAD6","cs_wg_v4_pilot1","3OUYGIZWR7ZALGDX3VY7YDR373YP00","test","Most letters in alphabet between word's 5th and 6th letters","5","[25,10,65,35,55,35,5,110,60,15,85,25,70,75]","4","30","0","24318","keyboard","umbrel
keyboa
commun
traffi
booksh","30000","2017-03-24 17:37:46","2005"
"A36TE52PSYAAD6","cs_wg_v4_pilot1","3OUYGIZWR7ZALGDX3VY7YDR373YP00","test","Most letters in alphabet between word's 4th and 5th letters","4","[25,60,5,40,40,65,90,25,30,0,90,5,65,30]","5","15","1","25326","bookshelf","traff
books
keybo
umbre
machi","30000","2017-03-24 17:38:48","2006"
"A4IH4CO046EV3","cs_wg_v4_pilot1","3ZAK8W07I4FNDLLTKHX18JE2FKQU01","test","Most letters in the set: T, P, O, K, I, C, H.","1","[10,40,0,40,40,0,30,20,60,30,30,30,20,20]","0","30","1","14803",,,"30000","2017-03-24 17:38:53","2007"
"A36TE52PSYAAD6","cs_wg_v4_pilot1","3OUYGIZWR7ZALGDX3VY7YDR373YP00","test","Most letters in the set: S, G, E, F, B, N, L.","0","[30,10,20,10,50,40,40,0,30,20,20,20,20,30]","6","60","1","11057","umbrella","umbrella","30000","2017-03-24 17:39:36","2008"
"A4IH4CO046EV3","cs_wg_v4_pilot1","3ZAK8W07I4FNDLLTKHX18JE2FKQU01","test","Most letters in the set: S, G, E, F, B, N, L.","0","[30,10,20,10,50,40,40,0,30,20,20,20,20,30]","1","60","1","16120","stomach",,"30000","2017-03-24 17:39:46","2009"
"A36TE52PSYAAD6","cs_wg_v4_pilot1","3OUYGIZWR7ZALGDX3VY7YDR373YP00","test","Most horizontal lines","7","[60,30,50,30,70,60,60,10,110,80,50,70,40,50]","7","70","1","40746","traffic","TRAFFIC
DOORWAY
COMMUNITY
UMBRELLA
","30000","2017-03-24 17:40:54","2010"
"A4IH4CO046EV3","cs_wg_v4_pilot1","3ZAK8W07I4FNDLLTKHX18JE2FKQU01","test","Most letters in alphabet between word's 5th and 6th letters","5","[25,10,65,35,55,35,5,110,60,15,85,25,70,75]","2","60","0","38210","ladder","ladder helicopter","30000","2017-03-24 17:41:01","2011"
"A4IH4CO046EV3","cs_wg_v4_pilot1","3ZAK8W07I4FNDLLTKHX18JE2FKQU01","test","Most horizontal lines","7","[60,30,50,30,70,60,60,10,110,80,50,70,40,50]","3","70","1","28735","HELICOPTER","HELICOPTER TRAFFIC","30000","2017-03-24 17:42:07","2012"
"A4IH4CO046EV3","cs_wg_v4_pilot1","3ZAK8W07I4FNDLLTKHX18JE2FKQU01","test","Most letters in alphabet between word's 4th and 5th letters","4","[25,60,5,40,40,65,90,25,30,0,90,5,65,30]","4","20","0","23163","stomach","stomach football","30000","2017-03-24 17:43:07","2013"
"A4IH4CO046EV3","cs_wg_v4_pilot1","3ZAK8W07I4FNDLLTKHX18JE2FKQU01","test","Most letters before word's second letter in alphabet","3","[20,95,0,70,70,60,70,70,20,85,95,0,20,0]","5","20","1","21910","stomach","c","30000","2017-03-24 17:44:06","2014"
"A36TE52PSYAAD6","cs_wg_v4_pilot1","3OUYGIZWR7ZALGDX3VY7YDR373YP00","test","Memory","8",NULL,"8","100","1","18791","[""football"",""wedding"",""community"",""stomach"",""helicopter"",""traffic"",""keyboard"",""umbrella"",""doorway"",""structure"",""ladder"",""basket"",""bookshelf"",""""]","[""0"",""0"",""0"",""1"",""1"",""2"",""10"",""10"",""8"",""8"",""9"",""9"",""2"",""""]","180000","2017-03-24 17:44:17","2015"
"A4IH4CO046EV3","cs_wg_v4_pilot1","3ZAK8W07I4FNDLLTKHX18JE2FKQU01","test","Most letters come after the word's third letter in the alphabet.","2","[115,60,115,70,60,125,60,60,75,130,45,120,10,40]","6","25","1","20861","traffic",,"30000","2017-03-24 17:45:04","2016"
