"subject","version","assignmentId","cond","question","question_ind","all_values","question_order","comp_check","comp_check_pass","comp_check_rt","comp_check2","comp_check_pass2","choice","scratch","rt","early1","early2","stamp","id"
"A2YACZQ29HF93N","cs_wg_rev_notr_pilot1","3JAOYWH7VI52QPMCBZOTA7JGUE29L4","large","Third letter late","0","[14,2,18,18,25,14,12,7,16,20,22,3]","0","25","1","7125",,"0","November",,"20003",,,"2019-01-09 17:32:32","33267"
"A3S847VMT4OE34","cs_wg_rev_notr_pilot1","3WQ3B2KGE8H8OBX5G9K6HY5SK801B0","small","Third letter late","0","[14,2,18,18,25,14,12,7,16,20,22,3]","0","1","0","18678",,"0","May",,"20002",,,"2019-01-09 17:32:51","33268"
"A3MKF1HE4UG4KM","cs_wg_rev_notr_pilot1","3OUYGIZWR7ZALGDX3VY7YDR7WK8P05","small","Third letter late","0","[14,2,18,18,25,14,12,7,16,20,22,3]","0","25","1","18272",,"0","May",,"20474",,,"2019-01-09 17:33:03","33269"
"A1BVEXQ684HDEP","cs_wg_rev_notr_pilot1","3XIQGXAUMC9TC0F8ALTX75NX6XNX71","small","Third letter late","0","[14,2,18,18,25,14,12,7,16,20,22,3]","0","1","0","10579",,"0","may",,"20005",,,"2019-01-09 17:33:50","33270"
"A3S847VMT4OE34","cs_wg_rev_notr_pilot1","3WQ3B2KGE8H8OBX5G9K6HY5SK801B0","small","choice-set","2",NULL,"2","-1","-1","-1",,"0","{""January"":0,""July"":0,""February"":0,""December"":0,""April"":0,""October"":0,""November"":0,""May"":1,""June"":0,""March"":0,""August"":0,""September"":0}",,"10361",,,"2019-01-09 17:33:54","33271"
"A3PRBE255N1KSU","cs_wg_rev_notr_pilot1","3MMN5BL1WZ50H5FHU2OYJ7VJURI3MJ","large","Third letter late","0","[14,2,18,18,25,14,12,7,16,20,22,3]","0","25","1","31271",,"0","october","october","20004",,,"2019-01-09 17:34:16","33272"
"A3MKF1HE4UG4KM","cs_wg_rev_notr_pilot1","3OUYGIZWR7ZALGDX3VY7YDR7WK8P05","small","choice-set","2",NULL,"2","-1","-1","-1",,"0","{""September"":1,""July"":1,""January"":1,""June"":1,""November"":1,""February"":1,""April"":0,""December"":0,""May"":1,""October"":0,""August"":1,""March"":1}",,"31683",,,"2019-01-09 17:34:38","33273"
"A2YACZQ29HF93N","cs_wg_rev_notr_pilot1","3JAOYWH7VI52QPMCBZOTA7JGUE29L4","large","choice-set","2",NULL,"2","-1","-1","-1",,"0","{""November"":1,""June"":0,""February"":1,""July"":0,""March"":1,""December"":1,""September"":0,""August"":0,""May"":0,""April"":1,""January"":1,""October"":1}",,"60901",,,"2019-01-09 17:34:39","33274"
"A1BVEXQ684HDEP","cs_wg_rev_notr_pilot1","3XIQGXAUMC9TC0F8ALTX75NX6XNX71","small","choice-set","2",NULL,"2","-1","-1","-1",,"0","{""May"":1,""March"":0,""November"":1,""October"":0,""January"":0,""September"":0,""February"":0,""December"":0,""June"":0,""July"":0,""August"":0,""April"":0}",,"3533",,,"2019-01-09 17:34:39","33275"
"A935O61ROOUU","cs_wg_rev_notr_pilot1","3R5F3LQFV2LP217MSPYKFCP34MVOZF","small","Third letter late","0","[14,2,18,18,25,14,12,7,16,20,22,3]","0","1","0","14324",,"0","May",,"20006",,,"2019-01-09 17:34:42","33276"
"A33PQXKQHFVF3V","cs_wg_rev_notr_pilot1","35GCEFQ6I5P0GCE09RESR9RS9VZZ3V","small","Third letter late","0","[14,2,18,18,25,14,12,7,16,20,22,3]","0","25","1","8265",,"0","november",,"20003",,,"2019-01-09 17:35:31","33277"
"A935O61ROOUU","cs_wg_rev_notr_pilot1","3R5F3LQFV2LP217MSPYKFCP34MVOZF","small","choice-set","2",NULL,"2","-1","-1","-1",,"0","{""June"":0,""January"":0,""December"":0,""March"":0,""November"":1,""April"":0,""September"":0,""May"":1,""October"":0,""July"":0,""August"":0,""February"":0}",,"8279",,,"2019-01-09 17:35:41","33278"
"A5ZOS3ZJHFFVL","cs_wg_rev_notr_pilot1","3BDCF01OGXVHRQUKJBG99OC73NNLY5","large","Third letter late","0","[14,2,18,18,25,14,12,7,16,20,22,3]","0","1","0","12412",,"0","may",,"20004",,,"2019-01-09 17:36:07","33279"
"A3PRBE255N1KSU","cs_wg_rev_notr_pilot1","3MMN5BL1WZ50H5FHU2OYJ7VJURI3MJ","large","choice-set","2",NULL,"2","-1","-1","-1",,"0","{""July"":1,""March"":0,""January"":0,""December"":0,""May"":1,""April"":0,""October"":1,""August"":1,""June"":1,""September"":0,""February"":0,""November"":0}",,"33320",,,"2019-01-09 17:36:12","33280"
"A33PQXKQHFVF3V","cs_wg_rev_notr_pilot1","35GCEFQ6I5P0GCE09RESR9RS9VZZ3V","small","choice-set","2",NULL,"2","-1","-1","-1",,"0","{""October"":0,""November"":1,""June"":0,""April"":1,""February"":0,""January"":0,""July"":1,""May"":1,""September"":0,""August"":0,""March"":0,""December"":0}",,"28864",,,"2019-01-09 17:37:00","33281"
"A5ZOS3ZJHFFVL","cs_wg_rev_notr_pilot1","3BDCF01OGXVHRQUKJBG99OC73NNLY5","large","choice-set","2",NULL,"2","-1","-1","-1",,"0","{""December"":0,""February"":1,""August"":0,""January"":0,""July"":0,""November"":0,""June"":0,""September"":0,""April"":1,""March"":1,""May"":1,""October"":0}",,"21686",,,"2019-01-09 17:37:24","33282"
"ABL81LYVZUKYE","cs_wg_rev_notr_pilot1","3HL8HNGX452GQXCGPOLVFUEWXIG9FZ","large","Third letter late","0","[14,2,18,18,25,14,12,7,16,20,22,3]","0","25","1","16511",,"0","November",,"20009",,,"2019-01-09 17:47:39","33283"
"A3B43EHV3X455M","cs_wg_rev_notr_pilot1","3VP0C6EFSGXZEO2ZD4MWQA734IK6MS","small","Third letter late","0","[14,2,18,18,25,14,12,7,16,20,22,3]","0","25","1","8481",,"0","november",,"20008",,,"2019-01-09 17:49:35","33284"
"A3B43EHV3X455M","cs_wg_rev_notr_pilot1","3VP0C6EFSGXZEO2ZD4MWQA734IK6MS","small","choice-set","2",NULL,"2","-1","-1","-1",,"0","{""June"":0,""November"":1,""February"":0,""July"":0,""April"":0,""August"":0,""December"":0,""March"":0,""September"":0,""January"":0,""October"":0,""May"":0}",,"2783",,,"2019-01-09 17:50:20","33285"
