"subject","version","assignmentId","cond","question","question_ind","all_values","question_order","comp_check","comp_check_pass","comp_check_rt","comp_check2","comp_check_pass2","choice","scratch","rt","early1","early2","stamp","id"
"AABZIG36VNJZK","cs_wg_rev_conf_v3_real1","3YMTUJH0DSHPCWO53DUTFQIGOQS4TQ","small","Third-to-last letter late","0","[11,11,21,2]","0","26","1","29506","26","0","fizzle",,"21000",,,"2018-10-22 14:01:36","27689"
"AABZIG36VNJZK","cs_wg_rev_conf_v3_real1","3YMTUJH0DSHPCWO53DUTFQIGOQS4TQ","small","Memory","1","[11,11,21,2]","1","26","0","26345",,"0","[""Baker"",""Cookie"",""Skunk"",""Bicycle""]",,"181000",,,"2018-10-22 14:05:06","27690"
"A1HI3OYEBN9UZJ","cs_wg_rev_conf_v3_real1","3PW9OPU9PQLE0YX9XGRVG52NCT512I","small","Third-to-last letter late","0","[11,11,21,2]","0",NULL,NULL,NULL,,"0",,,"21000",,,"2018-10-22 14:06:32","27691"
"A4WP2DU4JVUH0","cs_wg_rev_conf_v3_real1","3FIJLY1B6U51IKSN6DHS1KEAODGPFU","small","Third-to-last letter late","0","[11,11,21,2]","0","26","1","21821","0","1","SUNBURN","sunburn
volcano
donkey
bucket","21000",,,"2018-10-22 14:06:34","27692"
"A14R1LITTLBHR8","cs_wg_rev_conf_v3_real1","3ERET4BTVMAR6J4UQZCSV760R5FK9W","small","Third-to-last letter late","0","[11,11,21,2]","0","9","0","27214","9","0","jaguar
",,"21000",,,"2018-10-22 14:07:50","27693"
"AGTIA5T9ET7AA","cs_wg_rev_conf_v3_real1","3TY7ZAOG5FL9APGHQ3TZ2W57O1M0K1","small","Third-to-last letter late","0","[11,11,21,2]","0","26","1","23250","0","1","liquid","chicken
liquid","21000",,,"2018-10-22 14:08:08","27694"
"A2V98P6N59LY9M","cs_wg_rev_conf_v3_real1","3L6L49WXW0YNRUDF2HCVCAC28N6540","small","Third-to-last letter late","0","[11,11,21,2]","0","26","1","43329","0","1","Penguin",,"21000",,,"2018-10-22 14:08:49","27695"
"A12LI6GAHU6S2H","cs_wg_rev_conf_v3_real1","3S0TNUHWKTJJE8FATQKRRYGZNQ08DI","small","Third-to-last letter late","0","[11,11,21,2]","0","26","1","41022","0","1","Chicken
",,"21000",,,"2018-10-22 14:09:21","27696"
"ADJYYMK4V3YJV","cs_wg_rev_conf_v3_real1","3X4MXAO0BGPO5JUX9UVHA30PKYUWRR","small","Third-to-last letter late","0","[11,11,21,2]","0","26","1","48171","9","0","napkin",,"21000",,,"2018-10-22 14:09:25","27697"
"A4WP2DU4JVUH0","cs_wg_rev_conf_v3_real1","3FIJLY1B6U51IKSN6DHS1KEAODGPFU","small","Memory","1","[11,11,21,2]","1","9","0","10544",,"0","[""SUNBURN"",""VOLCANO"",""BUCKET"",""DONKEY""]",,"181000",,,"2018-10-22 14:09:48","27698"
"A1HI3OYEBN9UZJ","cs_wg_rev_conf_v3_real1","3PW9OPU9PQLE0YX9XGRVG52NCT512I","small","Memory","1","[11,11,21,2]","1","9","0","19049",,"0","[""Chicken"",""Skunk"",""Market"",""Bicycle""]",,"181000",,,"2018-10-22 14:09:54","27699"
"A3CXJ18H14DXBN","cs_wg_rev_conf_v3_real1","3DY46V3X3PJ5NDHFGMV5H2IG8J2556","small","Third-to-last letter late","0","[11,11,21,2]","0","26","1","31968","26","0","basket","basket","21000",,,"2018-10-22 14:10:03","27701"
"A6G30K3SIWKZ9","cs_wg_rev_conf_v3_real1","3300DTYQT2IUCIT6BFCBJ7JKH8MQE3","small","Third-to-last letter late","0","[11,11,21,2]","0","26","1","50921","0","1","BLANKET",,"21000",,,"2018-10-22 14:10:05","27702"
"A16LAWY44MSFDQ","cs_wg_rev_conf_v3_real1","38F71OA9GTXVXHVAEXP0KGKFJ85MFV","small","Third-to-last letter late","0","[11,11,21,2]","0","26","1","37400","0","1",,,"21000",,,"2018-10-22 14:10:12","27704"
"A2NDN67FSZQIVE","cs_wg_rev_conf_v3_real1","3M0NZ3JDP1Z3UR14NA2L66PB9IA5ZD","small","Third-to-last letter late","0","[11,11,21,2]","0","26","1","34467","0","1","market",,"21000",,,"2018-10-22 14:10:31","27705"
"A1D68GESUYX17I","cs_wg_rev_conf_v3_real1","3YW4XOSQKQMNKA6BG011MOXFVKP1U1","small","Third-to-last letter late","0","[11,11,21,2]","0","26","1","56635","0","1","THUMB",,"21000",,,"2018-10-22 14:10:47","27708"
"A10JXOU89D5RXR","cs_wg_rev_conf_v3_real1","3UNH76FOCS61X8C5JNHO91RVPJVYM4","small","Third-to-last letter late","0","[11,11,21,2]","0","26","1","33082","0","1","MARKET","SAUCE","21000",,,"2018-10-22 14:11:06","27713"
"A1ER7Z5J872XAB","cs_wg_rev_conf_v3_real1","3WT783CTPBISBE73W69QYUOIAWABCL","small","Third-to-last letter late","0","[11,11,21,2]","0","26","1","37852","0","1","monkey",,"21000",,,"2018-10-22 14:11:17","27716"
"AGTIA5T9ET7AA","cs_wg_rev_conf_v3_real1","3TY7ZAOG5FL9APGHQ3TZ2W57O1M0K1","small","Memory","1","[11,11,21,2]","1","9","0","11160",,"0","[""liquid"",""banana"",""whisker"",""chicken""]",,"181000",,,"2018-10-22 14:11:22","27717"
