"subject","version","assignmentId","cond","question","question_ind","all_values","question_order","comp_check","comp_check_pass","comp_check_rt","choice","scratch","rt","stamp","id"
"A36LW3J7QKZ5CT","cs_wg_v7_real1","3WR9XG3T63C2EYRYQARSAUQWIJG74R",,"s,g,e,f,b,n,l","0","[3,1,2,1,5,4,4,0,3,2,2,2,2,3]","0","6","1","23460","HELICOPTER",,"181000","2017-09-28 15:46:01","8813"
"A36LW3J7QKZ5CT","cs_wg_v7_real1","3WR9XG3T63C2EYRYQARSAUQWIJG74R",,"t,p,o,k,i,c,h","1","[1,4,0,4,4,0,3,2,6,3,3,3,2,2]","1","4","1","15165","FOOTBALL",,"21000","2017-09-28 15:46:48","8814"
"A229SEF35EGTSF","cs_wg_v7_real1","3ZGVPD4G6TI5FTCUO6KJ9MVN8B9ZT6",,"s,g,e,f,b,n,l","0","[3,1,2,1,5,4,4,0,3,2,2,2,2,3]","0","6","1","58580","BOOKSHELF",,"181000","2017-09-28 15:47:25","8815"
"A1ZDR2UN7M92LI
","cs_wg_v7_real1","3TXWC2NHNZRPU2H2V8LUMTX8RP79SC",,"s,g,e,f,b,n,l","0","[3,1,2,1,5,4,4,0,3,2,2,2,2,3]","0","6","1","21115","Football",,"181000","2017-09-28 15:47:29","8816"
"A797UM4MBMLMK","cs_wg_v7_real1","3QL2OFSM96JUCNW0ZWEZPPOAAB2NCV",,"s,g,e,f,b,n,l","0","[3,1,2,1,5,4,4,0,3,2,2,2,2,3]","0","6","1","21331","UMBRELLA, BOOKSHELF, WEDDING",,"181000","2017-09-28 15:47:55","8817"
"A55I1XM8UH9XJ","cs_wg_v7_real1","3I7DHKZYGN1XPAA4MY8E3E9RG3U5FY",,"s,g,e,f,b,n,l","0","[3,1,2,1,5,4,4,0,3,2,2,2,2,3]","0","4","0","44975","BOOKSHELF","BOOKSHELF","181000","2017-09-28 15:48:06","8818"
"A31Q4HFUPE2DXG","cs_wg_v7_real1","3FUI0JHJPXZZVJ77OKJJN8MAZHY33X",,"s,g,e,f,b,n,l","0","[3,1,2,1,5,4,4,0,3,2,2,2,2,3]","0","6","1","39033","Football",,"181000","2017-09-28 15:48:09","8819"
"A4JS2C4BV53LO","cs_wg_v7_real1","3OJSZ2ATDSXKAHVY4FA2FMWAIFB57U",,"s,g,e,f,b,n,l","0","[3,1,2,1,5,4,4,0,3,2,2,2,2,3]","0","4","0","26066","Football",,"181000","2017-09-28 15:48:21","8820"
"A36OS4XKUJF4NB","cs_wg_v7_real1","30JNVC0OR9L6WSK81GKH4AGVSEUQHU",,"s,g,e,f,b,n,l","0","[3,1,2,1,5,4,4,0,3,2,2,2,2,3]","0","6","1","23480","helicopter",,"181000","2017-09-28 15:48:22","8821"
"A1SWPK57MQMMSO","cs_wg_v7_real1","3M81GAB8A0KW5FHM1OALIZDXX1PBQZ",,"s,g,e,f,b,n,l","0","[3,1,2,1,5,4,4,0,3,2,2,2,2,3]","0","4","0","46734","Football",,"181000","2017-09-28 15:48:23","8822"
"A229SEF35EGTSF","cs_wg_v7_real1","3ZGVPD4G6TI5FTCUO6KJ9MVN8B9ZT6",,"t,p,o,k,i,c,h","1","[1,4,0,4,4,0,3,2,6,3,3,3,2,2]","1","4","1","22813","Helicop",,"21000","2017-09-28 15:48:24","8823"
"A3OJSGKZF1TWL6","cs_wg_v7_real1","3FDJT1UU74985W2IN9ZBJR1WOZBK5F",,"s,g,e,f,b,n,l","0","[3,1,2,1,5,4,4,0,3,2,2,2,2,3]","0","6","1","58347","football","football - 4

bookshelf - 4
","181000","2017-09-28 15:48:35","8824"
"A1ZDR2UN7M92LI
","cs_wg_v7_real1","3TXWC2NHNZRPU2H2V8LUMTX8RP79SC",,"t,p,o,k,i,c,h","1","[1,4,0,4,4,0,3,2,6,3,3,3,2,2]","1","4","1","37546","Bookshelf",,"21000","2017-09-28 15:48:41","8825"
"AY5QUURIR136D","cs_wg_v7_real1","3RANCT1ZVFIOX8O3IXUQS0AM0MVBU4",,"s,g,e,f,b,n,l","0","[3,1,2,1,5,4,4,0,3,2,2,2,2,3]","0","6","1","37644","BOOKSHELF",,"181000","2017-09-28 15:48:45","8826"
"A3UDXVVGJ88LS2","cs_wg_v7_real1","3GM6G9ZBKNY5GMDB9HUP1KZET7SMTD",,"s,g,e,f,b,n,l","0","[3,1,2,1,5,4,4,0,3,2,2,2,2,3]","0","6","1","35617","FOOTBALL",,"181000","2017-09-28 15:48:50","8827"
"AHGAVSKDQXCWM","cs_wg_v7_real1","37FMASSAYCSJOHT3OG5C9XMB6R8IB3",,"s,g,e,f,b,n,l","0","[3,1,2,1,5,4,4,0,3,2,2,2,2,3]","0","6","1","22437","BOOKSHELF","U-4
L-2
S-1
S-2
T-2
H-3
D-0
B-5
M-2
F-4
B-2
W-2
K-2
C-1","181000","2017-09-28 15:48:54","8828"
"A55I1XM8UH9XJ","cs_wg_v7_real1","3I7DHKZYGN1XPAA4MY8E3E9RG3U5FY",,"t,p,o,k,i,c,h","1","[1,4,0,4,4,0,3,2,6,3,3,3,2,2]","1","3","0","17796","COMMUNITY",,"21000","2017-09-28 15:48:58","8829"
"A36OS4XKUJF4NB","cs_wg_v7_real1","30JNVC0OR9L6WSK81GKH4AGVSEUQHU",,"t,p,o,k,i,c,h","1","[1,4,0,4,4,0,3,2,6,3,3,3,2,2]","1","4","1","15508","structure",,"21000","2017-09-28 15:49:12","8830"
"A4JS2C4BV53LO","cs_wg_v7_real1","3OJSZ2ATDSXKAHVY4FA2FMWAIFB57U",,"t,p,o,k,i,c,h","1","[1,4,0,4,4,0,3,2,6,3,3,3,2,2]","1","3","0","17096","stomach","stomach","21000","2017-09-28 15:49:13","8831"
"A33B85TN97HQ33","cs_wg_v7_real1","3DL65MZB8DGQIHJN6XBGZ2U1WJ1ECX",,"s,g,e,f,b,n,l","0","[3,1,2,1,5,4,4,0,3,2,2,2,2,3]","0","5","0","25054","STRUCTURE",,"181000","2017-09-28 15:49:31","8832"
"A3OJSGKZF1TWL6","cs_wg_v7_real1","3FDJT1UU74985W2IN9ZBJR1WOZBK5F",,"t,p,o,k,i,c,h","1","[1,4,0,4,4,0,3,2,6,3,3,3,2,2]","1","4","1","18545","community",,"21000","2017-09-28 15:49:31","8833"
"A1SWPK57MQMMSO","cs_wg_v7_real1","3M81GAB8A0KW5FHM1OALIZDXX1PBQZ",,"t,p,o,k,i,c,h","1","[1,4,0,4,4,0,3,2,6,3,3,3,2,2]","1","4","1","28176","m","Ladder, Football, Helicopter, Machine, ","21000","2017-09-28 15:49:33","8834"
"AY5QUURIR136D","cs_wg_v7_real1","3RANCT1ZVFIOX8O3IXUQS0AM0MVBU4",,"t,p,o,k,i,c,h","1","[1,4,0,4,4,0,3,2,6,3,3,3,2,2]","1","4","1","15351",,,"21000","2017-09-28 15:49:36","8835"
"A28URN0B675OIE
","cs_wg_v7_real1","3DY4FPOOA1PBQUUSJKQLO1H9WF6RVL",,"s,g,e,f,b,n,l","0","[3,1,2,1,5,4,4,0,3,2,2,2,2,3]","0","6","1","21632","umbrella",,"181000","2017-09-28 15:49:40","8836"
"AHGAVSKDQXCWM","cs_wg_v7_real1","37FMASSAYCSJOHT3OG5C9XMB6R8IB3",,"t,p,o,k,i,c,h","1","[1,4,0,4,4,0,3,2,6,3,3,3,2,2]","1","4","1","15257","COMMUNITY",,"21000","2017-09-28 15:49:44","8837"
"A3UDXVVGJ88LS2","cs_wg_v7_real1","3GM6G9ZBKNY5GMDB9HUP1KZET7SMTD",,"t,p,o,k,i,c,h","1","[1,4,0,4,4,0,3,2,6,3,3,3,2,2]","1","4","1","14511","HELICOPTER",,"21000","2017-09-28 15:49:45","8838"
"A36LW3J7QKZ5CT","cs_wg_v7_real1","3WR9XG3T63C2EYRYQARSAUQWIJG74R",,"Memory","2",,"2","10","1","7480","[""DOORWAY"",""FOOTBALL"",""HELICOPTER"",""BASKET"",""WEDDING"",""TRAFFIC"","""","""","""","""","""","""","""",""""]",,"181000","2017-09-28 15:49:58","8839"
"A2A27TLFWKDXUW","cs_wg_v7_real1","38F5OAUN5NDWQAFT5HBB4JZ0NO2H7N",,"s,g,e,f,b,n,l","0","[3,1,2,1,5,4,4,0,3,2,2,2,2,3]","0","6","1","49187","BOOKSHELF
",,"181000","2017-09-28 15:50:00","8840"
"A2OAJTVDVLTLEZ","cs_wg_v7_real1","3137ONMDKG63ZTZS8J7ZPTFGUBTEG7",,"s,g,e,f,b,n,l","0","[3,1,2,1,5,4,4,0,3,2,2,2,2,3]","0","6","1","56410",,"SE
NE
S
N
LE
ENG
ELE
FF
BSELF
","181000","2017-09-28 15:50:07","8841"
"A3NUUMIAEIAN5","cs_wg_v7_real1","3NJM2BJS4W7UF88DFBRRTET5AQ3CPG",,"s,g,e,f,b,n,l","0","[3,1,2,1,5,4,4,0,3,2,2,2,2,3]","0","5","0","31884","BOOKSHELF",,"181000","2017-09-28 15:50:07","8842"
"A1MSLM87Z8CLTK
","cs_wg_v7_real1","3X73LLYYQ1FLTV7GLOS00GLQN37HNY",,"s,g,e,f,b,n,l","0","[3,1,2,1,5,4,4,0,3,2,2,2,2,3]","0","5","0","40033","bookshelf",,"181000","2017-09-28 15:50:08","8843"
"A35P8YSNTQ7OTP","cs_wg_v7_real1","33M4IA01QG23UJZNJZR3CMEUCQFXRV",,"s,g,e,f,b,n,l","0","[3,1,2,1,5,4,4,0,3,2,2,2,2,3]","0","7","0","35116","BOOKSHELF",,"181000","2017-09-28 15:50:12","8844"
"A1LRJ2MQD4AMES","cs_wg_v7_real1","3G0WWMR1UVLY6O6J4EFU9UDREQ3NQ0",,"s,g,e,f,b,n,l","0","[3,1,2,1,5,4,4,0,3,2,2,2,2,3]","0","6","1","23155","Umbrella",,"181000","2017-09-28 15:50:16","8845"
"A3TYWTLNIKKD29","cs_wg_v7_real1","3EJJQNKU9R668TZ8EV9H90Q0O0WRHW",,"s,g,e,f,b,n,l","0","[3,1,2,1,5,4,4,0,3,2,2,2,2,3]","0","5","0","25106","STOMACH",,"181000","2017-09-28 15:50:16","8846"
"A22DQ6HXUIZPON","cs_wg_v7_real1","3OHYZ19UGC6O1TZEGXILYJYR0IMOA9",,"s,g,e,f,b,n,l","0","[3,1,2,1,5,4,4,0,3,2,2,2,2,3]","0","5","0","33061","BASKET","2 3 2 2 3 1 1 ","181000","2017-09-28 15:50:17","8847"
"A3VFC7V1X9XISE","cs_wg_v7_real1","352YTHGROVEZ7NXA3JD417FQWMCH43",,"s,g,e,f,b,n,l","0","[3,1,2,1,5,4,4,0,3,2,2,2,2,3]","0","6","1","57853","bookshelf","2 2 4 0 2 5","181000","2017-09-28 15:50:17","8848"
"A1J21DM2Z753X4","cs_wg_v7_real1","3FE2ERCCZX9VOX5G5G0IOENMZ4MPOQ",,"s,g,e,f,b,n,l","0","[3,1,2,1,5,4,4,0,3,2,2,2,2,3]","0","5","0","83987","keyboard",,"181000","2017-09-28 15:50:19","8849"
"A31EZYDK16XB9U","cs_wg_v7_real1","3OS4RQUCR9GZEQRDN8ZR609JQZGBF5",,"s,g,e,f,b,n,l","0","[3,1,2,1,5,4,4,0,3,2,2,2,2,3]","0","6","1","20219","BOOKSHELF",,"181000","2017-09-28 15:50:19","8850"
"A33B85TN97HQ33","cs_wg_v7_real1","3DL65MZB8DGQIHJN6XBGZ2U1WJ1ECX",,"t,p,o,k,i,c,h","1","[1,4,0,4,4,0,3,2,6,3,3,3,2,2]","1","4","1","13430","MACHINE",,"21000","2017-09-28 15:50:20","8851"
"A28URN0B675OIE
","cs_wg_v7_real1","3DY4FPOOA1PBQUUSJKQLO1H9WF6RVL",,"t,p,o,k,i,c,h","1","[1,4,0,4,4,0,3,2,6,3,3,3,2,2]","1","4","1","12847","machine",,"21000","2017-09-28 15:50:28","8852"
"AQ5RHGTE75AJT
","cs_wg_v7_real1","3DH6GAKTYYQ1WFBOYC7IH3N2NDRZYV",,"s,g,e,f,b,n,l","0","[3,1,2,1,5,4,4,0,3,2,2,2,2,3]","0","6","1","53230","BOOKSHELF",,"181000","2017-09-28 15:50:30","8853"
"A30CKD84V82EH2","cs_wg_v7_real1","32EYX73OY0ABDF5SEUGGSFFQI8XURZ",,"s,g,e,f,b,n,l","0","[3,1,2,1,5,4,4,0,3,2,2,2,2,3]","0","6","1","42993","HELICOPTER","HELICOPTER WEDDING STRUCTURETRAFFIC","181000","2017-09-28 15:50:37","8854"
"A27XLN5KLI7JW","cs_wg_v7_real1","3YHH42UU5BGKUVYZB350HWIKWR60LE",,"s,g,e,f,b,n,l","0","[3,1,2,1,5,4,4,0,3,2,2,2,2,3]","0","6","1","32119","umbrella",,"181000","2017-09-28 15:50:44","8855"
"A2A27TLFWKDXUW","cs_wg_v7_real1","38F5OAUN5NDWQAFT5HBB4JZ0NO2H7N",,"t,p,o,k,i,c,h","1","[1,4,0,4,4,0,3,2,6,3,3,3,2,2]","1","4","1","17345","COMMUNITY",,"21000","2017-09-28 15:50:52","8856"
"A1VHFF2VC2XG7P","cs_wg_v7_real1","3JJVG1YBEBY7CTYOHWMIKOI6152B5M",,"s,g,e,f,b,n,l","0","[3,1,2,1,5,4,4,0,3,2,2,2,2,3]","0","6","1","37562","Umbrella",,"181000","2017-09-28 15:50:54","8857"
"A2T20MH7SLU4IZ","cs_wg_v7_real1","32ZKVD547FO4YEBK3DYP5RKMN9BB3W",,"s,g,e,f,b,n,l","0","[3,1,2,1,5,4,4,0,3,2,2,2,2,3]","0","6","1","30965","BOOKSHELF",,"181000","2017-09-28 15:50:55","8858"
"AJ7Y08EV8NO48","cs_wg_v7_real1","3J88R45B2GZII6J867NE7REFB8RXP3",,"s,g,e,f,b,n,l","0","[3,1,2,1,5,4,4,0,3,2,2,2,2,3]","0","5","0","39201","Bookshelf",,"181000","2017-09-28 15:50:56","8859"
