"subject","version","assignmentId","word","word_ind","value","exposures","stamp","id"
"A2R9MIRIP29431","cs_wg_v5_pilot1","3ZDAD0O1T1EGAYCFNOWYC1FCXY5TX4","STOMACH","1","0","8","2017-09-15 17:13:49","18522"
"A2R9MIRIP29431","cs_wg_v5_pilot1","3ZDAD0O1T1EGAYCFNOWYC1FCXY5TX4","WEDDING","0","10","8","2017-09-15 17:13:49","18523"
"A2R9MIRIP29431","cs_wg_v5_pilot1","3ZDAD0O1T1EGAYCFNOWYC1FCXY5TX4","BOOKSHELF","4","9","8","2017-09-15 17:13:49","18524"
"A2R9MIRIP29431","cs_wg_v5_pilot1","3ZDAD0O1T1EGAYCFNOWYC1FCXY5TX4","LADDER","2","1","8","2017-09-15 17:13:49","18525"
"A2R9MIRIP29431","cs_wg_v5_pilot1","3ZDAD0O1T1EGAYCFNOWYC1FCXY5TX4","COMMUNITY","3","9","8","2017-09-15 17:13:49","18526"
"A2R9MIRIP29431","cs_wg_v5_pilot1","3ZDAD0O1T1EGAYCFNOWYC1FCXY5TX4","UMBRELLA","5","1","8","2017-09-15 17:13:49","18527"
"A2R9MIRIP29431","cs_wg_v5_pilot1","3ZDAD0O1T1EGAYCFNOWYC1FCXY5TX4","FOOTBALL","6","9","8","2017-09-15 17:13:49","18528"
"A2R9MIRIP29431","cs_wg_v5_pilot1","3ZDAD0O1T1EGAYCFNOWYC1FCXY5TX4","DOORWAY","7","0","8","2017-09-15 17:13:49","18529"
"A2R9MIRIP29431","cs_wg_v5_pilot1","3ZDAD0O1T1EGAYCFNOWYC1FCXY5TX4","TRAFFIC","9","0","8","2017-09-15 17:13:49","18531"
"A2R9MIRIP29431","cs_wg_v5_pilot1","3ZDAD0O1T1EGAYCFNOWYC1FCXY5TX4","STRUCTURE","10","10","8","2017-09-15 17:13:49","18532"
"A2R9MIRIP29431","cs_wg_v5_pilot1","3ZDAD0O1T1EGAYCFNOWYC1FCXY5TX4","HELICOPTER","8","10","8","2017-09-15 17:13:49","18530"
"A2R9MIRIP29431","cs_wg_v5_pilot1","3ZDAD0O1T1EGAYCFNOWYC1FCXY5TX4","MACHINE","11","10","8","2017-09-15 17:13:49","18533"
"A2R9MIRIP29431","cs_wg_v5_pilot1","3ZDAD0O1T1EGAYCFNOWYC1FCXY5TX4","KEYBOARD","12","0","8","2017-09-15 17:13:49","18534"
"A2R9MIRIP29431","cs_wg_v5_pilot1","3ZDAD0O1T1EGAYCFNOWYC1FCXY5TX4","BASKET","13","1","8","2017-09-15 17:13:49","18535"
