"subject","version","assignmentId","cond","question","question_ind","all_values","question_order","comp_check","comp_check_pass","comp_check_rt","comp_check2","comp_check_pass2","choice","scratch","rt","early1","early2","stamp","id"
"ALVYYB3MI30NS","cs_wg_rev_mem_pilot2","31QNSG6A5RU3XZE02DH5R663VAJ87V","large","Memory","0","[11,11,11,21,2,2,2,2,2,2,2,2]","0","26","0","5414",,"0","[""PELICAN"",""PUMPKIN"",""SMOKER"",""AVOCADO"",""PENGUIN"",""JAGUAR"",""LETTUCE"",""BAMBOO"",""BANANA"",""MARKET"",""ADULT"",""WHISKER""]",,"181000",,,"2018-10-03 21:08:48","27008"
"A14SEFVPXYZ9TN","cs_wg_rev_mem_pilot2","3B837J3LDOXVY2DOPPLGDEX48GKSRE","large","Memory","0","[11,11,11,21,2,2,2,2,2,2,2,2]","0","9","0","20269",,"0","[""Bamboo"",""Pumpkin"",""Thumb"",""Blanket"",""Monkey"",""Penguin"",""Market"",""Ground"",""Airbag"",""Can't Remember"",""Can't Remember"",""Can't Remember""]",,"181000",,,"2018-10-03 21:11:28","27009"
"A3RTXKL0EGLRDJ","cs_wg_rev_mem_pilot2","36TFCYNS44BQ5PLKNUF9YICQ0MNXHT","large","Memory","0","[11,11,11,21,2,2,2,2,2,2,2,2]","0","9","0","16499",,"0","[""COMPANY"",""JAGUAR"",""GRENADE"",""SPATULA"",""ACROBAT"",""BLOUSE"",""SCUBA"",""SQUARE"",""DONKEY"",""MARKET"",""BLANKET"",""COIN""]",,"181000",,,"2018-10-03 21:19:32","27010"
"AZ5ZYUCAQ0XDL","cs_wg_rev_mem_pilot2","3S3AMIZX3U6LQB5NA20WTKCI7C7CDY","large","Memory","0","[11,11,11,21,2,2,2,2,2,2,2,2]","0","9","0","14165",,"0","[""BASKET"",""ISLAND"",""VOLCANO"",""POTATO"",""CHICKEN"",""WHISKER"",""SAUCE"",""PICTURE"",""THUMB"",""BANANA"",""LETTUCE"",""ROCKET""]",,"181000",,,"2018-10-03 21:24:17","27011"
"A3S4N8VEMSDT2M","cs_wg_rev_mem_pilot2","3VFJCI1K4Z0S8X4XUPRZO0E1K5QRGT","large","Memory","0","[11,11,11,21,2,2,2,2,2,2,2,2]","0","30","1","3707",,"0","[""BUCKET, "",""ISLAND, "",""WHISKER, "",""DONKEY"",""THUMB"",""CRICKET"",""SUNBURN"",""COLUMN"",""PELICAN"",""SEAGULL"",""CANCER"",""PALACE""]",,"181000",,,"2018-10-03 21:28:59","27012"
"A2TCV4URAGNFEO","cs_wg_rev_mem_pilot2","3R2UR8A0IAH0X677R7AZIR9RC81XOH","large","Memory","0","[11,11,11,21,2,2,2,2,2,2,2,2]","0","9","0","21744",,"0","[""pelican"",""liquid"",""basket"",""lettuce"",""market"",""whisker"",""blanket"",""scuba"","""","""","""",""""]",,"181000",,,"2018-10-03 21:34:19","27013"
"A1P2W5JU84KTKO","cs_wg_rev_mem_pilot2","3L70J4KAZGNXXW8PQO45NPMU79NDAY","large","Memory","0","[11,11,11,21,2,2,2,2,2,2,2,2]","0","26","0","14392",,"0","[""PUMPKIN"",""GROUND"",""PALACE"",""HOCKEY"",""JACKET"",""PENGUIN"",""HOUSE"",""WIZARD"",""ANKLE"",""SQUID"",""BAMBOO"",""CANCER""]",,"181000",,,"2018-10-03 21:38:23","27014"
"ATE8PLI1HKFRP","cs_wg_rev_mem_pilot2","3EFE17QCRC6I98ZLTK9MZAVYL7LSHG","large","Memory","0","[11,11,11,21,2,2,2,2,2,2,2,2]","0","9","0","19331",,"0","[""MOUTH"",""COMPANY"",""COLUMN"",""ANKLE"",""COSTUME"",""THUMB"",""BLANKET"",""CHICKEN"",""TOMATO"",""COWBOY"",""PEBBLE"",""TURKEY""]",,"181000",,,"2018-10-03 21:56:15","27015"
"A3F7Q7HJHPGGS9","cs_wg_rev_mem_pilot2","3S3AMIZX3U6LQB5NA20WTKCI7C8DC0","large","Memory","0","[11,11,11,21,2,2,2,2,2,2,2,2]","0","9","0","35698",,"0","[""palace"",""blanket"",""bucket"",""pebble"",""pickle"",""island"",""seagull"",""lizard"",""spatula"",""can't remeber"",""can't remember"",""can't remember""]",,"181000",,,"2018-10-03 22:08:44","27016"
"AU7YVJEBGX9KR","cs_wg_rev_mem_pilot2","3E4GGUZ1T8SG6ZJV5QXDLKYMFVOK29","large","Memory","0","[11,11,11,21,2,2,2,2,2,2,2,2]","0","26","0","31147",,"0","[""\""Can't remember\"".\n\""Can't remember\"".\n\""Can't remember\"".\nCan't remember\"".\nCAN'T REMEMBER"",""CAN'T REMEMBER"",""CAN'T REMEMBER"",""CAN'T REMEMBER"",""CAN'T REMEMBER"",""CAN'T REMEMBER"",""CAN'T REMEMBER"",""CAN'T REMEMBER"",""CAN'T REMEMBER"",""CAN'T REMEMBER"",""CAN'T REMEMBER"",""CAN'T REMEMBER""]",,"181000",,,"2018-10-03 22:15:34","27017"
