Subj,Trial,OptionID,Choice,numExposures,MFval,MBval,nPrevChosen
49,6,5,0,5,4,8,1
49,6,6,0,4,8,0,0
49,6,7,0,5,3,17,1
49,6,8,0,8,9,14,0
49,6,9,0,4,9,14,0
49,6,10,1,7,7,20,0
49,6,11,0,6,8,14,0
49,6,12,0,4,2,19,0
49,6,13,0,8,1,4,1
49,6,14,0,6,10,4,0
49,6,15,0,5,6,14,0
49,6,16,0,7,4,4,0
49,6,17,0,7,0,19,1
49,6,18,0,4,10,11,0
49,6,19,0,6,6,14,0
49,6,20,0,7,3,12,0
49,7,1,0,6,7,6,0
49,7,2,0,5,1,8,1
49,7,3,0,8,2,12,0
49,7,4,0,8,0,1,0
49,7,5,0,5,4,11,1
49,7,6,0,4,8,1,0
49,7,7,0,5,3,0,1
49,7,8,0,8,9,6,0
49,7,9,0,4,9,5,0
49,7,10,0,7,7,3,1
49,7,11,0,6,8,8,0
49,7,12,0,4,2,18,0
49,7,13,0,8,1,5,1
49,7,14,0,6,10,13,0
49,7,15,0,5,6,1,0
49,7,16,0,7,4,6,0
49,7,17,0,7,0,12,1
49,7,18,0,4,10,8,0
49,7,19,0,6,6,18,0
49,7,20,1,7,3,13,0
49,8,1,0,6,7,15,0
49,8,2,0,5,1,7,1
49,8,3,0,8,2,3,0
49,8,4,0,8,0,13,0
49,8,5,0,5,4,19,1
49,8,6,0,4,8,5,0
49,8,7,0,5,3,3,1
49,8,8,1,8,9,19,0
49,8,9,0,4,9,22,0
49,8,10,0,7,7,2,1
49,8,11,0,6,8,11,0
49,8,12,0,4,2,17,0
49,8,13,0,8,1,5,1
49,8,14,0,6,10,14,0
49,8,15,0,5,6,7,0
49,8,16,0,7,4,12,0
49,8,17,0,7,0,2,1
49,8,18,0,4,10,7,0
49,8,19,0,6,6,1,0
49,8,20,0,7,3,7,1
50,1,1,0,4,4,3,0
50,1,2,0,8,2,1,0
50,1,3,0,7,8,2,0
50,1,4,0,7,7,2,0
50,1,5,0,6,0,1,0
50,1,6,1,5,3,2,0
50,1,7,0,4,10,2,0
50,1,8,0,4,8,2,0
50,1,9,0,6,3,0,0
50,1,10,0,5,10,4,0
50,1,11,0,8,9,5,0
50,1,12,0,5,4,2,0
50,1,13,0,5,6,3,0
50,1,14,0,8,2,2,0
50,1,15,0,4,7,3,0
50,1,16,0,6,6,3,0
50,1,17,0,6,1,1,0
50,1,18,0,8,9,4,0
50,1,19,0,7,0,4,0
50,1,20,0,7,1,4,0
50,2,1,0,4,4,2,0
50,2,2,0,8,2,4,0
50,2,3,0,7,8,6,0
50,2,4,0,7,7,0,0
50,2,5,0,6,0,3,0
50,2,6,0,5,3,3,1
50,2,7,0,4,10,3,0
50,2,8,0,4,8,3,0
50,2,9,0,6,3,2,0
50,2,10,0,5,10,3,0
50,2,11,0,8,9,4,0
50,2,12,0,5,4,3,0
50,2,13,0,5,6,1,0
50,2,14,1,8,2,2,0
50,2,15,0,4,7,2,0
50,2,16,0,6,6,6,0
50,2,17,0,6,1,4,0
50,2,18,0,8,9,3,0
50,2,19,0,7,0,3,0
50,2,20,0,7,1,0,0
50,3,1,0,4,4,1,0
50,3,2,0,8,2,4,0
50,3,3,0,7,8,1,0
50,3,4,0,7,7,4,0
50,3,5,0,6,0,4,0
50,3,6,0,5,3,2,1
50,3,7,0,4,10,2,0
50,3,8,0,4,8,3,0
50,3,9,0,6,3,5,0
50,3,10,0,5,10,1,0
50,3,11,0,8,9,0,0
50,3,12,1,5,4,4,0
50,3,13,0,5,6,3,0
50,3,14,0,8,2,4,1
50,3,15,0,4,7,2,0
50,3,16,0,6,6,1,0
50,3,17,0,6,1,2,0
50,3,18,0,8,9,1,0
50,3,19,0,7,0,1,0
50,3,20,0,7,1,4,0
50,4,1,0,4,4,2,0
50,4,2,0,8,2,4,0
50,4,3,1,7,8,4,0
50,4,4,0,7,7,3,0
50,4,5,0,6,0,4,0
50,4,6,0,5,3,4,1
50,4,7,0,4,10,2,0
50,4,8,0,4,8,5,0
50,4,9,0,6,3,4,0
50,4,10,0,5,10,3,0
50,4,11,0,8,9,3,0
50,4,12,0,5,4,4,1
50,4,13,0,5,6,2,0
50,4,14,0,8,2,3,1
50,4,15,0,4,7,4,0
50,4,16,0,6,6,5,0
50,4,17,0,6,1,3,0
50,4,18,0,8,9,4,0
50,4,19,0,7,0,3,0
50,4,20,0,7,1,2,0
50,5,1,0,4,4,8,0
50,5,2,0,8,2,14,0
50,5,3,0,7,8,12,1
50,5,4,0,7,7,23,0
50,5,5,0,6,0,15,0
50,5,6,0,5,3,24,1
50,5,7,0,4,10,26,0
50,5,8,0,4,8,6,0
50,5,9,0,6,3,12,0
50,5,10,0,5,10,13,0
50,5,11,0,8,9,12,0
50,5,12,0,5,4,9,1
50,5,13,0,5,6,23,0
50,5,14,0,8,2,2,1
50,5,15,0,4,7,9,0
50,5,16,0,6,6,15,0
50,5,17,0,6,1,12,0
50,5,18,0,8,9,22,0
50,5,19,0,7,0,12,0
50,5,20,1,7,1,25,0
50,6,1,0,4,4,0,0
50,6,2,0,8,2,14,0
50,6,3,0,7,8,7,1
50,6,4,0,7,7,0,0
50,6,5,0,6,0,8,0
50,6,6,0,5,3,0,1
50,6,7,1,4,10,17,0
50,6,8,0,4,8,14,0
50,6,9,0,6,3,14,0
50,6,10,0,5,10,20,0
50,6,11,0,8,9,14,0
50,6,12,0,5,4,19,1
50,6,13,0,5,6,4,0
50,6,14,0,8,2,4,1
50,6,15,0,4,7,14,0
50,6,16,0,6,6,4,0
50,6,17,0,6,1,19,0
50,6,18,0,8,9,11,0
50,6,19,0,7,0,14,0
50,6,20,0,7,1,12,1
50,7,1,0,4,4,6,0
50,7,2,0,8,2,8,0
50,7,3,0,7,8,12,1
50,7,4,0,7,7,1,0
50,7,5,0,6,0,11,0
50,7,6,0,5,3,1,1
50,7,7,0,4,10,0,1
50,7,8,0,4,8,6,0
50,7,9,0,6,3,5,0
50,7,10,0,5,10,3,0
50,7,11,0,8,9,8,0
50,7,12,0,5,4,18,1
50,7,13,0,5,6,5,0
50,7,14,0,8,2,13,1
50,7,15,0,4,7,1,0
50,7,16,1,6,6,6,0
50,7,17,0,6,1,12,0
50,7,18,0,8,9,8,0
50,7,19,0,7,0,18,0
50,7,20,0,7,1,13,1
50,8,1,0,4,4,15,0
50,8,2,0,8,2,7,0
50,8,3,0,7,8,3,1
50,8,4,0,7,7,13,0
50,8,5,0,6,0,19,0
50,8,6,0,5,3,5,1
50,8,7,0,4,10,3,1
50,8,8,0,4,8,19,0
50,8,9,0,6,3,22,0
50,8,10,0,5,10,2,0
50,8,11,0,8,9,11,0
50,8,12,0,5,4,17,1
50,8,13,0,5,6,5,0
50,8,14,0,8,2,14,1
50,8,15,0,4,7,7,0
50,8,16,0,6,6,12,1
50,8,17,0,6,1,2,0
50,8,18,1,8,9,7,0
50,8,19,0,7,0,1,0
50,8,20,0,7,1,7,1
51,1,1,0,6,0,3,0
51,1,2,0,5,6,1,0
51,1,3,0,5,9,2,0
51,1,4,0,8,1,2,0
51,1,5,0,7,7,1,0
51,1,6,0,8,2,2,0
51,1,7,0,4,1,2,0
51,1,8,0,8,10,2,0
51,1,9,0,4,4,0,0
51,1,10,1,8,0,4,0
51,1,11,0,7,3,5,0
51,1,12,0,7,8,2,0
51,1,13,0,6,3,3,0
51,1,14,0,5,2,2,0
51,1,15,0,7,8,3,0
51,1,16,0,4,10,3,0
51,1,17,0,6,6,1,0
51,1,18,0,5,4,4,0
51,1,19,0,4,9,4,0
51,1,20,0,6,7,4,0
51,2,1,0,6,0,2,0
51,2,2,0,5,6,4,0
51,2,3,1,5,9,6,0
51,2,4,0,8,1,0,0
51,2,5,0,7,7,3,0
51,2,6,0,8,2,3,0
51,2,7,0,4,1,3,0
51,2,8,0,8,10,3,0
51,2,9,0,4,4,2,0
51,2,10,0,8,0,3,1
51,2,11,0,7,3,4,0
51,2,12,0,7,8,3,0
51,2,13,0,6,3,1,0
51,2,14,0,5,2,2,0
51,2,15,0,7,8,2,0
51,2,16,0,4,10,6,0
51,2,17,0,6,6,4,0
51,2,18,0,5,4,3,0
51,2,19,0,4,9,3,0
51,2,20,0,6,7,0,0
51,3,1,0,6,0,1,0
51,3,2,0,5,6,4,0
51,3,3,0,5,9,1,1
51,3,4,0,8,1,4,0
51,3,5,0,7,7,4,0
51,3,6,0,8,2,2,0
51,3,7,0,4,1,2,0
51,3,8,0,8,10,3,0
51,3,9,0,4,4,5,0
51,3,10,0,8,0,1,1
51,3,11,0,7,3,0,0
51,3,12,0,7,8,4,0
51,3,13,0,6,3,3,0
51,3,14,0,5,2,4,0
51,3,15,0,7,8,2,0
51,3,16,0,4,10,1,0
51,3,17,0,6,6,2,0
51,3,18,0,5,4,1,0
51,3,19,0,4,9,1,0
51,3,20,1,6,7,4,0
51,4,1,0,6,0,2,0
51,4,2,0,5,6,4,0
51,4,3,1,5,9,4,1
51,4,4,0,8,1,3,0
51,4,5,0,7,7,4,0
51,4,6,0,8,2,4,0
51,4,7,0,4,1,2,0
51,4,8,0,8,10,5,0
51,4,9,0,4,4,4,0
51,4,10,0,8,0,3,1
51,4,11,0,7,3,3,0
51,4,12,0,7,8,4,0
51,4,13,0,6,3,2,0
51,4,14,0,5,2,3,0
51,4,15,0,7,8,4,0
51,4,16,0,4,10,5,0
51,4,17,0,6,6,3,0
51,4,18,0,5,4,4,0
51,4,19,0,4,9,3,0
51,4,20,0,6,7,2,1
51,5,1,0,6,0,8,0
51,5,2,0,5,6,14,0
51,5,3,0,5,9,12,2
51,5,4,0,8,1,23,0
51,5,5,0,7,7,15,0
51,5,6,0,8,2,24,0
51,5,7,0,4,1,26,0
51,5,8,0,8,10,6,0
51,5,9,0,4,4,12,0
51,5,10,0,8,0,13,1
51,5,11,0,7,3,12,0
51,5,12,0,7,8,9,0
51,5,13,0,6,3,23,0
51,5,14,0,5,2,2,0
51,5,15,0,7,8,9,0
51,5,16,0,4,10,15,0
51,5,17,0,6,6,12,0
51,5,18,1,5,4,22,0
51,5,19,0,4,9,12,0
51,5,20,0,6,7,25,1
51,6,1,0,6,0,0,0
51,6,2,0,5,6,14,0
51,6,3,0,5,9,7,2
51,6,4,0,8,1,0,0
51,6,5,0,7,7,8,0
51,6,6,0,8,2,0,0
51,6,7,0,4,1,17,0
51,6,8,0,8,10,14,0
51,6,9,0,4,4,14,0
51,6,10,0,8,0,20,1
51,6,11,0,7,3,14,0
51,6,12,0,7,8,19,0
51,6,13,0,6,3,4,0
51,6,14,0,5,2,4,0
51,6,15,0,7,8,14,0
51,6,16,0,4,10,4,0
51,6,17,1,6,6,19,0
51,6,18,0,5,4,11,1
51,6,19,0,4,9,14,0
51,6,20,0,6,7,12,1
51,7,1,0,6,0,6,0
51,7,2,0,5,6,8,0
51,7,3,0,5,9,12,2
51,7,4,0,8,1,1,0
51,7,5,0,7,7,11,0
51,7,6,0,8,2,1,0
51,7,7,0,4,1,0,0
51,7,8,0,8,10,6,0
51,7,9,0,4,4,5,0
51,7,10,0,8,0,3,1
51,7,11,1,7,3,8,0
51,7,12,0,7,8,18,0
51,7,13,0,6,3,5,0
51,7,14,0,5,2,13,0
51,7,15,0,7,8,1,0
51,7,16,0,4,10,6,0
51,7,17,0,6,6,12,1
51,7,18,0,5,4,8,1
51,7,19,0,4,9,18,0
51,7,20,0,6,7,13,1
51,8,1,0,6,0,15,0
51,8,2,0,5,6,7,0
51,8,3,0,5,9,3,2
51,8,4,0,8,1,13,0
51,8,5,0,7,7,19,0
51,8,6,0,8,2,5,0
51,8,7,0,4,1,3,0
51,8,8,0,8,10,19,0
51,8,9,1,4,4,22,0
51,8,10,0,8,0,2,1
51,8,11,0,7,3,11,1
51,8,12,0,7,8,17,0
51,8,13,0,6,3,5,0
51,8,14,0,5,2,14,0
51,8,15,0,7,8,7,0
51,8,16,0,4,10,12,0
51,8,17,0,6,6,2,1
51,8,18,0,5,4,7,1
51,8,19,0,4,9,1,0
51,8,20,0,6,7,7,1
52,1,1,0,8,4,3,0
52,1,2,0,8,7,1,0
52,1,3,0,6,0,2,0
52,1,4,0,7,9,2,0
52,1,5,0,4,6,1,0
52,1,6,0,4,6,2,0
52,1,7,0,8,0,2,0
52,1,8,0,8,8,2,0
52,1,9,0,5,8,0,0
52,1,10,1,6,2,4,0
52,1,11,0,6,1,5,0
52,1,12,0,4,9,2,0
52,1,13,0,5,3,3,0
52,1,14,0,5,10,2,0
52,1,15,0,7,10,3,0
52,1,16,0,7,2,3,0
52,1,17,0,4,4,1,0
52,1,18,0,5,1,4,0
52,1,19,0,7,7,4,0
52,1,20,0,6,3,4,0
52,2,1,0,8,4,2,0
52,2,2,0,8,7,4,0
52,2,3,0,6,0,6,0
52,2,4,0,7,9,0,0
52,2,5,0,4,6,3,0
52,2,6,0,4,6,3,0
52,2,7,0,8,0,3,0
52,2,8,0,8,8,3,0
52,2,9,0,5,8,2,0
52,2,10,0,6,2,3,1
52,2,11,0,6,1,4,0
52,2,12,0,4,9,3,0
52,2,13,0,5,3,1,0
52,2,14,0,5,10,2,0
52,2,15,0,7,10,2,0
52,2,16,0,7,2,6,0
52,2,17,1,4,4,4,0
52,2,18,0,5,1,3,0
52,2,19,0,7,7,3,0
52,2,20,0,6,3,0,0
52,3,1,0,8,4,1,0
52,3,2,0,8,7,4,0
52,3,3,0,6,0,1,0
52,3,4,0,7,9,4,0
52,3,5,0,4,6,4,0
52,3,6,1,4,6,2,0
52,3,7,0,8,0,2,0
52,3,8,0,8,8,3,0
52,3,9,0,5,8,5,0
52,3,10,0,6,2,1,1
52,3,11,0,6,1,0,0
52,3,12,0,4,9,4,0
52,3,13,0,5,3,3,0
52,3,14,0,5,10,4,0
52,3,15,0,7,10,2,0
52,3,16,0,7,2,1,0
52,3,17,0,4,4,2,1
52,3,18,0,5,1,1,0
52,3,19,0,7,7,1,0
52,3,20,0,6,3,4,0
52,4,1,0,8,4,2,0
52,4,2,0,8,7,4,0
52,4,3,0,6,0,4,0
52,4,4,0,7,9,3,0
52,4,5,0,4,6,4,0
52,4,6,0,4,6,4,1
52,4,7,0,8,0,2,0
52,4,8,0,8,8,5,0
52,4,9,0,5,8,4,0
52,4,10,0,6,2,3,1
52,4,11,0,6,1,3,0
52,4,12,0,4,9,4,0
52,4,13,0,5,3,2,0
52,4,14,0,5,10,3,0
52,4,15,1,7,10,4,0
52,4,16,0,7,2,5,0
52,4,17,0,4,4,3,1
52,4,18,0,5,1,4,0
52,4,19,0,7,7,3,0
52,4,20,0,6,3,2,0
52,5,1,0,8,4,8,0
52,5,2,0,8,7,14,0
52,5,3,0,6,0,12,0
52,5,4,0,7,9,23,0
52,5,5,0,4,6,15,0
52,5,6,0,4,6,24,1
52,5,7,0,8,0,26,0
52,5,8,0,8,8,6,0
52,5,9,0,5,8,12,0
52,5,10,0,6,2,13,1
52,5,11,0,6,1,12,0
52,5,12,0,4,9,9,0
52,5,13,0,5,3,23,0
52,5,14,0,5,10,2,0
52,5,15,0,7,10,9,1
52,5,16,0,7,2,15,0
52,5,17,0,4,4,12,1
52,5,18,0,5,1,22,0
52,5,19,0,7,7,12,0
52,5,20,1,6,3,25,0
52,6,1,0,8,4,0,0
52,6,2,0,8,7,14,0
52,6,3,0,6,0,7,0
52,6,4,0,7,9,0,0
52,6,5,0,4,6,8,0
52,6,6,0,4,6,0,1
52,6,7,0,8,0,17,0
52,6,8,0,8,8,14,0
52,6,9,0,5,8,14,0
52,6,10,0,6,2,20,1
52,6,11,0,6,1,14,0
52,6,12,0,4,9,19,0
52,6,13,0,5,3,4,0
52,6,14,0,5,10,4,0
52,6,15,0,7,10,14,1
52,6,16,0,7,2,4,0
52,6,17,0,4,4,19,1
52,6,18,0,5,1,11,0
52,6,19,1,7,7,14,0
52,6,20,0,6,3,12,1
52,7,1,0,8,4,6,0
52,7,2,0,8,7,8,0
52,7,3,1,6,0,12,0
52,7,4,0,7,9,1,0
52,7,5,0,4,6,11,0
52,7,6,0,4,6,1,1
52,7,7,0,8,0,0,0
52,7,8,0,8,8,6,0
52,7,9,0,5,8,5,0
52,7,10,0,6,2,3,1
52,7,11,0,6,1,8,0
52,7,12,0,4,9,18,0
52,7,13,0,5,3,5,0
52,7,14,0,5,10,13,0
52,7,15,0,7,10,1,1
52,7,16,0,7,2,6,0
52,7,17,0,4,4,12,1
52,7,18,0,5,1,8,0
52,7,19,0,7,7,18,1
52,7,20,0,6,3,13,1
52,8,1,1,8,4,15,0
52,8,2,0,8,7,7,0
52,8,3,0,6,0,3,1
52,8,4,0,7,9,13,0
52,8,5,0,4,6,19,0
52,8,6,0,4,6,5,1
52,8,7,0,8,0,3,0
52,8,8,0,8,8,19,0
52,8,9,0,5,8,22,0
52,8,10,0,6,2,2,1
52,8,11,0,6,1,11,0
52,8,12,0,4,9,17,0
52,8,13,0,5,3,5,0
52,8,14,0,5,10,14,0
52,8,15,0,7,10,7,1
52,8,16,0,7,2,12,0
52,8,17,0,4,4,2,1
52,8,18,0,5,1,7,0
52,8,19,0,7,7,1,1
52,8,20,0,6,3,7,1
53,1,1,0,5,3,3,0
53,1,2,0,8,9,1,0
53,1,3,0,7,8,2,0
53,1,4,0,7,0,2,0
53,1,5,0,4,3,1,0
53,1,6,0,6,0,2,0
53,1,7,0,5,9,2,0
53,1,8,0,8,7,2,0
53,1,9,0,4,10,0,0
53,1,10,0,4,4,4,0
53,1,11,0,4,1,5,0
53,1,12,0,5,2,2,0
53,1,13,0,7,10,3,0
53,1,14,0,7,8,2,0
53,1,15,0,8,1,3,0
53,1,16,0,8,6,3,0
53,1,17,0,5,4,1,0
53,1,18,0,6,6,4,0
53,1,19,1,6,2,4,0
53,1,20,0,6,7,4,0
53,2,1,0,5,3,2,0
53,2,2,1,8,9,4,0
53,2,3,0,7,8,6,0
53,2,4,0,7,0,0,0
53,2,5,0,4,3,3,0
53,2,6,0,6,0,3,0
53,2,7,0,5,9,3,0
53,2,8,0,8,7,3,0
53,2,9,0,4,10,2,0
53,2,10,0,4,4,3,0
53,2,11,0,4,1,4,0
53,2,12,0,5,2,3,0
53,2,13,0,7,10,1,0
53,2,14,0,7,8,2,0
53,2,15,0,8,1,2,0
53,2,16,0,8,6,6,0
53,2,17,0,5,4,4,0
53,2,18,0,6,6,3,0
53,2,19,0,6,2,3,1
53,2,20,0,6,7,0,0
53,3,1,0,5,3,1,0
53,3,2,0,8,9,4,1
53,3,3,0,7,8,1,0
53,3,4,1,7,0,4,0
53,3,5,0,4,3,4,0
53,3,6,0,6,0,2,0
53,3,7,0,5,9,2,0
53,3,8,0,8,7,3,0
53,3,9,0,4,10,5,0
53,3,10,0,4,4,1,0
53,3,11,0,4,1,0,0
53,3,12,0,5,2,4,0
53,3,13,0,7,10,3,0
53,3,14,0,7,8,4,0
53,3,15,0,8,1,2,0
53,3,16,0,8,6,1,0
53,3,17,0,5,4,2,0
53,3,18,0,6,6,1,0
53,3,19,0,6,2,1,1
53,3,20,0,6,7,4,0
53,4,1,0,5,3,2,0
53,4,2,0,8,9,4,1
53,4,3,0,7,8,4,0
53,4,4,0,7,0,3,1
53,4,5,1,4,3,4,0
53,4,6,0,6,0,4,0
53,4,7,0,5,9,2,0
53,4,8,0,8,7,5,0
53,4,9,0,4,10,4,0
53,4,10,0,4,4,3,0
53,4,11,0,4,1,3,0
53,4,12,0,5,2,4,0
53,4,13,0,7,10,2,0
53,4,14,0,7,8,3,0
53,4,15,0,8,1,4,0
53,4,16,0,8,6,5,0
53,4,17,0,5,4,3,0
53,4,18,0,6,6,4,0
53,4,19,0,6,2,3,1
53,4,20,0,6,7,2,0
53,5,1,0,5,3,8,0
53,5,2,0,8,9,14,1
53,5,3,0,7,8,12,0
53,5,4,0,7,0,23,1
53,5,5,0,4,3,15,1
53,5,6,0,6,0,24,0
53,5,7,0,5,9,26,0
53,5,8,0,8,7,6,0
53,5,9,0,4,10,12,0
53,5,10,0,4,4,13,0
53,5,11,0,4,1,12,0
53,5,12,0,5,2,9,0
53,5,13,0,7,10,23,0
53,5,14,0,7,8,2,0
53,5,15,0,8,1,9,0
53,5,16,0,8,6,15,0
53,5,17,0,5,4,12,0
53,5,18,0,6,6,22,0
53,5,19,0,6,2,12,1
53,5,20,1,6,7,25,0
53,6,1,0,5,3,0,0
53,6,2,0,8,9,14,1
53,6,3,0,7,8,7,0
53,6,4,0,7,0,0,1
53,6,5,0,4,3,8,1
53,6,6,0,6,0,0,0
53,6,7,0,5,9,17,0
53,6,8,0,8,7,14,0
53,6,9,1,4,10,14,0
53,6,10,0,4,4,20,0
53,6,11,0,4,1,14,0
53,6,12,0,5,2,19,0
53,6,13,0,7,10,4,0
53,6,14,0,7,8,4,0
53,6,15,0,8,1,14,0
53,6,16,0,8,6,4,0
53,6,17,0,5,4,19,0
53,6,18,0,6,6,11,0
53,6,19,0,6,2,14,1
53,6,20,0,6,7,12,1
53,7,1,0,5,3,6,0
53,7,2,0,8,9,8,1
53,7,3,0,7,8,12,0
53,7,4,0,7,0,1,1
53,7,5,0,4,3,11,1
53,7,6,0,6,0,1,0
53,7,7,0,5,9,0,0
53,7,8,0,8,7,6,0
53,7,9,0,4,10,5,1
53,7,10,0,4,4,3,0
53,7,11,0,4,1,8,0
53,7,12,0,5,2,18,0
53,7,13,0,7,10,5,0
53,7,14,0,7,8,13,0
53,7,15,0,8,1,1,0
53,7,16,0,8,6,6,0
53,7,17,0,5,4,12,0
53,7,18,1,6,6,8,0
53,7,19,0,6,2,18,1
53,7,20,0,6,7,13,1
53,8,1,0,5,3,15,0
53,8,2,0,8,9,7,1
53,8,3,0,7,8,3,0
53,8,4,0,7,0,13,1
53,8,5,0,4,3,19,1
53,8,6,0,6,0,5,0
53,8,7,0,5,9,3,0
53,8,8,0,8,7,19,0
53,8,9,1,4,10,22,1
53,8,10,0,4,4,2,0
53,8,11,0,4,1,11,0
53,8,12,0,5,2,17,0
53,8,13,0,7,10,5,0
53,8,14,0,7,8,14,0
53,8,15,0,8,1,7,0
53,8,16,0,8,6,12,0
53,8,17,0,5,4,2,0
53,8,18,0,6,6,7,1
53,8,19,0,6,2,1,1
53,8,20,0,6,7,7,1
54,1,1,0,7,10,3,0
54,1,2,0,4,4,1,0
54,1,3,0,6,2,2,0
54,1,4,0,4,4,2,0
54,1,5,0,5,9,1,0
54,1,6,0,6,3,2,0
54,1,7,0,8,9,2,0
54,1,8,0,6,0,2,0
54,1,9,0,7,8,0,0
54,1,10,0,7,8,4,0
54,1,11,0,6,6,5,0
54,1,12,0,5,1,2,0
54,1,13,0,8,10,3,0
54,1,14,0,5,6,2,0
54,1,15,0,4,2,3,0
54,1,16,0,8,7,3,0
54,1,17,0,4,1,1,0
54,1,18,0,8,0,4,0
54,1,19,0,7,3,4,0
54,1,20,1,5,7,4,0
54,2,1,0,7,10,2,0
54,2,2,0,4,4,4,0
54,2,3,1,6,2,6,0
54,2,4,0,4,4,0,0
54,2,5,0,5,9,3,0
54,2,6,0,6,3,3,0
54,2,7,0,8,9,3,0
54,2,8,0,6,0,3,0
54,2,9,0,7,8,2,0
54,2,10,0,7,8,3,0
54,2,11,0,6,6,4,0
54,2,12,0,5,1,3,0
54,2,13,0,8,10,1,0
54,2,14,0,5,6,2,0
54,2,15,0,4,2,2,0
54,2,16,0,8,7,6,0
54,2,17,0,4,1,4,0
54,2,18,0,8,0,3,0
54,2,19,0,7,3,3,0
54,2,20,0,5,7,0,1
54,3,1,0,7,10,1,0
54,3,2,0,4,4,4,0
54,3,3,0,6,2,1,1
54,3,4,0,4,4,4,0
54,3,5,0,5,9,4,0
54,3,6,0,6,3,2,0
54,3,7,0,8,9,2,0
54,3,8,0,6,0,3,0
54,3,9,1,7,8,5,0
54,3,10,0,7,8,1,0
54,3,11,0,6,6,0,0
54,3,12,0,5,1,4,0
54,3,13,0,8,10,3,0
54,3,14,0,5,6,4,0
54,3,15,0,4,2,2,0
54,3,16,0,8,7,1,0
54,3,17,0,4,1,2,0
54,3,18,0,8,0,1,0
54,3,19,0,7,3,1,0
54,3,20,0,5,7,4,1
54,4,1,0,7,10,2,0
54,4,2,0,4,4,4,0
54,4,3,0,6,2,4,1
54,4,4,0,4,4,3,0
54,4,5,0,5,9,4,0
54,4,6,0,6,3,4,0
54,4,7,0,8,9,2,0
54,4,8,0,6,0,5,0
54,4,9,0,7,8,4,1
54,4,10,0,7,8,3,0
54,4,11,0,6,6,3,0
54,4,12,0,5,1,4,0
54,4,13,0,8,10,2,0
54,4,14,0,5,6,3,0
54,4,15,0,4,2,4,0
54,4,16,1,8,7,5,0
54,4,17,0,4,1,3,0
54,4,18,0,8,0,4,0
54,4,19,0,7,3,3,0
54,4,20,0,5,7,2,1
54,5,1,0,7,10,8,0
54,5,2,0,4,4,14,0
54,5,3,0,6,2,12,1
54,5,4,0,4,4,23,0
54,5,5,1,5,9,15,0
54,5,6,0,6,3,24,0
54,5,7,0,8,9,26,0
54,5,8,0,6,0,6,0
54,5,9,0,7,8,12,1
54,5,10,0,7,8,13,0
54,5,11,0,6,6,12,0
54,5,12,0,5,1,9,0
54,5,13,0,8,10,23,0
54,5,14,0,5,6,2,0
54,5,15,0,4,2,9,0
54,5,16,0,8,7,15,1
54,5,17,0,4,1,12,0
54,5,18,0,8,0,22,0
54,5,19,0,7,3,12,0
54,5,20,0,5,7,25,1
54,6,1,0,7,10,0,0
54,6,2,0,4,4,14,0
54,6,3,0,6,2,7,1
54,6,4,0,4,4,0,0
54,6,5,0,5,9,8,1
54,6,6,0,6,3,0,0
54,6,7,0,8,9,17,0
54,6,8,0,6,0,14,0
54,6,9,0,7,8,14,1
54,6,10,1,7,8,20,0
54,6,11,0,6,6,14,0
54,6,12,0,5,1,19,0
54,6,13,0,8,10,4,0
54,6,14,0,5,6,4,0
54,6,15,0,4,2,14,0
54,6,16,0,8,7,4,1
54,6,17,0,4,1,19,0
54,6,18,0,8,0,11,0
54,6,19,0,7,3,14,0
54,6,20,0,5,7,12,1
54,7,1,1,7,10,6,0
54,7,2,0,4,4,8,0
54,7,3,0,6,2,12,1
54,7,4,0,4,4,1,0
54,7,5,0,5,9,11,1
54,7,6,0,6,3,1,0
54,7,7,0,8,9,0,0
54,7,8,0,6,0,6,0
54,7,9,0,7,8,5,1
54,7,10,0,7,8,3,1
54,7,11,0,6,6,8,0
54,7,12,0,5,1,18,0
54,7,13,0,8,10,5,0
54,7,14,0,5,6,13,0
54,7,15,0,4,2,1,0
54,7,16,0,8,7,6,1
54,7,17,0,4,1,12,0
54,7,18,0,8,0,8,0
54,7,19,0,7,3,18,0
54,7,20,0,5,7,13,1
54,8,1,0,7,10,15,1
54,8,2,0,4,4,7,0
54,8,3,0,6,2,3,1
54,8,4,0,4,4,13,0
54,8,5,0,5,9,19,1
54,8,6,0,6,3,5,0
54,8,7,0,8,9,3,0
54,8,8,0,6,0,19,0
54,8,9,0,7,8,22,1
54,8,10,1,7,8,2,1
54,8,11,0,6,6,11,0
54,8,12,0,5,1,17,0
54,8,13,0,8,10,5,0
54,8,14,0,5,6,14,0
54,8,15,0,4,2,7,0
54,8,16,0,8,7,12,1
54,8,17,0,4,1,2,0
54,8,18,0,8,0,7,0
54,8,19,0,7,3,1,0
54,8,20,0,5,7,7,1
55,1,1,0,6,8,3,0
55,1,2,0,4,6,1,0
55,1,3,0,5,2,2,0
55,1,4,0,4,9,2,0
55,1,5,0,6,4,1,0
55,1,6,1,5,10,2,0
55,1,7,0,6,0,2,0
55,1,8,0,7,3,2,0
55,1,9,0,8,0,0,0
55,1,10,0,8,9,4,0
55,1,11,0,8,7,5,0
55,1,12,0,7,4,2,0
55,1,13,0,4,8,3,0
55,1,14,0,7,6,2,0
55,1,15,0,6,1,3,0
55,1,16,0,5,10,3,0
