"subject","version","assignmentId","trial","trial_type","word","value","alt","value2","choice","rt","resp","resp2","resp3","resp4","used_hint","stamp","id"
"A1IOP3TS9RZJ8F","cs_wg_rev_mem_pilot1","33LKR6A5KEL8KXRMGVBRHSBD5GT1TY","0","0","COOKIE","2","THUMB","4","0","5601",,,,,"0","2018-10-02 22:32:05","241493"
"A1IOP3TS9RZJ8F","cs_wg_rev_mem_pilot1","33LKR6A5KEL8KXRMGVBRHSBD5GT1TY","1","0","PUMPKIN","5","THUMB","4","0","1503",,,,,"0","2018-10-02 22:32:10","241494"
"A1IOP3TS9RZJ8F","cs_wg_rev_mem_pilot1","33LKR6A5KEL8KXRMGVBRHSBD5GT1TY","2","0","ROCKET","4","PUMPKIN","5","0","2908",,,,,"0","2018-10-02 22:32:16","241495"
"A1IOP3TS9RZJ8F","cs_wg_rev_mem_pilot1","33LKR6A5KEL8KXRMGVBRHSBD5GT1TY","3","0","PUMPKIN","5","AVOCADO","3","0","932",,,,,"0","2018-10-02 22:32:19","241496"
"A1IOP3TS9RZJ8F","cs_wg_rev_mem_pilot1","33LKR6A5KEL8KXRMGVBRHSBD5GT1TY","4","0","PERFUME","4","ROCKET","4","0","605",,,,,"0","2018-10-02 22:32:21","241497"
"A1IOP3TS9RZJ8F","cs_wg_rev_mem_pilot1","33LKR6A5KEL8KXRMGVBRHSBD5GT1TY","5","0","AVOCADO","3","WIZARD","4","0","437",,,,,"0","2018-10-02 22:32:23","241498"
"A1IOP3TS9RZJ8F","cs_wg_rev_mem_pilot1","33LKR6A5KEL8KXRMGVBRHSBD5GT1TY","6","0","PERFUME","4","THUMB","4","0","304",,,,,"0","2018-10-02 22:32:25","241499"
"A1IOP3TS9RZJ8F","cs_wg_rev_mem_pilot1","33LKR6A5KEL8KXRMGVBRHSBD5GT1TY","7","0","JACKET","4","ISLAND","4","0","1071",,,,,"0","2018-10-02 22:32:28","241500"
"A1IOP3TS9RZJ8F","cs_wg_rev_mem_pilot1","33LKR6A5KEL8KXRMGVBRHSBD5GT1TY","8","0","JACKET","4","PUMPKIN","5","0","365",,,,,"0","2018-10-02 22:32:29","241501"
"A1IOP3TS9RZJ8F","cs_wg_rev_mem_pilot1","33LKR6A5KEL8KXRMGVBRHSBD5GT1TY","9","0","ISLAND","4","JACKET","4","0","588",,,,,"0","2018-10-02 22:32:31","241502"
"A1IOP3TS9RZJ8F","cs_wg_rev_mem_pilot1","33LKR6A5KEL8KXRMGVBRHSBD5GT1TY","10","0","AVOCADO","3","COOKIE","2","0","372",,,,,"0","2018-10-02 22:32:33","241503"
