"subject","version","assignmentId","cond","word","word_ind","s1_value","s2_value","exposures","stamp","id"
"A2RK260P2QPKV4","cs_wg_full_v3_pilot1","3TESA3PJ31B13RNR0KTDF64OO8KMMB","small","BLANKET","1","1","11","10","2018-06-28 20:15:15","76990"
"A2RK260P2QPKV4","cs_wg_full_v3_pilot1","3TESA3PJ31B13RNR0KTDF64OO8KMMB","small","JACKET","0","15","11","10","2018-06-28 20:15:15","76991"
"A2RK260P2QPKV4","cs_wg_full_v3_pilot1","3TESA3PJ31B13RNR0KTDF64OO8KMMB","small","PICTURE","2","6","21","10","2018-06-28 20:15:15","76992"
"A2RK260P2QPKV4","cs_wg_full_v3_pilot1","3TESA3PJ31B13RNR0KTDF64OO8KMMB","small","VOLCANO","3","6","2","10","2018-06-28 20:15:15","76993"
"A32P9ZPLKA3K7Z","cs_wg_full_v3_pilot1","374TNBHA8BWSINAXBGO5QAB07JWYQ1","small","TURKEY","1","1","11","10","2018-06-28 20:17:30","76994"
"A32P9ZPLKA3K7Z","cs_wg_full_v3_pilot1","374TNBHA8BWSINAXBGO5QAB07JWYQ1","small","PUMPKIN","0","15","11","10","2018-06-28 20:17:30","76995"
"A32P9ZPLKA3K7Z","cs_wg_full_v3_pilot1","374TNBHA8BWSINAXBGO5QAB07JWYQ1","small","BANQUET","2","6","21","10","2018-06-28 20:17:30","76996"
"A32P9ZPLKA3K7Z","cs_wg_full_v3_pilot1","374TNBHA8BWSINAXBGO5QAB07JWYQ1","small","GARBAGE","3","6","2","10","2018-06-28 20:17:30","76997"
"AGC3T6724JUAF","cs_wg_full_v3_pilot1","36U2A8VAG1067KC2YB48UOZR8D3KYU","small","BASKET","1","1","11","10","2018-06-28 20:20:36","76998"
"AGC3T6724JUAF","cs_wg_full_v3_pilot1","36U2A8VAG1067KC2YB48UOZR8D3KYU","small","SPATULA","2","6","21","10","2018-06-28 20:20:36","76999"
"AGC3T6724JUAF","cs_wg_full_v3_pilot1","36U2A8VAG1067KC2YB48UOZR8D3KYU","small","BLANKET","0","15","11","10","2018-06-28 20:20:36","77000"
"AGC3T6724JUAF","cs_wg_full_v3_pilot1","36U2A8VAG1067KC2YB48UOZR8D3KYU","small","PEBBLE","3","6","2","10","2018-06-28 20:20:36","77001"
"ANUG05IDFTWF","cs_wg_full_v3_pilot1","3KAKFY4PGU3ELMPQ9NQ6REO178M3IZ","small","MONKEY","1","1","11","10","2018-06-28 20:21:22","77014"
