"subject","version","assignmentId","trial","trial_type","word","value","alt","value2","choice","rt","resp","resp2","resp3","resp4","used_hint","stamp","id"
"A2PU3C8EETKC3B","cs_wg_rev_conf_v2_real1","3IOEN3P9S7K2IZGAKI3Y6IJZNS561L","0","0","ACROBAT","10","MONKEY","8","0","23347",,,,,"1","2018-10-05 15:36:07","265616"
"A2PU3C8EETKC3B","cs_wg_rev_conf_v2_real1","3IOEN3P9S7K2IZGAKI3Y6IJZNS561L","1","0","WIZARD","9","CANCER","10","0","1098",,,,,"0","2018-10-05 15:36:14","265617"
"A2PU3C8EETKC3B","cs_wg_rev_conf_v2_real1","3IOEN3P9S7K2IZGAKI3Y6IJZNS561L","2","0","GRENADE","6","BAKER","15","1","7097",,,,,"1","2018-10-05 15:36:24","265618"
"A2PU3C8EETKC3B","cs_wg_rev_conf_v2_real1","3IOEN3P9S7K2IZGAKI3Y6IJZNS561L","3","0","BAKER","15","LIZARD","6","0","3269",,,,,"1","2018-10-05 15:36:29","265619"
"A2PU3C8EETKC3B","cs_wg_rev_conf_v2_real1","3IOEN3P9S7K2IZGAKI3Y6IJZNS561L","4","0","BICYCLE","7","PELICAN","7","0","3859",,,,,"1","2018-10-05 15:36:35","265620"
"A2PU3C8EETKC3B","cs_wg_rev_conf_v2_real1","3IOEN3P9S7K2IZGAKI3Y6IJZNS561L","5","0","GRENADE","6","LIZARD","6","0","2436",,,,,"1","2018-10-05 15:36:40","265621"
"A2PU3C8EETKC3B","cs_wg_rev_conf_v2_real1","3IOEN3P9S7K2IZGAKI3Y6IJZNS561L","6","0","PELICAN","7","BAKER","15","0","1011",,,,,"0","2018-10-05 15:36:46","265622"
"A2PU3C8EETKC3B","cs_wg_rev_conf_v2_real1","3IOEN3P9S7K2IZGAKI3Y6IJZNS561L","7","0","PELICAN","7","GRENADE","6","0","2867",,,,,"1","2018-10-05 15:36:51","265623"
"A2PU3C8EETKC3B","cs_wg_rev_conf_v2_real1","3IOEN3P9S7K2IZGAKI3Y6IJZNS561L","8","0","PELICAN","7","CANCER","10","1","3115",,,,,"1","2018-10-05 15:36:56","265624"
"A2PU3C8EETKC3B","cs_wg_rev_conf_v2_real1","3IOEN3P9S7K2IZGAKI3Y6IJZNS561L","9","0","MONKEY","8","WIZARD","9","1","3605",,,,,"1","2018-10-05 15:37:02","265625"
"A2PU3C8EETKC3B","cs_wg_rev_conf_v2_real1","3IOEN3P9S7K2IZGAKI3Y6IJZNS561L","10","0","ACROBAT","10","BICYCLE","7","0","2807",,,,,"1","2018-10-05 15:37:07","265626"
"A2PU3C8EETKC3B","cs_wg_rev_conf_v2_real1","3IOEN3P9S7K2IZGAKI3Y6IJZNS561L","11","0","AIRBAG","9","CHICKEN","1","0","2749",,,,,"1","2018-10-05 15:37:11","265627"
"A2PU3C8EETKC3B","cs_wg_rev_conf_v2_real1","3IOEN3P9S7K2IZGAKI3Y6IJZNS561L","12","0","MOUSE","8","BAKER","15","1","3475",,,,,"1","2018-10-05 15:37:17","265628"
"A2PU3C8EETKC3B","cs_wg_rev_conf_v2_real1","3IOEN3P9S7K2IZGAKI3Y6IJZNS561L","13","0","MONKEY","8","MOUSE","8","0","2952",,,,,"1","2018-10-05 15:37:22","265629"
"A2PU3C8EETKC3B","cs_wg_rev_conf_v2_real1","3IOEN3P9S7K2IZGAKI3Y6IJZNS561L","14","0","LIZARD","6","PELICAN","7","1","3900",,,,,"1","2018-10-05 15:37:28","265630"
"A2PU3C8EETKC3B","cs_wg_rev_conf_v2_real1","3IOEN3P9S7K2IZGAKI3Y6IJZNS561L","15","0","MOUSE","8","ACROBAT","10","1","2562",,,,,"1","2018-10-05 15:37:33","265631"
