"subject","version","assignmentId","trial","trial_type","word","value","alt","choice","rt","resp","resp2","stamp","id"
"A374QLWR03CCMX","cs_wg_full_v2_real1","3E1QT0TDFPA0MJVWL4L2IVWCNSAI8Y","0","0","CELERY","3","5","1","5004","celery","3","2018-06-28 17:20:25","315680"
"A2DOIZHRZR5HHU","cs_wg_full_v2_real1","3OVR4I9USPKCKGWDM90YAL7TCGVQ42","0","0","COFFEE","7","5","0","3261","Coffee","7","2018-06-28 17:20:34","315681"
"A2DL00FVCOBYHJ","cs_wg_full_v2_real1","3COPXFW7XBDCY6K17O8PHX6F46ZKPV","0","0","PEACOCK","10","5","0","9994","peacock","5","2018-06-28 17:20:35","315682"
"A12IOD8IXOEL1P","cs_wg_full_v2_real1","3R8YZBNQ9HJ933EWO7Y5DXR33ILQ7M","0","0","ABDOMEN","3","5","1","5714","Abdomen","3","2018-06-28 17:20:38","315683"
"A374QLWR03CCMX","cs_wg_full_v2_real1","3E1QT0TDFPA0MJVWL4L2IVWCNSAI8Y","1","0","FLIGHT","12","5","0","5445","flight","12","2018-06-28 17:20:42","315684"
"AG430TVZD4313","cs_wg_full_v2_real1","3OF2M9AATGP6CAM7UX6R8V8TE56KZG","0","0","FLIGHT","9","5","0","5683","flight","9","2018-06-28 17:20:42","315685"
"A2DOIZHRZR5HHU","cs_wg_full_v2_real1","3OVR4I9USPKCKGWDM90YAL7TCGVQ42","1","0","SILVER","9","5","0","1321","Silver","9","2018-06-28 17:20:43","315686"
"A1S68DTVE9GU76","cs_wg_full_v2_real1","33OOO72IVHMS701KWS0BYOU4O0BCTF","0","0","PLANET","6","5","1","3981","planet","6","2018-06-28 17:20:48","315687"
"A29OCOF4PPVQJC","cs_wg_full_v2_real1","3VE8AYVF8MYGCST6KWFHFYJK70IF84","0","0","CARROT","10","5","0","3926","carrot","10","2018-06-28 17:20:49","315688"
"A2DOIZHRZR5HHU","cs_wg_full_v2_real1","3OVR4I9USPKCKGWDM90YAL7TCGVQ42","2","0","PRIEST","1","5","0","875","Priest","1","2018-06-28 17:20:50","315689"
"A12IOD8IXOEL1P","cs_wg_full_v2_real1","3R8YZBNQ9HJ933EWO7Y5DXR33ILQ7M","1","0","FLIGHT","7","5","1","2800","flight","7","2018-06-28 17:20:52","315690"
"A2DL00FVCOBYHJ","cs_wg_full_v2_real1","3COPXFW7XBDCY6K17O8PHX6F46ZKPV","1","0","SPATULA","11","5","0","4434","spatula","5","2018-06-28 17:20:52","315691"
"AG430TVZD4313","cs_wg_full_v2_real1","3OF2M9AATGP6CAM7UX6R8V8TE56KZG","1","0","SUMMER","10","5","0","3294","summer","10","2018-06-28 17:20:56","315692"
"A2DOIZHRZR5HHU","cs_wg_full_v2_real1","3OVR4I9USPKCKGWDM90YAL7TCGVQ42","3","0","PILLAR","8","5","0","934","Pillar","8","2018-06-28 17:20:58","315693"
"A374QLWR03CCMX","cs_wg_full_v2_real1","3E1QT0TDFPA0MJVWL4L2IVWCNSAI8Y","2","0","COFFIN","1","5","1","5249","coffin","5","2018-06-28 17:20:58","315694"
"ABPM2716DVK3F","cs_wg_full_v2_real1","3OE22WJIGIPB1EQS1FRGNP5NBTJUQT","0","0","MONKEY","8","5","0","4790","Monkey","8","2018-06-28 17:20:59","315695"
"A29OCOF4PPVQJC","cs_wg_full_v2_real1","3VE8AYVF8MYGCST6KWFHFYJK70IF84","1","0","CARROT","10","5","1","2733","carrot","10","2018-06-28 17:20:59","315696"
"A1S68DTVE9GU76","cs_wg_full_v2_real1","33OOO72IVHMS701KWS0BYOU4O0BCTF","1","0","BULLET","1","5","1","2396","bullet","1","2018-06-28 17:21:00","315697"
"ASLGHXA4453BQ","cs_wg_full_v2_real1","3JV9LGBJWTFPBKCH2XAVU59WNKMOGF","0","0","SPIRAL","6","5","1","3253","sprug","6","2018-06-28 17:21:02","315698"
"A12IOD8IXOEL1P","cs_wg_full_v2_real1","3R8YZBNQ9HJ933EWO7Y5DXR33ILQ7M","2","0","DOMINO","6","5","1","2463","domino","6","2018-06-28 17:21:06","315699"
"A2DL00FVCOBYHJ","cs_wg_full_v2_real1","3COPXFW7XBDCY6K17O8PHX6F46ZKPV","2","0","SILVER","4","5","0","2904","silver","5","2018-06-28 17:21:06","315700"
"A1EQN91S6T820I","cs_wg_full_v2_real1","3NLZY2D53PQ8IO3YS1ZFW294Y2QLQQ","0","0","SPONGE","2","5","0","6966","sponge","2","2018-06-28 17:21:07","315701"
"A2DOIZHRZR5HHU","cs_wg_full_v2_real1","3OVR4I9USPKCKGWDM90YAL7TCGVQ42","4","0","TURKEY","4","5","1","1933","Turkey","4","2018-06-28 17:21:08","315702"
"AG430TVZD4313","cs_wg_full_v2_real1","3OF2M9AATGP6CAM7UX6R8V8TE56KZG","2","0","FLIGHT","9","5","0","2831","flight","9","2018-06-28 17:21:08","315703"
"A29OCOF4PPVQJC","cs_wg_full_v2_real1","3VE8AYVF8MYGCST6KWFHFYJK70IF84","2","0","WAFFLE","8","5","0","2365","waffle","8","2018-06-28 17:21:11","315704"
"A1S68DTVE9GU76","cs_wg_full_v2_real1","33OOO72IVHMS701KWS0BYOU4O0BCTF","2","0","ADDICT","11","5","1","1886","addict","11","2018-06-28 17:21:11","315705"
"ABPM2716DVK3F","cs_wg_full_v2_real1","3OE22WJIGIPB1EQS1FRGNP5NBTJUQT","1","0","FORGERY","2","5","0","3694","Forgery","2","2018-06-28 17:21:13","315706"
"A374QLWR03CCMX","cs_wg_full_v2_real1","3E1QT0TDFPA0MJVWL4L2IVWCNSAI8Y","3","0","TRIVIA","11","5","0","2838","trivia","5","2018-06-28 17:21:14","315707"
"A2TNJ41V0E1WK4","cs_wg_full_v2_real1","3EA3QWIZ4IWJK3NKO2WX9RSZ15VITN","0","0","PICTURE","10","5","0","2732","Picture","10","2018-06-28 17:21:14","315708"
"ASLGHXA4453BQ","cs_wg_full_v2_real1","3JV9LGBJWTFPBKCH2XAVU59WNKMOGF","1","0","CABINET","12","5","1","3694","cabinet","12","2018-06-28 17:21:15","315709"
"A2DOIZHRZR5HHU","cs_wg_full_v2_real1","3OVR4I9USPKCKGWDM90YAL7TCGVQ42","5","0","BARREL","3","5","0","956","Barrel","3","2018-06-28 17:21:15","315710"
"A3CI8WWVFXEW74","cs_wg_full_v2_real1","3E47SOBEYQX2YML92G17KHSVDJVCIY","0","0","SHIVER","4","5","1","4138","Shiver","4","2018-06-28 17:21:18","315711"
"AG430TVZD4313","cs_wg_full_v2_real1","3OF2M9AATGP6CAM7UX6R8V8TE56KZG","3","0","DOLLAR","4","5","0","2428","dollar","4","2018-06-28 17:21:20","315712"
"A2DOIZHRZR5HHU","cs_wg_full_v2_real1","3OVR4I9USPKCKGWDM90YAL7TCGVQ42","6","0","DOMINO","11","5","0","799","Domino","11","2018-06-28 17:21:22","315713"
"A29OCOF4PPVQJC","cs_wg_full_v2_real1","3VE8AYVF8MYGCST6KWFHFYJK70IF84","3","0","ROYALTY","1","5","0","3087","royalty","1","2018-06-28 17:21:22","315714"
"A1EQN91S6T820I","cs_wg_full_v2_real1","3NLZY2D53PQ8IO3YS1ZFW294Y2QLQQ","1","0","ANIMAL","1","5","0","3222","animal","1","2018-06-28 17:21:23","315715"
"A1S68DTVE9GU76","cs_wg_full_v2_real1","33OOO72IVHMS701KWS0BYOU4O0BCTF","3","0","PLANET","6","5","0","2946","planet","6","2018-06-28 17:21:24","315716"
"A12IOD8IXOEL1P","cs_wg_full_v2_real1","3R8YZBNQ9HJ933EWO7Y5DXR33ILQ7M","3","0","WAFFLE","2","5","0","7548","waffle","2","2018-06-28 17:21:24","315717"
"A3OTBMKOEQ410P","cs_wg_full_v2_real1","3NLZY2D53PQ8IO3YS1ZFW294Y2QQLV","0","0","MAGNET","3","5","0","2902","magnet","3","2018-06-28 17:21:24","315718"
"ASLGHXA4453BQ","cs_wg_full_v2_real1","3JV9LGBJWTFPBKCH2XAVU59WNKMOGF","2","0","BULLET","7","5","1","2707","bullet","7","2018-06-28 17:21:25","315719"
"A1UKZRDH1T231M","cs_wg_full_v2_real1","3VZLGYJEYLBCWALETGLGYPGVAELZXK","0","0","PARENT","8","5","0","4185","PARENT","8","2018-06-28 17:21:26","315720"
"ABPM2716DVK3F","cs_wg_full_v2_real1","3OE22WJIGIPB1EQS1FRGNP5NBTJUQT","2","0","SPIRAL","6","5","0","4621","Spiral","6","2018-06-28 17:21:26","315721"
