1,4,"[40 70 60 115 75 120 130 30 60 65 60 45 115 10 45 75 60 110 60 125]"
1,18,"[50 30 70 50 70 70 80 40 10 60 70 50 60 40 60 110 30 100 60 60]"
1,5,"[30 40 60 5 55 5 0 30 25 15 40 90 25 65 5 30 60 40 90 65]"
1,18,"[30 10 20 20 10 20 20 20 0 40 50 20 30 20 30 30 10 40 40 40]"
1,2,"[40 90 50 50 80 80 50 80 30 70 70 50 60 60 60 90 50 90 50 80]"
1,5,"[75 35 15 65 95 25 15 95 110 10 55 85 25 70 35 60 10 35 5 35]"
1,2,"[0 70 35 0 40 0 85 70 70 100 70 95 20 20 70 20 95 55 70 60]"
1,2,"[20 40 60 0 30 30 30 30 20 30 40 30 10 20 20 60 40 30 30 0]"
4,18,"[30 10 20 20 10 20 20 20 0 40 50 20 30 20 30 30 10 40 40 40]"
4,20,"[30 40 60 5 55 5 0 30 25 15 40 90 25 65 5 30 60 40 90 65]"
4,11,"[20 40 60 0 30 30 30 30 20 30 40 30 10 20 20 60 40 30 30 0]"
4,18,"[50 30 70 50 70 70 80 40 10 60 70 50 60 40 60 110 30 100 60 60]"
4,5,"[75 35 15 65 95 25 15 95 110 10 55 85 25 70 35 60 10 35 5 35]"
4,18,"[40 90 50 50 80 80 50 80 30 70 70 50 60 60 60 90 50 90 50 80]"
4,19,"[0 70 35 0 40 0 85 70 70 100 70 95 20 20 70 20 95 55 70 60]"
5,5,"[40 90 50 50 80 80 50 80 30 70 70 50 60 60 60 90 50 90 50 80]"
5,7,"[0 70 35 0 40 0 85 70 70 100 70 95 20 20 70 20 95 55 70 60]"
5,16,"[20 40 60 0 30 30 30 30 20 30 40 30 10 20 20 60 40 30 30 0]"
5,5,"[75 35 15 65 95 25 15 95 110 10 55 85 25 70 35 60 10 35 5 35]"
5,18,"[50 30 70 50 70 70 80 40 10 60 70 50 60 40 60 110 30 100 60 60]"
5,16,"[30 10 20 20 10 20 20 20 0 40 50 20 30 20 30 30 10 40 40 40]"
5,5,"[30 40 60 5 55 5 0 30 25 15 40 90 25 65 5 30 60 40 90 65]"
5,20,"[40 70 60 115 75 120 130 30 60 65 60 45 115 10 45 75 60 110 60 125]"
6,7,"[0 70 35 0 40 0 85 70 70 100 70 95 20 20 70 20 95 55 70 60]"
6,11,"[20 40 60 0 30 30 30 30 20 30 40 30 10 20 20 60 40 30 30 0]"
6,5,"[75 35 15 65 95 25 15 95 110 10 55 85 25 70 35 60 10 35 5 35]"
6,4,"[50 30 70 50 70 70 80 40 10 60 70 50 60 40 60 110 30 100 60 60]"
6,5,"[30 40 60 5 55 5 0 30 25 15 40 90 25 65 5 30 60 40 90 65]"
6,11,"[40 90 50 50 80 80 50 80 30 70 70 50 60 60 60 90 50 90 50 80]"
6,20,"[40 70 60 115 75 120 130 30 60 65 60 45 115 10 45 75 60 110 60 125]"
6,4,"[30 10 20 20 10 20 20 20 0 40 50 20 30 20 30 30 10 40 40 40]"
7,8,"[30 40 60 5 55 5 0 30 25 15 40 90 25 65 5 30 60 40 90 65]"
7,3,"[20 40 60 0 30 30 30 30 20 30 40 30 10 20 20 60 40 30 30 0]"
7,18,"[50 30 70 50 70 70 80 40 10 60 70 50 60 40 60 110 30 100 60 60]"
7,11,"[30 10 20 20 10 20 20 20 0 40 50 20 30 20 30 30 10 40 40 40]"
7,20,"[40 70 60 115 75 120 130 30 60 65 60 45 115 10 45 75 60 110 60 125]"
7,17,"[0 70 35 0 40 0 85 70 70 100 70 95 20 20 70 20 95 55 70 60]"
7,8,"[75 35 15 65 95 25 15 95 110 10 55 85 25 70 35 60 10 35 5 35]"
7,18,"[40 90 50 50 80 80 50 80 30 70 70 50 60 60 60 90 50 90 50 80]"
8,16,"[20 40 60 0 30 30 30 30 20 30 40 30 10 20 20 60 40 30 30 0]"
8,18,"[50 30 70 50 70 70 80 40 10 60 70 50 60 40 60 110 30 100 60 60]"
