"subject","version","assignmentId","trial","trial_type","word","value","alt","choice","rt","resp","resp2","stamp","id"
"A317L37U2W6R4P","cs_wg_v6_pilot2","39O5D9O87TTN8J3QHDUKGBQ448H3CS","0","1","STRUCTURE","1","TINGER","0","3442","structure",NULL,"2017-09-26 20:05:27","94491"
"A317L37U2W6R4P","cs_wg_v6_pilot2","39O5D9O87TTN8J3QHDUKGBQ448H3CS","1","0","TRAFFIC","1","DUNCHED","1","989","traffic",NULL,"2017-09-26 20:05:38","94492"
"A317L37U2W6R4P","cs_wg_v6_pilot2","39O5D9O87TTN8J3QHDUKGBQ448H3CS","2","1","BOOKSHELF","1","CHAXED","1","1857","bookshelf",NULL,"2017-09-26 20:05:49","94493"
"A317L37U2W6R4P","cs_wg_v6_pilot2","39O5D9O87TTN8J3QHDUKGBQ448H3CS","3","0","BOOKSHELF","1","MEAKEN","1","2346","bookshelf",NULL,"2017-09-26 20:06:00","94494"
"A317L37U2W6R4P","cs_wg_v6_pilot2","39O5D9O87TTN8J3QHDUKGBQ448H3CS","4","1","BOOKSHELF","1","ZORING","1","1164","bookshelf",NULL,"2017-09-26 20:06:10","94495"
"A317L37U2W6R4P","cs_wg_v6_pilot2","39O5D9O87TTN8J3QHDUKGBQ448H3CS","5","0","BASKET","1","HOTCHACK","1","1532","basket",NULL,"2017-09-26 20:06:46","94496"
"A317L37U2W6R4P","cs_wg_v6_pilot2","39O5D9O87TTN8J3QHDUKGBQ448H3CS","6","0","BOOKSHELF","1","FIPPING","1","1439","bookshelf",NULL,"2017-09-26 20:06:55","94497"
"A317L37U2W6R4P","cs_wg_v6_pilot2","39O5D9O87TTN8J3QHDUKGBQ448H3CS","7","0","WEDDING","1","CHOOTH","1","1518","wedding",NULL,"2017-09-26 20:07:03","94498"
"A317L37U2W6R4P","cs_wg_v6_pilot2","39O5D9O87TTN8J3QHDUKGBQ448H3CS","8","1","STRUCTURE","1","NARDLY","1","1645","structure",NULL,"2017-09-26 20:07:12","94499"
"A317L37U2W6R4P","cs_wg_v6_pilot2","39O5D9O87TTN8J3QHDUKGBQ448H3CS","9","0","FOOTBALL","1","PLIBBERED","1","989","football",NULL,"2017-09-26 20:07:21","94500"
"A317L37U2W6R4P","cs_wg_v6_pilot2","39O5D9O87TTN8J3QHDUKGBQ448H3CS","10","0","STOMACH","1","ZORING","1","1842","stomach",NULL,"2017-09-26 20:07:34","94501"
"A317L37U2W6R4P","cs_wg_v6_pilot2","39O5D9O87TTN8J3QHDUKGBQ448H3CS","11","0","STOMACH","1","WUGGED","1","960","stomach",NULL,"2017-09-26 20:07:46","94502"
"A317L37U2W6R4P","cs_wg_v6_pilot2","39O5D9O87TTN8J3QHDUKGBQ448H3CS","12","0","UMBRELLA","1","NARDLY","1","1321","umbrella",NULL,"2017-09-26 20:07:56","94503"
"A317L37U2W6R4P","cs_wg_v6_pilot2","39O5D9O87TTN8J3QHDUKGBQ448H3CS","13","0","LADDER","1","GLUNDLE","1","1194","ladder",NULL,"2017-09-26 20:08:09","94504"
"A317L37U2W6R4P","cs_wg_v6_pilot2","39O5D9O87TTN8J3QHDUKGBQ448H3CS","14","1","UMBRELLA","1","NARDLY","1","2755","umbrella",NULL,"2017-09-26 20:08:20","94505"
"A317L37U2W6R4P","cs_wg_v6_pilot2","39O5D9O87TTN8J3QHDUKGBQ448H3CS","15","0","COMMUNITY","1","POATS","1","3656","community",NULL,"2017-09-26 20:08:31","94506"
"A317L37U2W6R4P","cs_wg_v6_pilot2","39O5D9O87TTN8J3QHDUKGBQ448H3CS","16","1","HELICOPTER","1","CLEEPERS","1","3001","helicopter",NULL,"2017-09-26 20:08:46","94507"
"A317L37U2W6R4P","cs_wg_v6_pilot2","39O5D9O87TTN8J3QHDUKGBQ448H3CS","17","1","UMBRELLA","1","FROPED","1","3425","umbrella",NULL,"2017-09-26 20:09:00","94508"
"A317L37U2W6R4P","cs_wg_v6_pilot2","39O5D9O87TTN8J3QHDUKGBQ448H3CS","18","1","HELICOPTER","1","SNAVE","1","1138","helicopter",NULL,"2017-09-26 20:09:09","94509"
"A317L37U2W6R4P","cs_wg_v6_pilot2","39O5D9O87TTN8J3QHDUKGBQ448H3CS","19","0","FOOTBALL","1","PLIBBERED","1","1995","football",NULL,"2017-09-26 20:09:18","94510"
