"subject","version","assignmentId","cond","word","word_ind","s1_value","s2_value","exposures","stamp","id"
"A3SHZQLYH7L1V4","cs_wg_full_v2_pilot2","3K5TEWLKGVCYXVR9TXWCA9GKY5RVIQ","choice-set","COFFIN","3","4","6","10","2018-06-30 17:14:39","78482"
"A3SHZQLYH7L1V4","cs_wg_full_v2_pilot2","3K5TEWLKGVCYXVR9TXWCA9GKY5RVIQ","choice-set","PICKLE","4","6","11","10","2018-06-30 17:14:39","78483"
"A3SHZQLYH7L1V4","cs_wg_full_v2_pilot2","3K5TEWLKGVCYXVR9TXWCA9GKY5RVIQ","choice-set","PARENT","5","10","5","10","2018-06-30 17:14:39","78484"
"A3SHZQLYH7L1V4","cs_wg_full_v2_pilot2","3K5TEWLKGVCYXVR9TXWCA9GKY5RVIQ","choice-set","PICTURE","0","7","21","10","2018-06-30 17:14:39","78485"
"A3SHZQLYH7L1V4","cs_wg_full_v2_pilot2","3K5TEWLKGVCYXVR9TXWCA9GKY5RVIQ","choice-set","ALMOND","2","8","15","10","2018-06-30 17:14:39","78486"
"A3SHZQLYH7L1V4","cs_wg_full_v2_pilot2","3K5TEWLKGVCYXVR9TXWCA9GKY5RVIQ","choice-set","TONGUE","1","1","7","10","2018-06-30 17:14:39","78487"
"A3SHZQLYH7L1V4","cs_wg_full_v2_pilot2","3K5TEWLKGVCYXVR9TXWCA9GKY5RVIQ","choice-set","SPIRAL","7","11","18","10","2018-06-30 17:14:39","78488"
"A3SHZQLYH7L1V4","cs_wg_full_v2_pilot2","3K5TEWLKGVCYXVR9TXWCA9GKY5RVIQ","choice-set","WALNUT","8","12","14","10","2018-06-30 17:14:39","78489"
"A3SHZQLYH7L1V4","cs_wg_full_v2_pilot2","3K5TEWLKGVCYXVR9TXWCA9GKY5RVIQ","choice-set","DEMON","6","9","13","10","2018-06-30 17:14:39","78490"
"A3SHZQLYH7L1V4","cs_wg_full_v2_pilot2","3K5TEWLKGVCYXVR9TXWCA9GKY5RVIQ","choice-set","BULLET","9","2","12","10","2018-06-30 17:14:39","78491"
"A3SHZQLYH7L1V4","cs_wg_full_v2_pilot2","3K5TEWLKGVCYXVR9TXWCA9GKY5RVIQ","choice-set","BEAVER","10","3","22","10","2018-06-30 17:14:39","78492"
"A3SHZQLYH7L1V4","cs_wg_full_v2_pilot2","3K5TEWLKGVCYXVR9TXWCA9GKY5RVIQ","choice-set","DOMINO","11","5","9","10","2018-06-30 17:14:39","78493"
"A2QTFUJ1ON2ZR2","cs_wg_full_v2_pilot2","3VZLGYJEYLBCWALETGLGYPGVAT1XZS","memory","PENGUIN","0","11","21","10","2018-06-30 17:16:24","78498"
"A2QTFUJ1ON2ZR2","cs_wg_full_v2_pilot2","3VZLGYJEYLBCWALETGLGYPGVAT1XZS","memory","BABOON","2","1","15","10","2018-06-30 17:16:24","78499"
"A2QTFUJ1ON2ZR2","cs_wg_full_v2_pilot2","3VZLGYJEYLBCWALETGLGYPGVAT1XZS","memory","MONKEY","4","5","11","10","2018-06-30 17:16:24","78500"
"A2QTFUJ1ON2ZR2","cs_wg_full_v2_pilot2","3VZLGYJEYLBCWALETGLGYPGVAT1XZS","memory","JUNGLE","1","12","7","10","2018-06-30 17:16:24","78501"
"A2QTFUJ1ON2ZR2","cs_wg_full_v2_pilot2","3VZLGYJEYLBCWALETGLGYPGVAT1XZS","memory","PRIEST","5","8","5","10","2018-06-30 17:16:24","78502"
"A2QTFUJ1ON2ZR2","cs_wg_full_v2_pilot2","3VZLGYJEYLBCWALETGLGYPGVAT1XZS","memory","COFFIN","3","3","6","10","2018-06-30 17:16:24","78503"
"A2QTFUJ1ON2ZR2","cs_wg_full_v2_pilot2","3VZLGYJEYLBCWALETGLGYPGVAT1XZS","memory","CARROT","7","4","18","10","2018-06-30 17:16:25","78504"
"A2QTFUJ1ON2ZR2","cs_wg_full_v2_pilot2","3VZLGYJEYLBCWALETGLGYPGVAT1XZS","memory","ANIMAL","6","6","13","10","2018-06-30 17:16:25","78505"
"A2QTFUJ1ON2ZR2","cs_wg_full_v2_pilot2","3VZLGYJEYLBCWALETGLGYPGVAT1XZS","memory","WALNUT","8","10","14","10","2018-06-30 17:16:25","78506"
"A2QTFUJ1ON2ZR2","cs_wg_full_v2_pilot2","3VZLGYJEYLBCWALETGLGYPGVAT1XZS","memory","ROYALTY","9","2","12","10","2018-06-30 17:16:25","78507"
"A2QTFUJ1ON2ZR2","cs_wg_full_v2_pilot2","3VZLGYJEYLBCWALETGLGYPGVAT1XZS","memory","SILVER","10","7","22","10","2018-06-30 17:16:25","78508"
"A2QTFUJ1ON2ZR2","cs_wg_full_v2_pilot2","3VZLGYJEYLBCWALETGLGYPGVAT1XZS","memory","ADDICT","11","9","9","10","2018-06-30 17:16:25","78509"
"A1Z0ECR2X12MPW","cs_wg_full_v2_pilot2","3NJM2BJS4W7UF88DFBRRTET7ZC6PCX","memory","BUCKET","4","8","11","10","2018-06-30 17:18:54","78514"
"A1Z0ECR2X12MPW","cs_wg_full_v2_pilot2","3NJM2BJS4W7UF88DFBRRTET7ZC6PCX","memory","DRAGON","1","4","7","10","2018-06-30 17:18:54","78515"
"A1Z0ECR2X12MPW","cs_wg_full_v2_pilot2","3NJM2BJS4W7UF88DFBRRTET7ZC6PCX","memory","WAFFLE","3","3","6","10","2018-06-30 17:18:54","78516"
"A1Z0ECR2X12MPW","cs_wg_full_v2_pilot2","3NJM2BJS4W7UF88DFBRRTET7ZC6PCX","memory","THRONE","2","2","15","10","2018-06-30 17:18:54","78517"
"A1Z0ECR2X12MPW","cs_wg_full_v2_pilot2","3NJM2BJS4W7UF88DFBRRTET7ZC6PCX","memory","SUNBURN","0","11","21","10","2018-06-30 17:18:54","78518"
"A1Z0ECR2X12MPW","cs_wg_full_v2_pilot2","3NJM2BJS4W7UF88DFBRRTET7ZC6PCX","memory","PARENT","5","12","5","10","2018-06-30 17:18:54","78519"
"A1Z0ECR2X12MPW","cs_wg_full_v2_pilot2","3NJM2BJS4W7UF88DFBRRTET7ZC6PCX","memory","DOLLAR","9","9","12","10","2018-06-30 17:18:55","78520"
"A1Z0ECR2X12MPW","cs_wg_full_v2_pilot2","3NJM2BJS4W7UF88DFBRRTET7ZC6PCX","memory","ADDICT","11","10","9","10","2018-06-30 17:18:55","78521"
"A1Z0ECR2X12MPW","cs_wg_full_v2_pilot2","3NJM2BJS4W7UF88DFBRRTET7ZC6PCX","memory","CARROT","7","6","18","10","2018-06-30 17:18:55","78522"
"A1Z0ECR2X12MPW","cs_wg_full_v2_pilot2","3NJM2BJS4W7UF88DFBRRTET7ZC6PCX","memory","SPONGE","8","5","14","10","2018-06-30 17:18:55","78523"
"A1Z0ECR2X12MPW","cs_wg_full_v2_pilot2","3NJM2BJS4W7UF88DFBRRTET7ZC6PCX","memory","HERMIT","6","7","13","10","2018-06-30 17:18:55","78524"
"A1Z0ECR2X12MPW","cs_wg_full_v2_pilot2","3NJM2BJS4W7UF88DFBRRTET7ZC6PCX","memory","BEAVER","10","1","22","10","2018-06-30 17:18:55","78525"
"A3EKKEZ21SGJEC","cs_wg_full_v2_pilot2","3IFS6Q0HJIKI53A5Z2R7ZMWDZ1XSII","memory","JUNGLE","1","6","7","10","2018-06-30 17:19:28","78526"
"A3EKKEZ21SGJEC","cs_wg_full_v2_pilot2","3IFS6Q0HJIKI53A5Z2R7ZMWDZ1XSII","memory","LIQUID","0","3","21","10","2018-06-30 17:19:28","78527"
"A3EKKEZ21SGJEC","cs_wg_full_v2_pilot2","3IFS6Q0HJIKI53A5Z2R7ZMWDZ1XSII","memory","BABOON","2","12","15","10","2018-06-30 17:19:28","78528"
"A3EKKEZ21SGJEC","cs_wg_full_v2_pilot2","3IFS6Q0HJIKI53A5Z2R7ZMWDZ1XSII","memory","WAFFLE","3","11","6","10","2018-06-30 17:19:28","78529"
"A3EKKEZ21SGJEC","cs_wg_full_v2_pilot2","3IFS6Q0HJIKI53A5Z2R7ZMWDZ1XSII","memory","CHICKEN","4","1","11","10","2018-06-30 17:19:28","78530"
"A3EKKEZ21SGJEC","cs_wg_full_v2_pilot2","3IFS6Q0HJIKI53A5Z2R7ZMWDZ1XSII","memory","FRIEND","5","5","5","10","2018-06-30 17:19:28","78531"
"A3EKKEZ21SGJEC","cs_wg_full_v2_pilot2","3IFS6Q0HJIKI53A5Z2R7ZMWDZ1XSII","memory","HERMIT","6","9","13","10","2018-06-30 17:19:28","78532"
"A3EKKEZ21SGJEC","cs_wg_full_v2_pilot2","3IFS6Q0HJIKI53A5Z2R7ZMWDZ1XSII","memory","BARREL","7","8","18","10","2018-06-30 17:19:28","78533"
"A3EKKEZ21SGJEC","cs_wg_full_v2_pilot2","3IFS6Q0HJIKI53A5Z2R7ZMWDZ1XSII","memory","KIDNEY","8","2","14","10","2018-06-30 17:19:28","78534"
"A3EKKEZ21SGJEC","cs_wg_full_v2_pilot2","3IFS6Q0HJIKI53A5Z2R7ZMWDZ1XSII","memory","GOGGLES","9","10","12","10","2018-06-30 17:19:28","78535"
