"subject","version","assignmentId","cond","question","question_ind","all_values","question_order","comp_check","comp_check_pass","comp_check_rt","comp_check2","comp_check_pass2","choice","scratch","rt","early1","early2","stamp","id"
"ACWYF9Z50PCA9","cs_wg_full_v3_pilot2","3ZSY5X72NXCG0ALVI847T9N3P17OR1","small","Third-to-last letter late","0","[11,11,21,2]","0","26","1","53180","0","1","PUMPKIN","TURKEY
PALACE
PUMPKIN","21000",,,"2018-06-29 15:52:43","20489"
"A247EMWK0LVQGK","cs_wg_full_v3_pilot2","32XVDSJFPZYBWNJYQ2AT0XQQI9CM25","small","Third-to-last letter late","0","[11,11,21,2]","0","30","0","52391","0","1","costume",,"21000",,,"2018-06-29 15:53:25","20490"
"A212P51360T72C","cs_wg_full_v3_pilot2","3XCC1ODXDLCJLMYBXLWBIEI342PRQC","small","Third-to-last letter late","0","[11,11,21,2]","0","26","1","38679","0","1","sunburn",,"21000",,,"2018-06-29 15:53:39","20491"
"AASWAMYQ9PXMQ","cs_wg_full_v3_pilot2","378XPAWRUCEE57OBI25GEM27DOKIAS","small","Third-to-last letter late","0","[11,11,21,2]","0","26","1","24276","0","1","sunburn","company pickle sunburn ","21000",,,"2018-06-29 15:54:40","20492"
"A3HKQND0VGDM87","cs_wg_full_v3_pilot2","3U0SRXB7CD6YIPLJHT4UEKNYZR2RNP","small","Third-to-last letter late","0","[11,11,21,2]","0","26","1","39290","0","1","banquet",,"21000",,,"2018-06-29 15:54:41","20493"
"A26XF8O4XRL8JA","cs_wg_full_v3_pilot2","3TXMY6UCAEPFFK9SFO6GTJJH41MCQR","small","Third-to-last letter late","0","[11,11,21,2]","0","26","1","57791","0","1","costume",,"21000",,,"2018-06-29 15:54:57","20494"
"ACWYF9Z50PCA9","cs_wg_full_v3_pilot2","3ZSY5X72NXCG0ALVI847T9N3P17OR1","small","Memory","1",NULL,"1",NULL,NULL,NULL,,"0","[""PUMPKIN"",""PALACE"",""PICTURE"",""TURKEY""]","[""1"",""6"",""6"",""15""]","181000",,,"2018-06-29 15:55:45","20495"
"A247EMWK0LVQGK","cs_wg_full_v3_pilot2","32XVDSJFPZYBWNJYQ2AT0XQQI9CM25","small","Memory","1",NULL,"1",NULL,NULL,NULL,,"0","[""pumpkin"",""cricket"",""pebble"",""costume""]","[""15"",""1"",""6"",""6""]","181000",,,"2018-06-29 15:56:28","20496"
"A212P51360T72C","cs_wg_full_v3_pilot2","3XCC1ODXDLCJLMYBXLWBIEI342PRQC","small","Memory","1",NULL,"1",NULL,NULL,NULL,,"0","[""sunburn"",""wizard"",""monkey"",""smoker""]","[""6"",""6"",""15"",""1""]","181000",,,"2018-06-29 15:56:41","20497"
"A1DJ3IDWF923Y7","cs_wg_full_v3_pilot2","3HQUKB7LNFFTJZL5IQXNVWOWQ6VHH9","small","Third-to-last letter late","0","[11,11,21,2]","0","26","1","51148","0","1","banquet",,"21000",,,"2018-06-29 15:57:02","20498"
