"subject","version","assignmentId","trial","trial_type","word","value","alt","value2","choice","rt","resp","resp2","resp3","resp4","used_hint","stamp","id"
"A1WTUFTRMUN5IR","cs_wg_rev_mem_real1","3ZDAD0O1T1EGAYCFNOWYC1FEBUPTXY","0","0","BLANKET","5","DONKEY","3","0","7179",,,,,"0","2018-10-04 16:09:19","244145"
"A1WTUFTRMUN5IR","cs_wg_rev_mem_real1","3ZDAD0O1T1EGAYCFNOWYC1FEBUPTXY","1","0","CRICKET","5","ROCKET","4","0","3690",,,,,"0","2018-10-04 16:09:25","244146"
"A2MK7JYJLKWSIH","cs_wg_rev_mem_real1","3IXEICO792K3RJSJM1N8CO2UEQR6TI","0","0","VOLCANO","4","PERFUME","4","0","22689",,,,,"0","2018-10-04 16:09:26","244147"
"A1WTUFTRMUN5IR","cs_wg_rev_mem_real1","3ZDAD0O1T1EGAYCFNOWYC1FEBUPTXY","2","0","PENGUIN","4","PALACE","3","0","2943",,,,,"0","2018-10-04 16:09:30","244148"
"A1WTUFTRMUN5IR","cs_wg_rev_mem_real1","3ZDAD0O1T1EGAYCFNOWYC1FEBUPTXY","3","0","PENGUIN","4","BLANKET","5","1","1508",,,,,"0","2018-10-04 16:09:33","244149"
"A1WTUFTRMUN5IR","cs_wg_rev_mem_real1","3ZDAD0O1T1EGAYCFNOWYC1FEBUPTXY","4","0","ADULT","3","PENGUIN","4","1","1663",,,,,"0","2018-10-04 16:09:36","244150"
"A2MK7JYJLKWSIH","cs_wg_rev_mem_real1","3IXEICO792K3RJSJM1N8CO2UEQR6TI","1","0","CHICKEN","5","NAPKIN","4","0","7018",,,,,"0","2018-10-04 16:09:41","244151"
"A1WTUFTRMUN5IR","cs_wg_rev_mem_real1","3ZDAD0O1T1EGAYCFNOWYC1FEBUPTXY","5","0","PALACE","3","CRICKET","5","1","2416",,,,,"0","2018-10-04 16:09:41","244152"
"A2S54MTAZWS3IZ","cs_wg_rev_mem_real1","36W0OB37HWFFAKLZOC3UV3S180UHZB","0","0","BICYCLE","4","MOUTH","3","0","13981",,,,,"0","2018-10-04 16:09:42","244153"
"A2GYIYSU8ZXJP3","cs_wg_rev_mem_real1","3UXUOQ9OKEYHGN7FZB1JNXCYLCQ7AX","0","0","SPATULA","4","SMOKER","4","0","18254",,,,,"0","2018-10-04 16:09:45","244154"
