"subject","version","assignmentId","trial","trial_type","word","value","alt","choice","rt","resp","resp2","stamp","id"
"A3O2NOP1NUWCWL","cs_wg_v3_real2","3EJJQNKU9R668TZ8EV9H90QZUCXHRF","0","0","HELICOPTER","0","5","0","4160","Helicopter","0","2017-03-27 14:55:50","7146"
"A3O2NOP1NUWCWL","cs_wg_v3_real2","3EJJQNKU9R668TZ8EV9H90QZUCXHRF","1","0","WEDDING","9","5","0","2618","Wedding","9","2017-03-27 14:56:03","7147"
"A3O2NOP1NUWCWL","cs_wg_v3_real2","3EJJQNKU9R668TZ8EV9H90QZUCXHRF","2","0","STRUCTURE","10","5","0","1668","Structure","10","2017-03-27 14:56:19","7148"
"A3O2NOP1NUWCWL","cs_wg_v3_real2","3EJJQNKU9R668TZ8EV9H90QZUCXHRF","3","0","MACHINE","9","5","0","1471","Machine","9","2017-03-27 14:56:30","7149"
"A2BW6WD7LZ9EGV","cs_wg_v3_real2","3Q5ZZ9ZEVOGOAV0HEK28TMS4ZBI58A","0","0","MACHINE","9","5","0","2598","MACHINE","9","2017-03-27 14:56:45","7150"
"A3DDFEQ9K0H93C","cs_wg_v3_real2","3TEM0PF1Q5Y1WJA7YM7CYJAETU40DQ","0","0","UMBRELLA","8","5","0","6447","Umbrella","8","2017-03-27 14:56:45","7151"
"A3O2NOP1NUWCWL","cs_wg_v3_real2","3EJJQNKU9R668TZ8EV9H90QZUCXHRF","4","0","KEYBOARD","0","5","0","1084","Keyboard","0","2017-03-27 14:56:49","7152"
"AEF74ZYJTTEIA","cs_wg_v3_real2","3QAVNHZ3EM5GV8WH352T62UWBPIAL7","0","0","DOORWAY","10","5","0","2918","Doorway","10","2017-03-27 14:56:50","7153"
"A2BW6WD7LZ9EGV","cs_wg_v3_real2","3Q5ZZ9ZEVOGOAV0HEK28TMS4ZBI58A","1","0","BASKET","1","5","0","1304","BASKET","1","2017-03-27 14:56:55","7154"
"AZIY6IFOS4CVC","cs_wg_v3_real2","3CP1TO84PT2DOGYSY3T7JVF1DBQ254","0","0","COMMUNITY","10","5","0","2483","Community","10","2017-03-27 14:57:00","7155"
"AEF74ZYJTTEIA","cs_wg_v3_real2","3QAVNHZ3EM5GV8WH352T62UWBPIAL7","1","0","FOOTBALL","0","5","0","2028","Football","0","2017-03-27 14:57:01","7156"
"A1U8HCXVACOGJ8","cs_wg_v3_real2","32Z9ZLUT1LL3BG7SM3SDF5LUJPDHO6","0","0","BOOKSHELF","0","5","0","4505","bookshelf","0","2017-03-27 14:57:03","7157"
"A2BW6WD7LZ9EGV","cs_wg_v3_real2","3Q5ZZ9ZEVOGOAV0HEK28TMS4ZBI58A","2","0","BASKET","1","5","0","1797","BASKET","1","2017-03-27 14:57:04","7158"
"A3O2NOP1NUWCWL","cs_wg_v3_real2","3EJJQNKU9R668TZ8EV9H90QZUCXHRF","5","0","TRAFFIC","1","5","0","987","Traffic","1","2017-03-27 14:57:05","7159"
"AEF74ZYJTTEIA","cs_wg_v3_real2","3QAVNHZ3EM5GV8WH352T62UWBPIAL7","2","0","DOORWAY","10","5","0","1347","Doorway","10","2017-03-27 14:57:09","7160"
"AEF74ZYJTTEIA","cs_wg_v3_real2","3QAVNHZ3EM5GV8WH352T62UWBPIAL7","3","0","STOMACH","10","5","0","1652","Stomach","10","2017-03-27 14:57:18","7161"
"A2BW6WD7LZ9EGV","cs_wg_v3_real2","3Q5ZZ9ZEVOGOAV0HEK28TMS4ZBI58A","3","0","BASKET","1","5","1","4141","BASKET","1","2017-03-27 14:57:18","7162"
"A3O2NOP1NUWCWL","cs_wg_v3_real2","3EJJQNKU9R668TZ8EV9H90QZUCXHRF","6","0","MACHINE","9","5","0","5365","Machine","9","2017-03-27 14:57:20","7163"
"AZIY6IFOS4CVC","cs_wg_v3_real2","3CP1TO84PT2DOGYSY3T7JVF1DBQ254","1","0","DOORWAY","9","5","0","3069","Doorway","9","2017-03-27 14:57:21","7164"
