"subject","version","assignmentId","trial","trial_type","word","value","alt","choice","rt","resp","resp2","stamp","id"
"A28AZTW9BRRPBL","cs_wg_full_v3_real1","34Q075JO1XE74OUVITNHXH98N7Z017","0","0","RABBIT","5","6","1","4899","Rabbit","5","2018-06-30 15:58:15","338611"
"A1KUXDQ9VECR4V","cs_wg_full_v3_real1","3Y5140Z9DXHLSBUD7LND4HR2CHLPIU","0","0","CRICKET","15","6","0","7174","cricket","16","2018-06-30 15:58:18","338612"
"A28AZTW9BRRPBL","cs_wg_full_v3_real1","34Q075JO1XE74OUVITNHXH98N7Z017","1","0","RABBIT","5","6","1","4758","rabbit","5","2018-06-30 15:58:29","338613"
"A1KUXDQ9VECR4V","cs_wg_full_v3_real1","3Y5140Z9DXHLSBUD7LND4HR2CHLPIU","1","0","CRICKET","15","6","1","3025","cricket ","6","2018-06-30 15:58:34","338614"
"A28AZTW9BRRPBL","cs_wg_full_v3_real1","34Q075JO1XE74OUVITNHXH98N7Z017","2","0","AIRBAG","5","6","0","1564","airbag","5","2018-06-30 15:58:39","338615"
"AL337BAZEBO6C","cs_wg_full_v3_real1","3ITXP059PWKE0EUBHKC7BNBDCGHSJP","0","0","BAMBOO","6","6","0","6362","bamboo","6","2018-06-30 15:58:49","338616"
"A37UEMTX8CZFEK","cs_wg_full_v3_real1","3R0T90IZ1SDO2VFECS14Z5FFYLEGCF","0","0","POTATO","7","6","1","7641","potato","7","2018-06-30 15:58:50","338617"
"A28AZTW9BRRPBL","cs_wg_full_v3_real1","34Q075JO1XE74OUVITNHXH98N7Z017","3","0","PICTURE","6","6","1","1336","picture","6","2018-06-30 15:58:50","338618"
"A1KUXDQ9VECR4V","cs_wg_full_v3_real1","3Y5140Z9DXHLSBUD7LND4HR2CHLPIU","2","0","COMPANY","6","6","1","1981","company","6
6","2018-06-30 15:58:52","338619"
"ANZNAAS2K0DSY","cs_wg_full_v3_real1","3R2UR8A0IAH0X677R7AZIR9RQPTXOL","0","0","BASKET","15","6","0","4499","bASKET","15","2018-06-30 15:59:01","338620"
