"subject","version","assignmentId","cond","question","question_ind","all_values","question_order","comp_check","comp_check_pass","comp_check_rt","comp_check2","comp_check_pass2","choice","scratch","rt","early1","early2","stamp","id"
"AZHAY2KATU7K0","cs_wg_rev_conf_v3_real2","34V1S5K3GS2K74J5OVIRLO1JSUW96P","small","Third-to-last letter late","0","[11,11,21,2]","0","26","1","26675","0","1","GROUND","BASKET
GROUND
ACROBAT
CHICKEN","21000",,,"2018-10-29 14:15:45","28993"
"A26BTBZTW70SD5","cs_wg_rev_conf_v3_real2","3GU1KF0O4I2B53G71BVWIUNQBZPPBL","small","Third-to-last letter late","0","[11,11,21,2]","0","26","1","25939","0","1",,"napkin","21000",,,"2018-10-29 14:18:14","28994"
"APUQDB9HKRT4K","cs_wg_rev_conf_v3_real2","3VZLGYJEYLBCWALETGLGYPGW41KXZN","small","Third-to-last letter late","0","[11,11,21,2]","0","0","0","22112","0","1","sauce",,"21000",,,"2018-10-29 14:18:30","28995"
"AZHAY2KATU7K0","cs_wg_rev_conf_v3_real2","34V1S5K3GS2K74J5OVIRLO1JSUW96P","small","Memory","1","[11,11,21,2]","1","9","0","9605",,"0","[""BASKET"",""GROUND"",""ACROBAT"",""CHICKEN""]",,"181000",,,"2018-10-29 14:18:57","28996"
"A3FWYB43MY39WG","cs_wg_rev_conf_v3_real2","3HHRAGRYX86AWAP9OR4L2ONADUQO9T","small","Third-to-last letter late","0","[11,11,21,2]","0","26","1","37191","0","1","squid","squid","21000",,,"2018-10-29 14:19:44","28997"
"A3OMFOXAU3U3KH","cs_wg_rev_conf_v3_real2","3X4JMASXCMA8HMCNKQG63TMI3RDB00","small","Third-to-last letter late","0","[11,11,21,2]","0","26","1","67506","0","1","sauce","sauce
monkey
grenade
bucket","21000",,,"2018-10-29 14:19:48","28998"
"A1Y1OI3ES5KORP","cs_wg_rev_conf_v3_real2","3VAR3R6G1P2AI56ZJZY72SSZTO98OP","small","Third-to-last letter late","0","[11,11,21,2]","0","26","1","59769","0","1","POTATO","coo","21000",,,"2018-10-29 14:20:07","28999"
"A2JGWDPGYD5X0N","cs_wg_rev_conf_v3_real2","3WLEIWSYHOIP49INZ5UG8SIVV22H26","small","Third-to-last letter late","0","[11,11,21,2]","0","9","0","11881","9","0","seagull","seagull","21000",,,"2018-10-29 14:20:37","29000"
"A26BTBZTW70SD5","cs_wg_rev_conf_v3_real2","3GU1KF0O4I2B53G71BVWIUNQBZPPBL","small","Memory","1","[11,11,21,2]","1","9","0","11790",,"0","[""Napkin"",""Tomato"",""Cricket"",""Jaguar""]",,"181000",,,"2018-10-29 14:21:29","29001"
"APUQDB9HKRT4K","cs_wg_rev_conf_v3_real2","3VZLGYJEYLBCWALETGLGYPGW41KXZN","small","Memory","1","[11,11,21,2]","1","9","0","15743",,"0","[""chicken"",""sauce"",""grenade"",""rocket""]",,"181000",,,"2018-10-29 14:21:49","29002"
"A1MOMTPZ80MQV2","cs_wg_rev_conf_v3_real2","3SKRO2GZ71S9HE1ZMMXZG1OIVDSK1W","small","Third-to-last letter late","0","[11,11,21,2]","0","26","1","29449","0","1","rhyme",,"21000",,,"2018-10-29 14:22:25","29003"
"A3OMFOXAU3U3KH","cs_wg_rev_conf_v3_real2","3X4JMASXCMA8HMCNKQG63TMI3RDB00","small","Memory","1","[11,11,21,2]","1","9","0","13316",,"0","[""monkey"",""sauce"",""bucket"",""grenade""]",,"181000",,,"2018-10-29 14:23:05","29004"
"A1OD9OA9B34FL","cs_wg_rev_conf_v3_real2","3SB4CE2TJVWBV2D6HO5HHWPNVGEXAN","small","Third-to-last letter late","0","[11,11,21,2]","0","26","1","74429","0","1","sauce","pumpkin and bucket are the same, sauce is the best, grenade i","21000",,,"2018-10-29 14:23:12","29005"
"A3FWYB43MY39WG","cs_wg_rev_conf_v3_real2","3HHRAGRYX86AWAP9OR4L2ONADUQO9T","small","Memory","1","[11,11,21,2]","1","9","0","34821",,"0","[""ROCKET"",""SQUID"",""PALACE"",""CHICKEN""]",,"181000",,,"2018-10-29 14:23:22","29006"
"A1Y1OI3ES5KORP","cs_wg_rev_conf_v3_real2","3VAR3R6G1P2AI56ZJZY72SSZTO98OP","small","Memory","1","[11,11,21,2]","1","30","1","15916",,"0","[""cookie"",""whisker"",""potatoe"",""sauce""]",,"181000",,,"2018-10-29 14:23:26","29007"
"A299648X7UDU4M","cs_wg_rev_conf_v3_real2","351SEKWQS0IYZXHENRUAWGHV9FQMDT","small","Third-to-last letter late","0","[11,11,21,2]","0","26","1","53403","0","1","Avocado",,"21000",,,"2018-10-29 14:23:44","29008"
"A2JGWDPGYD5X0N","cs_wg_rev_conf_v3_real2","3WLEIWSYHOIP49INZ5UG8SIVV22H26","small","Memory","1","[11,11,21,2]","1","9","0","25587",,"0","[""seagull"",""palace"",""hockey"",""bucket""]",,"181000",,,"2018-10-29 14:24:06","29009"
"A3QKQZI5J1I9MQ","cs_wg_rev_conf_v3_real2","3L2IS5HSFAJQYHD0LNZZJVAJ05WNU5","small","Third-to-last letter late","0","[11,11,21,2]","0","26","1","37143","26","0","GROUND","DONKEY PUMPKIN GROUND TOMATO","21000",,,"2018-10-29 14:24:20","29010"
"A3G9OMA8BFA7V0","cs_wg_rev_conf_v3_real2","3NGI5ARFTT6AS5YFZE27CIAHPNYP12","large","Third-to-last letter late","0","[11,11,21,2,2,2,2,2,2,2,2]","0","26","1","37721","0","1",,"avocado
volcano
cancer
cricket
tomato
potato","21000",,,"2018-10-29 14:24:31","29011"
