"subject","version","assignmentId","word","word_ind","value","exposures","stamp","id"
"A2HSCKH5NKN5LP","cs_wg_v9_pilot3","392CY0QWG1SZ3I8U91VP1JG6H5NI4S","WEDDING","0","0","8","2018-01-10 17:01:08","42555"
"A2HSCKH5NKN5LP","cs_wg_v9_pilot3","392CY0QWG1SZ3I8U91VP1JG6H5NI4S","LADDER","2","10","8","2018-01-10 17:01:08","42556"
"A2HSCKH5NKN5LP","cs_wg_v9_pilot3","392CY0QWG1SZ3I8U91VP1JG6H5NI4S","STOMACH","1","9","8","2018-01-10 17:01:08","42557"
"A2HSCKH5NKN5LP","cs_wg_v9_pilot3","392CY0QWG1SZ3I8U91VP1JG6H5NI4S","COMMUNITY","3","10","8","2018-01-10 17:01:08","42558"
"A2HSCKH5NKN5LP","cs_wg_v9_pilot3","392CY0QWG1SZ3I8U91VP1JG6H5NI4S","UMBRELLA","5","10","8","2018-01-10 17:01:08","42559"
"A2HSCKH5NKN5LP","cs_wg_v9_pilot3","392CY0QWG1SZ3I8U91VP1JG6H5NI4S","BOOKSHELF","4","0","8","2018-01-10 17:01:08","42560"
"A2HSCKH5NKN5LP","cs_wg_v9_pilot3","392CY0QWG1SZ3I8U91VP1JG6H5NI4S","FOOTBALL","6","1","8","2018-01-10 17:01:08","42561"
"A2HSCKH5NKN5LP","cs_wg_v9_pilot3","392CY0QWG1SZ3I8U91VP1JG6H5NI4S","DOORWAY","7","0","8","2018-01-10 17:01:08","42562"
"A2HSCKH5NKN5LP","cs_wg_v9_pilot3","392CY0QWG1SZ3I8U91VP1JG6H5NI4S","HELICOPTER","8","1","8","2018-01-10 17:01:08","42563"
"A2HSCKH5NKN5LP","cs_wg_v9_pilot3","392CY0QWG1SZ3I8U91VP1JG6H5NI4S","TRAFFIC","9","10","8","2018-01-10 17:01:08","42564"
"A2HSCKH5NKN5LP","cs_wg_v9_pilot3","392CY0QWG1SZ3I8U91VP1JG6H5NI4S","STRUCTURE","10","0","8","2018-01-10 17:01:08","42565"
"A2HSCKH5NKN5LP","cs_wg_v9_pilot3","392CY0QWG1SZ3I8U91VP1JG6H5NI4S","MACHINE","11","1","8","2018-01-10 17:01:08","42566"
"A2HSCKH5NKN5LP","cs_wg_v9_pilot3","392CY0QWG1SZ3I8U91VP1JG6H5NI4S","KEYBOARD","12","9","8","2018-01-10 17:01:09","42567"
"A2HSCKH5NKN5LP","cs_wg_v9_pilot3","392CY0QWG1SZ3I8U91VP1JG6H5NI4S","BASKET","13","9","8","2018-01-10 17:01:09","42568"
"AIZEEJUMWJ0WX","cs_wg_v9_pilot3","3TU5ZICBRD2D3HJFYCQBRXNXA108QS","WEDDING","0","0","8","2018-01-10 17:01:12","42569"
"AIZEEJUMWJ0WX","cs_wg_v9_pilot3","3TU5ZICBRD2D3HJFYCQBRXNXA108QS","COMMUNITY","3","9","8","2018-01-10 17:01:12","42570"
"AIZEEJUMWJ0WX","cs_wg_v9_pilot3","3TU5ZICBRD2D3HJFYCQBRXNXA108QS","STOMACH","1","1","8","2018-01-10 17:01:12","42571"
"AIZEEJUMWJ0WX","cs_wg_v9_pilot3","3TU5ZICBRD2D3HJFYCQBRXNXA108QS","LADDER","2","10","8","2018-01-10 17:01:12","42572"
"AIZEEJUMWJ0WX","cs_wg_v9_pilot3","3TU5ZICBRD2D3HJFYCQBRXNXA108QS","BOOKSHELF","4","0","8","2018-01-10 17:01:12","42573"
"AIZEEJUMWJ0WX","cs_wg_v9_pilot3","3TU5ZICBRD2D3HJFYCQBRXNXA108QS","UMBRELLA","5","10","8","2018-01-10 17:01:12","42574"
"AIZEEJUMWJ0WX","cs_wg_v9_pilot3","3TU5ZICBRD2D3HJFYCQBRXNXA108QS","FOOTBALL","6","9","8","2018-01-10 17:01:13","42575"
"AIZEEJUMWJ0WX","cs_wg_v9_pilot3","3TU5ZICBRD2D3HJFYCQBRXNXA108QS","DOORWAY","7","9","8","2018-01-10 17:01:13","42576"
"AIZEEJUMWJ0WX","cs_wg_v9_pilot3","3TU5ZICBRD2D3HJFYCQBRXNXA108QS","HELICOPTER","8","0","8","2018-01-10 17:01:13","42577"
