"subject","version","assignmentId","cond","question","question_ind","all_values","question_order","comp_check","comp_check_pass","comp_check_rt","choice","scratch","rt","stamp","id"
"AJRY9ALX8069Y","cs_wg_v5_pilot1","3TMSXRD2X610CEVGB0G24CIAWD8W15","test","Most letters in alphabet between word's 5th and 6th letters","3","[25,10,65,35,55,35,5,110,60,15,85,25,70,75]","0","25","1","60093","community",,"26000","2017-09-15 17:37:15","4113"
"AJRY9ALX8069Y","cs_wg_v5_pilot1","3TMSXRD2X610CEVGB0G24CIAWD8W15","test","Most letters in the set: U, A, D, W, Y, R, M, .","1","[30,20,40,40,0,40,10,50,10,20,40,20,40,10]","1","15","0","59263","machine",,"21000","2017-09-15 17:38:37","4114"
"AJRY9ALX8069Y","cs_wg_v5_pilot1","3TMSXRD2X610CEVGB0G24CIAWD8W15","test","Most horizontal lines","4","[60,30,50,30,70,60,60,10,110,80,50,70,40,50]","2","60","0","75771","traffic",,"31000","2017-09-15 17:40:26","4115"
"AJRY9ALX8069Y","cs_wg_v5_pilot1","3TMSXRD2X610CEVGB0G24CIAWD8W15","test","Most letters in the set: S, G, E, F, B, N, L.","0","[30,10,20,10,50,40,40,0,30,20,20,20,20,30]","3","60","1","32481","umbrella",,"21000","2017-09-15 17:41:21","4116"
"AJRY9ALX8069Y","cs_wg_v5_pilot1","3TMSXRD2X610CEVGB0G24CIAWD8W15","test","Most letters come after the word's third letter in the alphabet.","2","[115,60,115,70,60,125,60,60,75,130,45,120,10,40]","4","15","0","22248","doorway",,"16000","2017-09-15 17:42:01","4117"
"A320QA9HJFUOZO","cs_wg_v5_pilot1","3NL0RFNU0FOQ9DYI94G1EZVILQ9K4A","test","Most letters in the set: U, A, D, W, Y, R, M, .","1","[30,20,40,40,0,40,10,50,10,20,40,20,40,10]","0","40","1","22301","umbrella
ladder",,"21000","2017-09-15 17:44:48","4118"
"A1NBHHH443OZPE","cs_wg_v5_pilot1","33F859I566EJSMIJIYNR9LLW31MHB9","test","Most horizontal lines","4","[60,30,50,30,70,60,60,10,110,80,50,70,40,50]","0","70","1","60140","HELICOPTER",,"31000","2017-09-15 17:45:16","4119"
"AJRY9ALX8069Y","cs_wg_v5_pilot1","3TMSXRD2X610CEVGB0G24CIAWD8W15","test","Memory","5",NULL,"5","100","1","27757","[""wedding"",""bookshelf"",""football"",""basket"",""doorway"",""ladder"",""traffic"",""helicopter"",""keyboard"",""machine"",""community"",""umbrella"","""",""""]","[""10"",""9"",""1"",""0"",""9"",""0"",""0"",""0"",""10"",""10"",""9"",""1"","""",""""]","181000","2017-09-15 17:45:32","4120"
"A1NBHHH443OZPE","cs_wg_v5_pilot1","33F859I566EJSMIJIYNR9LLW31MHB9","test","Most letters come after the word's third letter in the alphabet.","2","[115,60,115,70,60,125,60,60,75,130,45,120,10,40]","1","25","1","35228","WEDDING",,"16000","2017-09-15 17:46:09","4121"
"A320QA9HJFUOZO","cs_wg_v5_pilot1","3NL0RFNU0FOQ9DYI94G1EZVILQ9K4A","test","Most letters in alphabet between word's 5th and 6th letters","3","[25,10,65,35,55,35,5,110,60,15,85,25,70,75]","1","25","1","103881","doorway",,"26000","2017-09-15 17:47:00","4122"
