subject,trial,choice_real_ind,s1_value,rank_value
46,2,7,10,14
46,3,7,10,13
46,4,13,10,11
46,5,10,0,3
46,6,1,0,11
46,7,8,0,10
46,8,1,0,11
47,1,13,10,7
47,2,11,10,6
47,3,14,10,8
47,4,5,0,3
47,5,6,0,10
47,6,7,10,14
47,7,7,10,8
47,8,1,10,11
48,1,1,10,14
48,2,13,10,2
48,3,6,10,9
48,4,1,10,13
48,5,8,10,12
48,6,1,10,11
48,7,4,0,14
48,8,10,0,13
49,1,7,10,9
49,2,2,0,11
49,3,7,10,13
49,4,14,10,14
49,5,2,0,14
49,6,4,0,10
49,7,4,0,14
49,8,13,10,10
50,1,10,10,13
50,2,8,0,5
50,3,13,10,12
50,4,11,10,8
50,5,6,10,10
50,6,1,0,11
50,7,12,10,11
50,8,13,10,10
51,1,1,0,14
51,2,9,0,12
51,3,11,0,11
51,4,14,10,14
51,5,14,10,8
51,6,8,0,12
51,7,9,0,13
51,8,10,0,13
52,1,11,10,11
52,2,9,0,12
52,3,7,0,13
52,4,14,0,14
52,5,12,10,13
52,6,13,0,13
52,7,12,10,11
52,8,3,10,14
53,1,2,10,3
53,2,9,10,12
53,3,7,10,13
53,4,2,10,6
53,5,14,10,8
53,6,2,10,7
53,7,5,10,12
53,8,13,0,10
54,1,10,0,13
54,2,2,10,11
54,3,7,0,13
54,4,13,10,11
54,5,14,10,8
54,6,1,10,11
54,7,11,10,7
54,8,7,0,7
55,1,8,0,10
55,2,10,0,10
55,3,11,10,11
55,4,10,0,12
55,5,2,0,14
55,6,7,10,14
55,7,8,0,10
55,8,11,10,3
56,1,3,0,12
56,2,8,10,5
56,3,11,0,11
56,4,4,0,5
56,5,13,10,7
56,6,8,10,12
56,7,5,10,12
56,8,1,10,11
57,1,6,10,8
57,2,7,0,14
57,3,12,0,10
57,4,12,0,9
57,5,1,10,9
57,6,1,10,11
57,7,9,10,13
57,8,10,10,13
58,1,10,0,13
58,2,2,0,11
58,3,13,10,12
58,4,14,0,14
58,5,2,0,14
58,6,7,0,14
58,7,5,0,12
58,8,8,0,9
59,1,3,10,12
59,2,2,0,11
59,3,11,0,11
59,4,1,10,13
59,5,2,0,14
59,6,8,10,12
59,7,5,0,12
59,8,12,10,12
60,1,1,0,14
60,2,7,0,14
60,3,7,0,13
60,4,13,0,11
60,5,12,10,13
60,6,8,10,12
60,7,4,0,14
60,8,10,10,13
61,1,3,10,12
61,2,10,10,10
61,3,7,10,13
61,4,13,10,11
61,5,3,10,11
61,6,13,10,13
61,7,9,10,13
61,8,8,10,9
62,1,3,0,12
62,2,9,10,12
62,3,7,0,13
62,4,7,0,10
62,5,2,10,14
62,6,5,10,3
62,7,5,10,12
62,8,3,0,14
63,1,3,0,12
63,2,1,0,13
63,3,1,0,14
63,4,13,10,11
63,5,3,0,11
63,6,3,0,8
63,7,11,0,7
63,8,5,10,6
64,1,1,10,14
64,2,9,10,12
64,3,1,10,14
64,4,1,10,13
64,5,13,10,7
64,6,8,10,12
64,7,11,0,7
64,8,13,10,10
65,1,10,10,13
65,2,11,0,6
65,3,14,10,8
65,4,12,10,9
65,5,9,0,1
65,6,8,0,12
65,7,4,0,14
65,8,12,10,12
66,1,7,10,9
66,2,7,10,14
66,3,11,10,11
66,4,14,10,14
66,5,12,10,13
66,6,4,10,10
66,7,4,10,14
66,8,1,10,11
67,1,13,0,7
67,2,7,0,14
67,3,12,0,10
67,4,8,10,4
67,5,8,10,12
67,6,2,10,7
67,7,12,0,11
67,8,3,10,14
68,1,1,10,14
68,2,9,0,12
68,3,1,10,14
68,4,10,10,12
68,5,13,10,7
68,6,8,0,12
68,7,1,10,3
68,8,7,10,7
69,1,10,10,13
69,2,1,10,13
69,3,1,10,14
69,4,14,0,14
69,5,12,0,13
69,6,8,10,12
69,7,4,0,14
69,8,3,0,14
70,1,1,10,14
70,2,14,10,9
70,3,1,10,14
70,4,14,10,14
70,5,10,10,3
70,6,7,10,14
70,7,9,0,13
70,8,1,10,11
71,1,10,10,13
71,2,14,10,9
71,3,1,10,14
71,4,13,0,11
71,5,11,10,5
71,6,1,10,11
71,7,4,10,14
71,8,1,10,11
72,1,10,10,13
72,2,3,10,8
72,3,7,0,13
72,4,10,10,12
72,5,6,10,10
72,6,4,0,10
72,7,4,0,14
72,8,10,10,13
73,1,1,0,14
73,2,10,0,10
73,3,11,10,11
73,4,10,0,12
73,5,14,10,8
73,6,4,0,10
73,7,12,10,11
73,8,10,0,13
74,1,8,0,10
74,2,9,0,12
74,3,6,10,9
74,4,14,10,14
74,5,1,0,9
74,6,13,10,13
74,7,12,10,11
74,8,1,0,11
75,1,10,0,13
75,2,9,10,12
75,3,1,0,14
75,4,14,0,14
75,5,12,10,13
75,6,7,10,14
75,7,5,10,12
75,8,12,10,12
76,1,10,10,13
76,2,14,10,9
76,3,10,10,6
76,4,10,10,12
76,5,7,10,4
76,6,13,10,13
76,7,4,0,14
76,8,13,10,10
77,1,3,10,12
77,2,11,10,6
77,3,6,10,9
77,4,10,10,12
77,5,10,10,3
77,6,13,10,13
77,7,6,10,1
77,8,6,10,4
78,1,8,0,10
78,2,7,0,14
78,3,13,0,12
78,4,4,10,5
78,5,3,10,11
78,6,8,0,12
78,7,8,0,10
78,8,12,10,12
79,1,1,10,14
79,2,1,10,13
79,3,1,10,14
79,4,1,10,13
79,5,3,10,11
79,6,7,10,14
79,7,7,10,8
79,8,10,10,13
80,1,3,10,12
80,2,11,0,6
80,3,4,10,5
80,4,13,10,11
80,5,8,10,12
80,6,2,0,7
80,7,12,10,11
80,8,10,10,13
81,1,10,0,13
81,2,9,10,12
81,3,13,10,12
81,4,1,10,13
81,5,8,0,12
81,6,13,10,13
81,7,8,0,10
81,8,3,0,14
82,1,1,10,14
82,2,3,0,8
82,3,13,0,12
82,4,1,10,13
82,5,2,0,14
82,6,13,0,13
82,7,5,10,12
82,8,3,0,14
83,1,10,10,13
83,2,7,10,14
83,3,1,10,14
83,4,1,10,13
83,5,2,0,14
83,6,7,10,14
83,7,12,10,11
83,8,12,10,12
84,1,8,0,10
84,2,7,10,14
84,3,4,0,5
84,4,1,10,13
84,5,2,10,14
84,6,3,10,8
84,7,9,0,13
84,8,10,10,13
85,1,3,10,12
85,2,2,10,11
85,3,11,0,11
85,4,14,10,14
85,5,12,10,13
85,6,7,10,14
85,7,4,10,14
85,8,13,0,10
86,1,11,0,11
86,2,9,10,12
86,3,13,10,12
86,4,1,0,13
86,5,2,0,14
86,6,7,0,14
86,7,5,0,12
86,8,3,10,14
87,1,10,10,13
87,2,7,0,14
87,3,7,0,13
87,4,8,10,4
87,5,12,10,13
87,6,13,10,13
87,7,3,0,9
87,8,12,10,12
88,1,1,0,14
88,2,2,10,11
88,3,1,0,14
88,4,2,10,6
88,5,2,10,14
88,6,13,10,13
88,7,8,10,10
88,8,7,10,7
89,1,1,10,14
89,2,7,10,14
89,3,1,10,14
89,4,10,0,12
89,5,8,10,12
89,6,6,10,9
89,7,12,10,11
89,8,14,10,2
90,1,11,0,11
90,2,2,10,11
90,3,4,10,5
90,4,14,10,14
90,5,12,10,13
90,6,8,10,12
90,7,4,10,14
90,8,13,0,10
91,1,8,10,10
91,2,13,10,2
91,3,13,10,12
91,4,11,10,8
91,5,1,0,9
91,6,8,10,12
91,7,12,10,11
91,8,13,10,10
92,1,7,10,9
92,2,9,0,12
92,3,13,0,12
92,4,10,0,12
92,5,7,10,4
92,6,13,0,13
92,7,9,0,13
92,8,12,10,12
93,1,9,10,4
93,2,10,0,10
93,3,11,10,11
93,4,11,10,8
93,5,3,10,11
93,6,8,10,12
93,7,9,10,13
93,8,3,10,14
94,1,10,10,13
94,2,1,10,13
94,3,2,10,2
94,4,1,10,13
94,5,1,10,9
94,6,13,10,13
94,7,5,0,12
94,8,10,10,13
95,1,6,0,8
95,2,7,10,14
95,3,1,0,14
95,4,13,10,11
95,5,2,0,14
95,6,7,10,14
95,7,12,10,11
95,8,3,0,14
96,1,12,10,6
96,2,1,0,13
96,3,1,0,14
96,4,7,0,10
96,5,13,10,7
96,6,13,10,13
96,7,9,10,13
96,8,3,10,14
97,1,10,0,13
97,2,1,0,13
97,3,7,0,13
97,4,12,0,9
97,5,12,0,13
97,6,7,0,14
97,7,9,0,13
97,8,5,10,6
98,1,10,10,13
98,2,10,10,10
98,3,7,10,13
98,4,2,10,6
98,5,12,0,13
98,6,7,10,14
98,7,8,10,10
98,8,5,10,6
99,1,9,10,4
99,2,1,10,13
99,3,13,10,12
99,4,10,10,12
99,5,3,0,11
99,6,7,10,14
99,7,7,10,8
99,8,10,10,13
100,1,10,10,13
100,2,9,0,12
100,3,1,0,14
100,4,13,0,11
100,5,14,10,8
100,6,13,0,13
100,7,12,0,11
100,8,8,10,9
101,1,7,10,9
101,2,1,10,13
101,3,12,10,10
101,4,12,10,9
101,5,4,10,6
101,6,2,10,7
101,7,4,10,14
101,8,1,10,11
102,1,11,10,11
102,2,3,10,8
102,3,12,0,10
102,4,14,0,14
102,5,2,10,14
102,6,12,0,5
102,7,12,0,11
102,8,5,0,6
103,1,1,10,14
103,2,9,10,12
103,3,13,0,12
103,4,14,0,14
103,5,2,10,14
103,6,13,0,13
103,7,4,10,14
103,8,12,10,12
104,1,1,10,14
104,2,1,10,13
104,3,7,10,13
104,4,1,10,13
104,5,3,10,11
104,6,1,10,11
104,7,1,10,3
104,8,1,10,11
105,1,1,10,14
105,2,7,0,14
105,3,1,10,14
105,4,13,10,11
105,5,12,10,13
105,6,13,10,13
105,7,4,10,14
105,8,3,10,14
106,1,7,0,9
106,2,1,10,13
106,3,7,0,13
106,4,12,10,9
106,5,12,10,13
106,6,13,0,13
106,7,3,10,9
106,8,12,10,12
107,1,11,10,11
107,2,2,10,11
107,3,7,0,13
107,4,11,10,8
107,5,2,10,14
107,6,11,10,2
107,7,8,10,10
107,8,7,0,7
108,1,1,0,14
108,2,9,10,12
108,3,7,10,13
108,4,14,0,14
108,5,8,10,12
108,6,8,10,12
108,7,9,10,13
108,8,3,10,14
109,1,1,10,14
109,2,7,10,14
109,3,7,10,13
109,4,13,10,11
109,5,9,10,1
109,6,13,10,13
109,7,7,10,8
109,8,4,0,5
110,1,1,0,14
110,2,7,10,14
110,3,6,0,9
110,4,14,10,14
110,5,8,0,12
110,6,13,0,13
110,7,5,10,12
110,8,10,0,13
111,1,13,10,7
111,2,7,10,14
111,3,13,10,12
111,4,8,10,4
111,5,3,0,11
111,6,14,10,4
111,7,8,10,10
111,8,14,10,2
112,1,13,10,7
112,2,1,10,13
112,3,13,10,12
112,4,10,0,12
112,5,12,0,13
112,6,4,0,10
112,7,12,0,11
112,8,1,10,11
113,1,3,10,12
113,2,7,0,14
113,3,13,0,12
113,4,14,10,14
113,5,2,10,14
113,6,7,0,14
113,7,5,0,12
113,8,8,10,9
114,1,11,0,11
114,2,1,10,13
114,3,13,0,12
114,4,6,0,7
114,5,2,0,14
114,6,13,0,13
114,7,4,0,14
114,8,10,0,13
115,1,10,0,13
115,2,7,0,14
115,3,12,0,10
115,4,13,10,11
115,5,2,0,14
115,6,13,10,13
115,7,8,10,10
115,8,11,10,3
116,1,10,0,13
116,2,14,10,9
116,3,12,10,10
116,4,1,10,13
116,5,2,10,14
116,6,13,10,13
116,7,5,10,12
116,8,12,10,12
117,1,8,0,10
117,2,9,10,12
117,3,7,10,13
117,4,14,0,14
117,5,8,0,12
117,6,13,10,13
117,7,4,0,14
117,8,10,10,13
118,1,10,0,13
118,2,1,10,13
118,3,7,0,13
118,4,7,0,10
118,5,13,0,7
118,6,8,0,12
118,7,9,10,13
118,8,8,0,9
119,1,6,0,8
119,2,9,10,12
119,3,3,10,3
119,4,2,0,6
119,5,11,10,5
119,6,11,10,2
119,7,4,0,14
119,8,8,10,9
120,1,4,10,5
120,2,2,10,11
120,3,13,10,12
120,4,10,0,12
120,5,12,10,13
120,6,13,10,13
120,7,4,10,14
120,8,1,0,11
121,1,1,10,14
121,2,1,10,13
121,3,11,0,11
121,4,10,0,12
121,5,2,10,14
121,6,10,0,6
121,7,9,10,13
121,8,12,0,12
122,1,10,10,13
122,2,4,10,4
122,3,7,0,13
122,4,12,10,9
122,5,12,10,13
122,6,13,10,13
122,7,5,0,12
122,8,3,0,14
123,1,1,10,14
123,2,1,10,13
123,3,1,10,14
123,4,14,10,14
123,5,3,10,11
123,6,7,10,14
123,7,4,10,14
123,8,10,0,13
124,1,10,0,13
124,2,1,10,13
124,3,1,10,14
124,4,14,0,14
124,5,12,10,13
124,6,12,10,5
124,7,4,0,14
124,8,3,0,14
125,1,1,0,14
125,2,2,0,11
125,3,11,10,11
125,4,13,0,11
125,5,7,0,4
125,6,7,0,14
125,7,7,0,8
125,8,3,10,14
126,1,3,0,12
126,2,12,0,7
126,3,9,10,7
126,4,1,0,13
126,5,8,10,12
126,6,8,10,12
126,7,4,0,14
126,8,3,0,14
127,1,3,10,12
127,2,12,10,7
127,3,6,10,9
127,4,10,10,12
127,5,8,0,12
127,6,4,0,10
127,7,12,10,11
127,8,3,10,14
128,1,10,10,13
128,2,10,10,10
128,3,6,0,9
128,4,14,0,14
128,5,7,10,4
128,6,7,10,14
128,7,5,10,12
128,8,10,10,13
129,1,10,0,13
129,2,2,10,11
129,3,1,0,14
129,4,1,0,13
129,5,11,10,5
129,6,7,0,14
129,7,9,10,13
129,8,3,0,14
130,1,1,10,14
130,2,7,10,14
130,3,1,10,14
130,4,10,10,12
130,5,3,10,11
130,6,7,10,14
130,7,9,0,13
130,8,7,10,7
131,1,13,10,7
131,2,2,0,11
131,3,7,10,13
131,4,1,0,13
131,5,12,0,13
131,6,7,10,14
131,7,9,10,13
131,8,10,0,13
132,1,10,10,13
132,2,1,10,13
132,3,13,0,12
132,4,14,10,14
132,5,2,0,14
132,6,4,10,10
132,7,5,0,12
132,8,10,10,13
133,1,1,10,14
133,2,2,10,11
133,3,1,10,14
133,4,1,10,13
133,5,6,10,10
133,6,1,10,11
133,7,1,10,3
133,8,5,10,6
134,1,1,10,14
134,2,1,10,13
134,3,12,10,10
134,4,7,10,10
134,5,2,0,14
134,6,7,10,14
134,7,3,10,9
134,8,12,10,12
135,1,5,10,2
135,2,7,0,14
135,3,7,0,13
135,4,11,0,8
135,5,12,0,13
135,6,6,0,9
135,7,5,10,12
135,8,3,0,14
136,1,1,10,14
136,2,1,10,13
136,3,2,10,2
136,4,10,0,12
136,5,11,10,5
136,6,13,10,13
136,7,3,0,9
136,8,2,10,8
137,1,4,0,5
137,2,3,10,8
137,3,13,10,12
137,4,10,0,12
137,5,11,10,5
137,6,10,0,6
137,7,9,0,13
137,8,8,0,9
138,1,3,10,12
138,2,1,10,13
138,3,13,10,12
138,4,10,0,12
138,5,2,10,14
138,6,13,10,13
138,7,3,10,9
138,8,12,0,12
139,1,10,0,13
139,2,14,10,9
139,3,7,10,13
139,4,10,0,12
139,5,12,10,13
139,6,8,10,12
139,7,4,0,14
139,8,1,0,11
140,1,1,10,14
140,2,7,0,14
140,3,1,10,14
140,4,1,10,13
140,5,6,0,10
140,6,7,0,14
140,7,12,10,11
140,8,1,10,11
141,1,10,10,13
141,2,1,10,13
141,3,10,10,6
141,4,5,10,3
141,5,3,10,11
141,6,1,10,11
141,7,9,10,13
141,8,3,10,14
142,1,1,10,14
142,2,1,10,13
142,3,7,10,13
142,4,14,10,14
142,5,6,10,10
142,6,10,0,6
142,7,9,0,13
142,8,10,0,13
143,1,1,10,14
143,2,2,0,11
143,3,7,0,13
143,4,1,10,13
143,5,14,0,8
143,6,13,0,13
143,7,4,10,14
143,8,1,10,11
144,1,3,0,12
144,2,14,0,9
144,3,1,10,14
144,4,13,0,11
144,5,4,10,6
144,6,7,10,14
144,7,4,10,14
144,8,12,10,12
145,1,1,0,14
145,2,3,0,8
145,3,1,0,14
145,4,10,10,12
145,5,12,10,13
145,6,13,0,13
145,7,4,0,14
145,8,3,0,14
146,1,8,10,10
146,2,3,10,8
146,3,12,0,10
146,4,7,10,10
146,5,3,10,11
146,6,8,10,12
146,7,4,0,14
146,8,8,10,9
147,1,1,10,14
147,2,1,10,13
147,3,7,0,13
147,4,10,10,12
147,5,2,0,14
147,6,8,0,12
147,7,4,10,14
147,8,3,0,14
148,1,11,10,11
148,2,2,0,11
148,3,10,10,6
148,4,1,10,13
148,5,13,0,7
148,6,13,0,13
148,7,4,10,14
148,8,10,10,13
149,1,1,0,14
149,2,1,0,13
149,3,7,0,13
149,4,10,10,12
149,5,12,0,13
149,6,6,10,9
149,7,4,0,14
149,8,9,10,1
150,1,7,10,9
150,2,1,10,13
150,3,6,0,9
150,4,1,10,13
150,5,2,0,14
150,6,7,10,14
150,7,9,10,13
150,8,11,0,3
151,1,10,10,13
151,2,7,10,14
151,3,11,10,11
151,4,7,10,10
151,5,3,0,11
151,6,1,10,11
151,7,7,10,8
151,8,12,10,12
152,1,11,10,11
152,2,9,10,12
152,3,1,10,14
152,4,2,10,6
152,5,12,10,13
152,6,7,0,14
152,7,4,0,14
152,8,5,10,6
153,1,6,10,8
153,2,3,10,8
153,3,1,0,14
153,4,14,0,14
153,5,7,0,4
153,6,8,0,12
153,7,9,0,13
153,8,10,0,13
154,1,1,10,14
154,2,1,10,13
154,3,12,10,10
154,4,14,0,14
154,5,2,10,14
154,6,3,10,8
154,7,12,10,11
154,8,12,10,12
155,1,3,10,12
155,2,7,0,14
155,3,11,0,11
155,4,10,0,12
155,5,12,10,13
155,6,13,10,13
155,7,9,0,13
155,8,3,10,14
156,1,1,0,14
156,2,7,10,14
156,3,1,0,14
156,4,11,0,8
156,5,12,10,13
156,6,7,10,14
156,7,4,10,14
156,8,1,0,11
157,1,3,10,12
157,2,7,10,14
157,3,1,10,14
157,4,1,10,13
157,5,13,10,7
157,6,4,10,10
157,7,12,0,11
157,8,1,10,11
158,1,10,10,13
158,2,9,10,12
158,3,1,10,14
158,4,14,0,14
158,5,2,0,14
158,6,4,10,10
158,7,4,10,14
158,8,3,10,14
159,1,8,10,10
159,2,10,0,10
159,3,11,10,11
159,4,14,10,14
159,5,3,10,11
159,6,7,0,14
159,7,9,10,13
159,8,3,10,14
160,1,10,10,13
160,2,7,10,14
160,3,7,10,13
160,4,14,10,14
160,5,2,0,14
160,6,13,0,13
160,7,3,10,9
160,8,1,0,11
161,1,1,10,14
161,2,7,0,14
161,3,7,0,13
161,4,7,0,10
161,5,14,10,8
161,6,8,0,12
161,7,4,10,14
161,8,10,10,13
162,1,1,10,14
162,2,7,10,14
162,3,12,10,10
162,4,10,10,12
162,5,2,10,14
162,6,7,10,14
162,7,4,10,14
162,8,13,10,10
163,1,10,10,13
163,2,7,0,14
163,3,7,0,13
163,4,11,0,8
163,5,8,10,12
163,6,10,10,6
163,7,4,0,14
163,8,12,0,12
164,1,1,0,14
164,2,7,0,14
164,3,9,0,7
164,4,7,0,10
164,5,2,10,14
164,6,8,0,12
164,7,9,0,13
164,8,10,10,13
165,1,14,10,1
165,2,5,10,1
165,3,6,10,9
165,4,5,10,3
165,5,4,0,6
165,6,14,10,4
165,7,3,10,9
165,8,8,10,9
166,1,8,10,10
166,2,14,10,9
166,3,6,0,9
166,4,14,10,14
166,5,12,0,13
166,6,7,10,14
166,7,9,10,13
166,8,3,10,14
167,1,3,0,12
167,2,3,0,8
167,3,13,10,12
167,4,1,10,13
167,5,12,10,13
167,6,4,0,10
167,7,4,0,14
167,8,3,0,14
168,1,1,0,14
168,2,7,0,14
168,3,7,0,13
168,4,1,0,13
168,5,2,0,14
168,6,3,0,8
168,7,10,10,5
168,8,10,10,13
169,1,7,10,9
169,2,1,10,13
169,3,11,0,11
169,4,14,10,14
169,5,14,10,8
169,6,13,0,13
169,7,7,10,8
169,8,9,0,1
170,1,10,10,13
170,2,10,10,10
170,3,4,10,5
170,4,10,10,12
170,5,8,10,12
170,6,6,10,9
170,7,5,10,12
170,8,11,10,3
171,1,1,10,14
171,2,9,0,12
171,3,1,10,14
171,4,14,10,14
171,5,1,10,9
171,6,1,10,11
171,7,5,10,12
171,8,3,0,14
172,1,1,0,14
172,2,7,0,14
172,3,11,10,11
172,4,14,10,14
172,5,12,0,13
172,6,7,0,14
172,7,4,10,14
172,8,3,10,14
173,1,1,10,14
173,2,7,10,14
173,3,7,10,13
173,4,1,10,13
173,5,6,0,10
173,6,4,10,10
173,7,4,10,14
173,8,12,0,12
174,1,6,0,8
174,2,9,0,12
174,3,7,10,13
174,4,14,10,14
174,5,12,0,13
174,6,7,10,14
174,7,3,10,9
174,8,12,0,12
175,1,2,10,3
175,2,7,10,14
175,3,2,10,2
