"subject","version","assignmentId","cond","word","word_ind","s1_value","s2_value","exposures","stamp","id"
"AKC7CAVN6QS52","cs_wg_mon_single_v1_pilot2","3EFE17QCRC6I98ZLTK9MZAVZV78SHF",,"MARCH","2","12","18","0","2018-11-08 18:26:21","135595"
"AKC7CAVN6QS52","cs_wg_mon_single_v1_pilot2","3EFE17QCRC6I98ZLTK9MZAVZV78SHF",,"JANUARY","0","6","14","0","2018-11-08 18:26:21","135596"
"AKC7CAVN6QS52","cs_wg_mon_single_v1_pilot2","3EFE17QCRC6I98ZLTK9MZAVZV78SHF",,"MAY","4","6","25","0","2018-11-08 18:26:21","135597"
"AKC7CAVN6QS52","cs_wg_mon_single_v1_pilot2","3EFE17QCRC6I98ZLTK9MZAVZV78SHF",,"APRIL","3","4","18","0","2018-11-08 18:26:21","135598"
"AKC7CAVN6QS52","cs_wg_mon_single_v1_pilot2","3EFE17QCRC6I98ZLTK9MZAVZV78SHF",,"FEBRUARY","1","4","2","0","2018-11-08 18:26:21","135599"
"AKC7CAVN6QS52","cs_wg_mon_single_v1_pilot2","3EFE17QCRC6I98ZLTK9MZAVZV78SHF",,"JUNE","5","8","14","0","2018-11-08 18:26:21","135600"
"AKC7CAVN6QS52","cs_wg_mon_single_v1_pilot2","3EFE17QCRC6I98ZLTK9MZAVZV78SHF",,"AUGUST","7","10","7","0","2018-11-08 18:26:21","135601"
"AKC7CAVN6QS52","cs_wg_mon_single_v1_pilot2","3EFE17QCRC6I98ZLTK9MZAVZV78SHF",,"NOVEMBER","10","2","22","0","2018-11-08 18:26:21","135602"
"AKC7CAVN6QS52","cs_wg_mon_single_v1_pilot2","3EFE17QCRC6I98ZLTK9MZAVZV78SHF",,"JULY","6","2","12","0","2018-11-08 18:26:21","135603"
"AKC7CAVN6QS52","cs_wg_mon_single_v1_pilot2","3EFE17QCRC6I98ZLTK9MZAVZV78SHF",,"OCTOBER","9","10","20","0","2018-11-08 18:26:21","135604"
"AKC7CAVN6QS52","cs_wg_mon_single_v1_pilot2","3EFE17QCRC6I98ZLTK9MZAVZV78SHF",,"SEPTEMBER","8","8","16","0","2018-11-08 18:26:21","135605"
"AKC7CAVN6QS52","cs_wg_mon_single_v1_pilot2","3EFE17QCRC6I98ZLTK9MZAVZV78SHF",,"DECEMBER","11","12","3","0","2018-11-08 18:26:21","135606"
"ARYHFQRAS0L7X","cs_wg_mon_single_v1_pilot2","32Z9ZLUT1LL3BG7SM3SDF5LYYI5OHE",,"MAY","4","10","25","0","2018-11-08 18:30:19","135607"
"ARYHFQRAS0L7X","cs_wg_mon_single_v1_pilot2","32Z9ZLUT1LL3BG7SM3SDF5LYYI5OHE",,"JUNE","5","10","14","0","2018-11-08 18:30:19","135608"
"ARYHFQRAS0L7X","cs_wg_mon_single_v1_pilot2","32Z9ZLUT1LL3BG7SM3SDF5LYYI5OHE",,"APRIL","3","8","18","0","2018-11-08 18:30:19","135609"
"ARYHFQRAS0L7X","cs_wg_mon_single_v1_pilot2","32Z9ZLUT1LL3BG7SM3SDF5LYYI5OHE",,"FEBRUARY","1","6","2","0","2018-11-08 18:30:19","135610"
"ARYHFQRAS0L7X","cs_wg_mon_single_v1_pilot2","32Z9ZLUT1LL3BG7SM3SDF5LYYI5OHE",,"JANUARY","0","12","14","0","2018-11-08 18:30:19","135611"
"ARYHFQRAS0L7X","cs_wg_mon_single_v1_pilot2","32Z9ZLUT1LL3BG7SM3SDF5LYYI5OHE",,"MARCH","2","12","18","0","2018-11-08 18:30:19","135612"
"ARYHFQRAS0L7X","cs_wg_mon_single_v1_pilot2","32Z9ZLUT1LL3BG7SM3SDF5LYYI5OHE",,"JULY","6","4","12","0","2018-11-08 18:30:19","135613"
"ARYHFQRAS0L7X","cs_wg_mon_single_v1_pilot2","32Z9ZLUT1LL3BG7SM3SDF5LYYI5OHE",,"AUGUST","7","6","7","0","2018-11-08 18:30:19","135614"
"ARYHFQRAS0L7X","cs_wg_mon_single_v1_pilot2","32Z9ZLUT1LL3BG7SM3SDF5LYYI5OHE",,"SEPTEMBER","8","8","16","0","2018-11-08 18:30:19","135615"
"ARYHFQRAS0L7X","cs_wg_mon_single_v1_pilot2","32Z9ZLUT1LL3BG7SM3SDF5LYYI5OHE",,"OCTOBER","9","2","20","0","2018-11-08 18:30:19","135616"
"ARYHFQRAS0L7X","cs_wg_mon_single_v1_pilot2","32Z9ZLUT1LL3BG7SM3SDF5LYYI5OHE",,"NOVEMBER","10","2","22","0","2018-11-08 18:30:19","135617"
"ARYHFQRAS0L7X","cs_wg_mon_single_v1_pilot2","32Z9ZLUT1LL3BG7SM3SDF5LYYI5OHE",,"DECEMBER","11","4","3","0","2018-11-08 18:30:19","135618"
