"subject","version","assignmentId","cond","question","question_ind","all_values","question_order","comp_check","comp_check_pass","comp_check_rt","comp_check2","comp_check_pass2","choice","scratch","rt","early1","early2","stamp","id"
"A2VZIJ7AZ537QP","cs_wg_mon_deconf_v1_pilot2","3H0W84IWBK3UOJ86OU1BOXTQGDHRE5","late","Third letter late","0","[14,2,18,18,25,14,12,7,16,20,22,3]","0","26","1","40751","0","1","constituti",,"21000",,,"2018-11-02 20:15:05","30134"
"A1XZ40T91S5YFU","cs_wg_mon_deconf_v1_pilot2","37TRT2X24QSFJSD96YQCLY1E3ZABJX","late","Third letter late","0","[14,2,18,18,25,14,12,7,16,20,22,3]","0","15","0","30428","26","0",,,"21000",,,"2018-11-02 20:15:09","30135"
"AW0225ONUAPO5","cs_wg_mon_deconf_v1_pilot2","3EJPLAJKEMHZDV1ISTCQYC3C8WDZ6M","late","Third letter late","0","[14,2,18,18,25,14,12,7,16,20,22,3]","0","15","0","16275","0","1","February","February","21000",,,"2018-11-02 20:15:28","30136"
"AYYL6SPHBIWB","cs_wg_mon_deconf_v1_pilot2","3ATTHHXXWAPQ1KW4TCXUYUD69N9IX1","late","Third letter late","0","[14,2,18,18,25,14,12,7,16,20,22,3]","0","26","1","24628","0","1","may",,"21000",,,"2018-11-02 20:15:35","30137"
"A5TI9UQEPLNWI","cs_wg_mon_deconf_v1_pilot2","317HQ483I7TLPQI0R6AL0SM879ZNIM","late","Third letter late","0","[14,2,18,18,25,14,12,7,16,20,22,3]","0","26","1","31262","0","1","october",,"21000",,,"2018-11-02 20:15:57","30138"
"A27Y4NEIQQH00M","cs_wg_mon_deconf_v1_pilot2","3TXMY6UCAEPFFK9SFO6GTJJIZF2QCA","late","Third letter late","0","[14,2,18,18,25,14,12,7,16,20,22,3]","0","26","1","65408","0","1","June",,"21000",,,"2018-11-02 20:16:12","30139"
"AW0225ONUAPO5","cs_wg_mon_deconf_v1_pilot2","3EJPLAJKEMHZDV1ISTCQYC3C8WDZ6M","late","choice-set","2","[]","2","-1","-1","-1",,"0","{""January"":""1"",""April"":""0"",""May"":""0"",""September"":""1"",""October"":""0"",""February"":""1"",""August"":""0"",""November"":""0"",""June"":""1"",""December"":""1"",""March"":""1"",""July"":""1""}","{""January"":-1,""April"":""3"",""May"":""5"",""September"":-1,""October"":""3"",""February"":-1,""August"":""4"",""November"":""1"",""June"":-1,""December"":-1,""March"":-1,""July"":-1}","8882",,,"2018-11-02 20:16:45","30140"
"A2VXEPC4KG1CWU","cs_wg_mon_deconf_v1_pilot2","3IGI0VL647LVLCT3P1NQKPIUJIYNOH","late","Third letter late","0","[14,2,18,18,25,14,12,7,16,20,22,3]","0","26","1","33714","0","1","November","november
sep
aug
","21000",,,"2018-11-02 20:16:49","30141"
"A2VZIJ7AZ537QP","cs_wg_mon_deconf_v1_pilot2","3H0W84IWBK3UOJ86OU1BOXTQGDHRE5","late","choice-set","2","[]","2","-1","-1","-1",,"0","{""January"":""1"",""August"":""1"",""December"":""1"",""April"":""1"",""February"":""1"",""June"":""1"",""October"":""1"",""July"":""1"",""March"":""1"",""May"":""0"",""September"":""1"",""November"":""0""}","{""January"":""6"",""August"":""6"",""December"":""6"",""April"":""6"",""February"":""5"",""June"":""5"",""October"":""5"",""July"":""5"",""March"":""5"",""May"":""0"",""September"":""6"",""November"":""4""}","5898",,,"2018-11-02 20:17:16","30142"
"ANU6OTXYGSSTX","cs_wg_mon_deconf_v1_pilot2","3MD9PLUKKIF7KG7ARAY70NPY3M1NZJ","late","Third letter late","0","[14,2,18,18,25,14,12,7,16,20,22,3]","0","15","0","22210","15","0","fizzle","fizzle","21000",,,"2018-11-02 20:17:19","30143"
