"subject","version","assignmentId","word","word_ind","value","exposures","stamp","id"
"AO9Z602FTTOP9","cs_wg_v7_real4","3R3YRB5GRF4JEYJBCJUUXPQHTIZUAM","LADDER","2","4","0","2018-05-15 13:40:07","53010"
"AO9Z602FTTOP9","cs_wg_v7_real4","3R3YRB5GRF4JEYJBCJUUXPQHTIZUAM","ENTRANCE","0","20","0","2018-05-15 13:40:07","53011"
"AO9Z602FTTOP9","cs_wg_v7_real4","3R3YRB5GRF4JEYJBCJUUXPQHTIZUAM","BOOKSHELF","4","15","0","2018-05-15 13:40:07","53012"
"AO9Z602FTTOP9","cs_wg_v7_real4","3R3YRB5GRF4JEYJBCJUUXPQHTIZUAM","SLIPPER","1","9","0","2018-05-15 13:40:07","53013"
"AO9Z602FTTOP9","cs_wg_v7_real4","3R3YRB5GRF4JEYJBCJUUXPQHTIZUAM","COMMUNITY","3","13","0","2018-05-15 13:40:07","53014"
"AO9Z602FTTOP9","cs_wg_v7_real4","3R3YRB5GRF4JEYJBCJUUXPQHTIZUAM","UMBRELLA","5","2","0","2018-05-15 13:40:07","53015"
"AO9Z602FTTOP9","cs_wg_v7_real4","3R3YRB5GRF4JEYJBCJUUXPQHTIZUAM","HELICOPTER","7","12","0","2018-05-15 13:40:07","53016"
"AO9Z602FTTOP9","cs_wg_v7_real4","3R3YRB5GRF4JEYJBCJUUXPQHTIZUAM","ROWBOAT","6","24","0","2018-05-15 13:40:07","53017"
"AO9Z602FTTOP9","cs_wg_v7_real4","3R3YRB5GRF4JEYJBCJUUXPQHTIZUAM","GLASSES","8","1","0","2018-05-15 13:40:07","53018"
"AO9Z602FTTOP9","cs_wg_v7_real4","3R3YRB5GRF4JEYJBCJUUXPQHTIZUAM","STRUCTURE","9","18","0","2018-05-15 13:40:07","53019"
"AO9Z602FTTOP9","cs_wg_v7_real4","3R3YRB5GRF4JEYJBCJUUXPQHTIZUAM","KEYBOARD","10","25","0","2018-05-15 13:40:07","53020"
"AO9Z602FTTOP9","cs_wg_v7_real4","3R3YRB5GRF4JEYJBCJUUXPQHTIZUAM","BASKET","11","19","0","2018-05-15 13:40:07","53021"
"A3DCMX6ZGD7Y6T","cs_wg_v7_real4","3L4PIM1GQTHSUOPXOVD5V0L4PAYYRW","SLIPPER","1","9","0","2018-05-15 13:40:10","53022"
