Subj,Trial,OptionID,Choice,MFval,MBval,Choice2
32,1,4,0,1,5,0
32,1,5,0,1,2,0
32,1,6,0,1,8,0
32,1,7,0,0,9,0
32,1,8,1,1,10,0
32,1,9,0,0,4,0
32,1,10,0,1,13,0
32,1,11,0,1,11,0
32,1,12,0,0,6,0
32,1,13,0,1,7,0
32,1,14,0,0,1,0
32,2,1,0,0,13,10
32,2,2,0,0,11,0
32,2,3,0,0,8,0
32,2,4,0,1,4,0
32,2,5,0,1,1,0
32,2,6,0,1,3,0
32,2,7,0,0,14,0
32,2,8,0,1,5,0
32,2,9,0,0,12,0
32,2,10,1,1,10,0
32,2,11,0,1,6,0
32,2,12,0,0,7,0
32,2,13,0,1,2,0
32,2,14,0,0,9,0
32,3,1,0,0,14,13
32,3,2,0,0,2,0
32,3,3,0,0,3,0
32,3,4,0,1,5,0
32,3,5,0,1,4,0
32,3,6,0,1,9,0
32,3,7,0,0,13,0
32,3,8,0,1,1,0
32,3,9,0,0,7,0
32,3,10,0,1,6,0
32,3,11,0,1,11,0
32,3,12,0,0,10,0
32,3,13,1,1,12,0
32,3,14,0,0,8,0
32,4,1,0,0,13,13
32,4,2,0,0,6,0
32,4,3,0,0,1,0
32,4,4,0,1,5,0
32,4,5,0,1,3,0
32,4,6,0,1,7,0
32,4,7,0,0,10,0
32,4,8,0,1,4,0
32,4,9,0,0,2,0
32,4,10,0,1,12,0
32,4,11,0,1,8,0
32,4,12,0,0,9,0
32,4,13,1,1,11,0
32,4,14,0,0,14,0
32,5,1,0,0,9,8
32,5,2,0,0,14,0
32,5,3,0,0,11,0
32,5,4,0,1,6,0
32,5,5,0,1,2,0
32,5,6,0,1,10,0
32,5,7,0,0,4,0
32,5,8,1,1,12,0
32,5,9,0,0,1,0
32,5,10,0,1,3,0
32,5,11,0,1,5,0
32,5,12,0,0,13,0
32,5,13,0,1,7,0
32,5,14,0,0,8,0
32,6,1,0,0,11,7
32,6,2,0,0,7,0
32,6,3,0,0,8,0
32,6,4,0,1,10,0
32,6,5,0,1,3,0
32,6,6,0,1,9,0
32,6,7,1,0,14,0
32,6,8,0,1,12,0
32,6,9,0,0,1,0
32,6,10,0,1,6,0
32,6,11,0,1,2,0
32,6,12,0,0,5,0
32,6,13,0,1,13,0
32,6,14,0,0,4,0
32,7,1,0,0,3,4
32,7,2,0,0,2,0
32,7,3,0,0,9,0
32,7,4,1,1,14,0
32,7,5,0,1,12,0
32,7,6,0,1,1,0
32,7,7,0,0,8,0
32,7,8,0,1,10,0
32,7,9,0,0,13,0
32,7,10,0,1,5,0
32,7,11,0,1,7,0
32,7,12,0,0,11,0
32,7,13,0,1,4,0
32,7,14,0,0,6,0
32,8,1,0,0,11,13
32,8,2,0,0,8,0
32,8,3,0,0,14,0
32,8,4,0,1,5,0
32,8,5,0,1,6,0
32,8,6,0,1,4,0
32,8,7,0,0,7,0
32,8,8,0,1,9,0
32,8,9,0,0,1,0
32,8,10,0,1,13,0
32,8,11,0,1,3,0
32,8,12,0,0,12,0
32,8,13,1,1,10,0
32,8,14,0,0,2,0
33,1,1,1,0,14,1
33,1,2,0,1,3,0
33,1,3,0,0,12,0
33,1,4,0,1,5,0
33,1,5,0,1,2,0
33,1,6,0,0,8,0
33,1,7,0,0,9,0
33,1,8,0,0,10,0
33,1,9,0,0,4,0
33,1,10,0,0,13,0
33,1,11,0,1,11,0
33,1,12,0,1,6,0
33,1,13,0,1,7,0
33,1,14,0,1,1,0
33,2,1,1,0,13,1
33,2,2,0,1,11,0
33,2,3,0,0,8,0
33,2,4,0,1,4,0
33,2,5,0,1,1,0
33,2,6,0,0,3,0
33,2,7,0,0,14,0
33,2,8,0,0,5,0
33,2,9,0,0,12,0
33,2,10,0,0,10,0
33,2,11,0,1,6,0
33,2,12,0,1,7,0
33,2,13,0,1,2,0
33,2,14,0,1,9,0
33,3,1,0,0,14,11
33,3,2,0,1,2,0
33,3,3,0,0,3,0
33,3,4,0,1,5,0
33,3,5,0,1,4,0
33,3,6,0,0,9,0
33,3,7,0,0,13,0
33,3,8,0,0,1,0
33,3,9,0,0,7,0
33,3,10,0,0,6,0
33,3,11,1,1,11,0
33,3,12,0,1,10,0
33,3,13,0,1,12,0
33,3,14,0,1,8,0
33,4,1,1,0,13,1
33,4,2,0,1,6,0
33,4,3,0,0,1,0
33,4,4,0,1,5,0
33,4,5,0,1,3,0
33,4,6,0,0,7,0
33,4,7,0,0,10,0
33,4,8,0,0,4,0
33,4,9,0,0,2,0
33,4,10,0,0,12,0
33,4,11,0,1,8,0
33,4,12,0,1,9,0
33,4,13,0,1,11,0
33,4,14,0,1,14,0
33,5,1,0,0,9,12
33,5,2,0,1,14,0
33,5,3,0,0,11,0
33,5,4,0,1,6,0
33,5,5,0,1,2,0
33,5,6,0,0,10,0
33,5,7,0,0,4,0
33,5,8,0,0,12,0
33,5,9,0,0,1,0
33,5,10,0,0,3,0
33,5,11,0,1,5,0
33,5,12,1,1,13,0
33,5,13,0,1,7,0
33,5,14,0,1,8,0
33,6,1,0,0,11,13
33,6,2,0,1,7,0
33,6,3,0,0,8,0
33,6,4,0,1,10,0
33,6,5,0,1,3,0
33,6,6,0,0,9,0
33,6,7,0,0,14,0
33,6,8,0,0,12,0
33,6,9,0,0,1,0
33,6,10,0,0,6,0
33,6,11,0,1,2,0
33,6,12,0,1,5,0
33,6,13,1,1,13,0
33,6,14,0,1,4,0
33,7,1,0,0,3,2
33,7,2,1,1,2,0
33,7,3,0,0,9,0
33,7,4,0,1,14,0
33,7,5,0,1,12,0
33,7,6,0,0,1,0
33,7,7,0,0,8,0
33,7,8,0,0,10,0
33,7,9,0,0,13,0
33,7,10,0,0,5,0
33,7,11,0,1,7,0
33,7,12,0,1,11,0
33,7,13,0,1,4,0
33,7,14,0,1,6,0
33,8,1,0,0,11,7
33,8,2,0,1,8,0
33,8,3,0,0,14,0
33,8,4,0,1,5,0
33,8,5,0,1,6,0
33,8,6,0,0,4,0
33,8,7,1,0,7,0
33,8,8,0,0,9,0
33,8,9,0,0,1,0
33,8,10,0,0,13,0
33,8,11,0,1,3,0
33,8,12,0,1,12,0
33,8,13,0,1,10,0
33,8,14,0,1,2,0
34,1,1,0,1,14,8
34,1,2,0,1,3,0
34,1,3,0,0,12,0
34,1,4,0,1,5,0
34,1,5,0,0,2,0
34,1,6,0,1,8,0
34,1,7,0,0,9,0
34,1,8,1,1,10,0
34,1,9,0,0,4,0
34,1,10,0,0,13,0
34,1,11,0,0,11,0
34,1,12,0,0,6,0
34,1,13,0,1,7,0
34,1,14,0,1,1,0
34,2,1,0,1,13,7
34,2,2,0,1,11,0
34,2,3,0,0,8,0
34,2,4,0,1,4,0
34,2,5,0,0,1,0
34,2,6,0,1,3,0
34,2,7,1,0,14,0
34,2,8,0,1,5,0
34,2,9,0,0,12,0
34,2,10,0,0,10,0
34,2,11,0,0,6,0
34,2,12,0,0,7,0
34,2,13,0,1,2,0
34,2,14,0,1,9,0
34,3,1,0,1,14,9
34,3,2,0,1,2,0
34,3,3,0,0,3,0
34,3,4,0,1,5,0
34,3,5,0,0,4,0
34,3,6,0,1,9,0
34,3,7,0,0,13,0
34,3,8,0,1,1,0
34,3,9,1,0,7,0
34,3,10,0,0,6,0
34,3,11,0,0,11,0
34,3,12,0,0,10,0
34,3,13,0,1,12,0
34,3,14,0,1,8,0
34,4,1,1,1,13,1
34,4,2,0,1,6,0
34,4,3,0,0,1,0
34,4,4,0,1,5,0
34,4,5,0,0,3,0
34,4,6,0,1,7,0
34,4,7,0,0,10,0
34,4,8,0,1,4,0
34,4,9,0,0,2,0
34,4,10,0,0,12,0
34,4,11,0,0,8,0
34,4,12,0,0,9,0
34,4,13,0,1,11,0
34,4,14,0,1,14,0
34,5,1,0,1,9,4
34,5,2,0,1,14,0
34,5,3,0,0,11,0
34,5,4,1,1,6,0
34,5,5,0,0,2,0
34,5,6,0,1,10,0
34,5,7,0,0,4,0
34,5,8,0,1,12,0
34,5,9,0,0,1,0
34,5,10,0,0,3,0
34,5,11,0,0,5,0
34,5,12,0,0,13,0
34,5,13,0,1,7,0
34,5,14,0,1,8,0
34,6,1,0,1,11,7
34,6,2,0,1,7,0
34,6,3,0,0,8,0
34,6,4,0,1,10,0
34,6,5,0,0,3,0
34,6,6,0,1,9,0
34,6,7,1,0,14,0
34,6,8,0,1,12,0
34,6,9,0,0,1,0
34,6,10,0,0,6,0
34,6,11,0,0,2,0
34,6,12,0,0,5,0
34,6,13,0,1,13,0
34,6,14,0,1,4,0
34,7,1,0,1,3,5
34,7,2,0,1,2,0
34,7,3,0,0,9,0
34,7,4,0,1,14,0
34,7,5,1,0,12,0
34,7,6,0,1,1,0
34,7,7,0,0,8,0
34,7,8,0,1,10,0
34,7,9,0,0,13,0
34,7,10,0,0,5,0
34,7,11,0,0,7,0
34,7,12,0,0,11,0
34,7,13,0,1,4,0
34,7,14,0,1,6,0
34,8,1,0,1,11,10
34,8,2,0,1,8,0
34,8,3,0,0,14,0
34,8,4,0,1,5,0
34,8,5,0,0,6,0
34,8,6,0,1,4,0
34,8,7,0,0,7,0
34,8,8,0,1,9,0
34,8,9,0,0,1,0
34,8,10,1,0,13,0
34,8,11,0,0,3,0
34,8,12,0,0,12,0
34,8,13,0,1,10,0
34,8,14,0,1,2,0
35,1,1,0,1,14,13
35,1,2,0,0,3,0
35,1,3,0,1,12,0
35,1,4,0,0,5,0
35,1,5,0,0,2,0
35,1,6,0,0,8,0
35,1,7,0,0,9,0
35,1,8,0,1,10,0
35,1,9,0,1,4,0
35,1,10,0,1,13,0
35,1,11,0,1,11,0
35,1,12,0,0,6,0
35,1,13,1,1,7,0
35,1,14,0,0,1,0
35,2,1,0,1,13,2
35,2,2,1,0,11,0
35,2,3,0,1,8,0
35,2,4,0,0,4,0
35,2,5,0,0,1,0
35,2,6,0,0,3,0
35,2,7,0,0,14,0
35,2,8,0,1,5,0
35,2,9,0,1,12,0
35,2,10,0,1,10,0
35,2,11,0,1,6,0
35,2,12,0,0,7,0
35,2,13,0,1,2,0
35,2,14,0,0,9,0
35,3,1,0,1,14,11
35,3,2,0,0,2,0
35,3,3,0,1,3,0
35,3,4,0,0,5,0
35,3,5,0,0,4,0
35,3,6,0,0,9,0
35,3,7,0,0,13,0
35,3,8,0,1,1,0
35,3,9,0,1,7,0
35,3,10,0,1,6,0
35,3,11,1,1,11,0
35,3,12,0,0,10,0
35,3,13,0,1,12,0
35,3,14,0,0,8,0
35,4,1,0,1,13,13
35,4,2,0,0,6,0
35,4,3,0,1,1,0
35,4,4,0,0,5,0
35,4,5,0,0,3,0
35,4,6,0,0,7,0
35,4,7,0,0,10,0
35,4,8,0,1,4,0
35,4,9,0,1,2,0
35,4,10,0,1,12,0
35,4,11,0,1,8,0
35,4,12,0,0,9,0
35,4,13,1,1,11,0
35,4,14,0,0,14,0
35,5,1,0,1,9,3
35,5,2,0,0,14,0
35,5,3,1,1,11,0
35,5,4,0,0,6,0
35,5,5,0,0,2,0
35,5,6,0,0,10,0
35,5,7,0,0,4,0
35,5,8,0,1,12,0
35,5,9,0,1,1,0
35,5,10,0,1,3,0
35,5,11,0,1,5,0
35,5,12,0,0,13,0
35,5,13,0,1,7,0
35,5,14,0,0,8,0
35,6,1,0,1,11,7
35,6,2,0,0,7,0
35,6,3,0,1,8,0
35,6,4,0,0,10,0
35,6,5,0,0,3,0
35,6,6,0,0,9,0
35,6,7,1,0,14,0
35,6,8,0,1,12,0
35,6,9,0,1,1,0
35,6,10,0,1,6,0
35,6,11,0,1,2,0
35,6,12,0,0,5,0
35,6,13,0,1,13,0
35,6,14,0,0,4,0
35,7,1,0,1,3,9
35,7,2,0,0,2,0
35,7,3,0,1,9,0
35,7,4,0,0,14,0
35,7,5,0,0,12,0
35,7,6,0,0,1,0
35,7,7,0,0,8,0
35,7,8,0,1,10,0
35,7,9,1,1,13,0
35,7,10,0,1,5,0
35,7,11,0,1,7,0
35,7,12,0,0,11,0
35,7,13,0,1,4,0
35,7,14,0,0,6,0
35,8,1,0,1,11,8
35,8,2,0,0,8,0
35,8,3,0,1,14,0
35,8,4,0,0,5,0
35,8,5,0,0,6,0
35,8,6,0,0,4,0
35,8,7,0,0,7,0
35,8,8,1,1,9,0
35,8,9,0,1,1,0
35,8,10,0,1,13,0
35,8,11,0,1,3,0
35,8,12,0,0,12,0
35,8,13,0,1,10,0
35,8,14,0,0,2,0
36,1,1,0,1,14,6
36,1,2,0,0,3,0
36,1,3,0,1,12,0
36,1,4,0,0,5,0
36,1,5,0,1,2,0
36,1,6,1,1,8,0
36,1,7,0,1,9,0
36,1,8,0,0,10,0
36,1,9,0,0,4,0
36,1,10,0,0,13,0
36,1,11,0,1,11,0
36,1,12,0,0,6,0
36,1,13,0,0,7,0
36,1,14,0,1,1,0
36,2,1,0,1,13,14
36,2,2,0,0,11,0
36,2,3,0,1,8,0
36,2,4,0,0,4,0
36,2,5,0,1,1,0
36,2,6,0,1,3,0
36,2,7,0,1,14,0
36,2,8,0,0,5,0
36,2,9,0,0,12,0
36,2,10,0,0,10,0
36,2,11,0,1,6,0
36,2,12,0,0,7,0
36,2,13,0,0,2,0
36,2,14,1,1,9,0
36,3,1,0,1,14,14
36,3,2,0,0,2,0
36,3,3,0,1,3,0
36,3,4,0,0,5,0
36,3,5,0,1,4,0
36,3,6,0,1,9,0
36,3,7,0,1,13,0
36,3,8,0,0,1,0
36,3,9,0,0,7,0
36,3,10,0,0,6,0
36,3,11,0,1,11,0
36,3,12,0,0,10,0
36,3,13,0,0,12,0
36,3,14,1,1,8,0
36,4,1,0,1,13,6
36,4,2,0,0,6,0
36,4,3,0,1,1,0
36,4,4,0,0,5,0
36,4,5,0,1,3,0
36,4,6,1,1,7,0
36,4,7,0,1,10,0
36,4,8,0,0,4,0
36,4,9,0,0,2,0
36,4,10,0,0,12,0
36,4,11,0,1,8,0
36,4,12,0,0,9,0
36,4,13,0,0,11,0
36,4,14,0,1,14,0
36,5,1,0,1,9,14
36,5,2,0,0,14,0
36,5,3,0,1,11,0
36,5,4,0,0,6,0
36,5,5,0,1,2,0
36,5,6,0,1,10,0
36,5,7,0,1,4,0
36,5,8,0,0,12,0
36,5,9,0,0,1,0
36,5,10,0,0,3,0
36,5,11,0,1,5,0
36,5,12,0,0,13,0
36,5,13,0,0,7,0
36,5,14,1,1,8,0
36,6,1,1,1,11,1
36,6,2,0,0,7,0
36,6,3,0,1,8,0
36,6,4,0,0,10,0
36,6,5,0,1,3,0
36,6,6,0,1,9,0
36,6,7,0,1,14,0
36,6,8,0,0,12,0
36,6,9,0,0,1,0
36,6,10,0,0,6,0
36,6,11,0,1,2,0
36,6,12,0,0,5,0
36,6,13,0,0,13,0
36,6,14,0,1,4,0
36,7,1,0,1,3,5
36,7,2,0,0,2,0
36,7,3,0,1,9,0
36,7,4,0,0,14,0
36,7,5,1,1,12,0
36,7,6,0,1,1,0
36,7,7,0,1,8,0
36,7,8,0,0,10,0
36,7,9,0,0,13,0
36,7,10,0,0,5,0
36,7,11,0,1,7,0
36,7,12,0,0,11,0
36,7,13,0,0,4,0
36,7,14,0,1,6,0
36,8,1,1,1,11,1
36,8,2,0,0,8,0
36,8,3,0,1,14,0
36,8,4,0,0,5,0
36,8,5,0,1,6,0
36,8,6,0,1,4,0
36,8,7,0,1,7,0
36,8,8,0,0,9,0
36,8,9,0,0,1,0
36,8,10,0,0,13,0
36,8,11,0,1,3,0
36,8,12,0,0,12,0
36,8,13,0,0,10,0
36,8,14,0,1,2,0
37,1,1,0,1,14,6
37,1,2,0,0,3,0
37,1,3,0,1,12,0
37,1,4,0,0,5,0
37,1,5,0,0,2,0
37,1,6,1,1,8,0
37,1,7,0,1,9,0
37,1,8,0,1,10,0
37,1,9,0,1,4,0
37,1,10,0,0,13,0
37,1,11,0,0,11,0
37,1,12,0,0,6,0
37,1,13,0,1,7,0
37,1,14,0,0,1,0
37,2,1,0,1,13,7
37,2,2,0,0,11,0
37,2,3,0,1,8,0
37,2,4,0,0,4,0
37,2,5,0,0,1,0
37,2,6,0,1,3,0
37,2,7,1,1,14,0
37,2,8,0,1,5,0
37,2,9,0,1,12,0
37,2,10,0,0,10,0
37,2,11,0,0,6,0
37,2,12,0,0,7,0
37,2,13,0,1,2,0
37,2,14,0,0,9,0
37,3,1,0,1,14,6
37,3,2,0,0,2,0
37,3,3,0,1,3,0
37,3,4,0,0,5,0
37,3,5,0,0,4,0
37,3,6,1,1,9,0
37,3,7,0,1,13,0
37,3,8,0,1,1,0
37,3,9,0,1,7,0
37,3,10,0,0,6,0
37,3,11,0,0,11,0
37,3,12,0,0,10,0
37,3,13,0,1,12,0
37,3,14,0,0,8,0
37,4,1,0,1,13,6
37,4,2,0,0,6,0
37,4,3,0,1,1,0
37,4,4,0,0,5,0
37,4,5,0,0,3,0
37,4,6,1,1,7,0
37,4,7,0,1,10,0
37,4,8,0,1,4,0
37,4,9,0,1,2,0
37,4,10,0,0,12,0
37,4,11,0,0,8,0
37,4,12,0,0,9,0
37,4,13,0,1,11,0
37,4,14,0,0,14,0
37,5,1,0,1,9,3
37,5,2,0,0,14,0
37,5,3,1,1,11,0
37,5,4,0,0,6,0
37,5,5,0,0,2,0
37,5,6,0,1,10,0
37,5,7,0,1,4,0
37,5,8,0,1,12,0
37,5,9,0,1,1,0
37,5,10,0,0,3,0
37,5,11,0,0,5,0
37,5,12,0,0,13,0
37,5,13,0,1,7,0
37,5,14,0,0,8,0
37,6,1,0,1,11,8
37,6,2,0,0,7,0
37,6,3,0,1,8,0
37,6,4,0,0,10,0
37,6,5,0,0,3,0
37,6,6,0,1,9,0
37,6,7,0,1,14,0
37,6,8,1,1,12,0
37,6,9,0,1,1,0
37,6,10,0,0,6,0
37,6,11,0,0,2,0
37,6,12,0,0,5,0
37,6,13,0,1,13,0
37,6,14,0,0,4,0
37,7,1,0,1,3,6
37,7,2,0,0,2,0
37,7,3,0,1,9,0
37,7,4,0,0,14,0
37,7,5,0,0,12,0
37,7,6,1,1,1,0
37,7,7,0,1,8,0
37,7,8,0,1,10,0
37,7,9,0,1,13,0
37,7,10,0,0,5,0
37,7,11,0,0,7,0
37,7,12,0,0,11,0
37,7,13,0,1,4,0
37,7,14,0,0,6,0
37,8,1,1,1,11,1
37,8,2,0,0,8,0
37,8,3,0,1,14,0
37,8,4,0,0,5,0
37,8,5,0,0,6,0
37,8,6,0,1,4,0
37,8,7,0,1,7,0
37,8,8,0,1,9,0
37,8,9,0,1,1,0
37,8,10,0,0,13,0
37,8,11,0,0,3,0
37,8,12,0,0,12,0
37,8,13,0,1,10,0
37,8,14,0,0,2,0
38,1,1,0,0,14,7
38,1,2,0,0,3,0
38,1,3,0,0,12,0
38,1,4,0,0,5,0
38,1,5,0,1,2,0
38,1,6,0,0,8,0
38,1,7,1,1,9,0
38,1,8,0,1,10,0
38,1,9,0,1,4,0
38,1,10,0,1,13,0
38,1,11,0,0,11,0
38,1,12,0,1,6,0
38,1,13,0,1,7,0
38,1,14,0,0,1,0
38,2,1,0,0,13,9
38,2,2,0,0,11,0
38,2,3,0,0,8,0
38,2,4,0,0,4,0
38,2,5,0,1,1,0
38,2,6,0,0,3,0
38,2,7,0,1,14,0
38,2,8,0,1,5,0
38,2,9,1,1,12,0
38,2,10,0,1,10,0
38,2,11,0,0,6,0
38,2,12,0,1,7,0
38,2,13,0,1,2,0
38,2,14,0,0,9,0
38,3,1,0,0,14,7
38,3,2,0,0,2,0
38,3,3,0,0,3,0
38,3,4,0,0,5,0
38,3,5,0,1,4,0
38,3,6,0,0,9,0
38,3,7,1,1,13,0
38,3,8,0,1,1,0
38,3,9,0,1,7,0
38,3,10,0,1,6,0
38,3,11,0,0,11,0
38,3,12,0,1,10,0
38,3,13,0,1,12,0
38,3,14,0,0,8,0
38,4,1,0,0,13,7
38,4,2,0,0,6,0
38,4,3,0,0,1,0
38,4,4,0,0,5,0
38,4,5,0,1,3,0
38,4,6,0,0,7,0
38,4,7,1,1,10,0
38,4,8,0,1,4,0
38,4,9,0,1,2,0
38,4,10,0,1,12,0
38,4,11,0,0,8,0
38,4,12,0,1,9,0
38,4,13,0,1,11,0
38,4,14,0,0,14,0
38,5,1,0,0,9,12
38,5,2,0,0,14,0
38,5,3,0,0,11,0
38,5,4,0,0,6,0
38,5,5,0,1,2,0
38,5,6,0,0,10,0
38,5,7,0,1,4,0
38,5,8,0,1,12,0
38,5,9,0,1,1,0
38,5,10,0,1,3,0
38,5,11,0,0,5,0
38,5,12,1,1,13,0
38,5,13,0,1,7,0
38,5,14,0,0,8,0
38,6,1,0,0,11,13
38,6,2,0,0,7,0
38,6,3,0,0,8,0
38,6,4,0,0,10,0
38,6,5,0,1,3,0
38,6,6,0,0,9,0
38,6,7,0,1,14,0
38,6,8,0,1,12,0
38,6,9,0,1,1,0
38,6,10,0,1,6,0
38,6,11,0,0,2,0
38,6,12,0,1,5,0
38,6,13,1,1,13,0
38,6,14,0,0,4,0
38,7,1,0,0,3,9
38,7,2,0,0,2,0
38,7,3,0,0,9,0
38,7,4,0,0,14,0
38,7,5,0,1,12,0
38,7,6,0,0,1,0
38,7,7,0,1,8,0
38,7,8,0,1,10,0
38,7,9,1,1,13,0
38,7,10,0,1,5,0
38,7,11,0,0,7,0
38,7,12,0,1,11,0
38,7,13,0,1,4,0
38,7,14,0,0,6,0
38,8,1,0,0,11,10
38,8,2,0,0,8,0
38,8,3,0,0,14,0
38,8,4,0,0,5,0
38,8,5,0,1,6,0
38,8,6,0,0,4,0
38,8,7,0,1,7,0
38,8,8,0,1,9,0
38,8,9,0,1,1,0
38,8,10,1,1,13,0
38,8,11,0,0,3,0
38,8,12,0,1,12,0
38,8,13,0,1,10,0
38,8,14,0,0,2,0
39,1,1,1,0,14,1
39,1,2,0,1,3,0
39,1,3,0,1,12,0
39,1,4,0,1,5,0
39,1,5,0,0,2,0
39,1,6,0,0,8,0
39,1,7,0,1,9,0
39,1,8,0,0,10,0
39,1,9,0,1,4,0
39,1,10,0,0,13,0
39,1,11,0,1,11,0
39,1,12,0,1,6,0
39,1,13,0,0,7,0
39,1,14,0,0,1,0
39,2,1,0,0,13,9
39,2,2,0,1,11,0
39,2,3,0,1,8,0
39,2,4,0,1,4,0
39,2,5,0,0,1,0
39,2,6,0,0,3,0
39,2,7,0,1,14,0
39,2,8,0,0,5,0
39,2,9,1,1,12,0
39,2,10,0,0,10,0
39,2,11,0,1,6,0
39,2,12,0,1,7,0
39,2,13,0,0,2,0
39,2,14,0,0,9,0
39,3,1,1,0,14,1
39,3,2,0,1,2,0
39,3,3,0,1,3,0
39,3,4,0,1,5,0
39,3,5,0,0,4,0
39,3,6,0,0,9,0
39,3,7,0,1,13,0
39,3,8,0,0,1,0
39,3,9,0,1,7,0
39,3,10,0,0,6,0
39,3,11,0,1,11,0
39,3,12,0,1,10,0
39,3,13,0,0,12,0
39,3,14,0,0,8,0
39,4,1,0,0,13,10
39,4,2,0,1,6,0
39,4,3,0,1,1,0
39,4,4,0,1,5,0
39,4,5,0,0,3,0
39,4,6,0,0,7,0
39,4,7,0,1,10,0
39,4,8,0,0,4,0
39,4,9,0,1,2,0
39,4,10,1,0,12,0
39,4,11,0,1,8,0
39,4,12,0,1,9,0
39,4,13,0,0,11,0
39,4,14,0,0,14,0
39,5,1,0,0,9,8
39,5,2,0,1,14,0
39,5,3,0,1,11,0
39,5,4,0,1,6,0
39,5,5,0,0,2,0
39,5,6,0,0,10,0
39,5,7,0,1,4,0
39,5,8,1,0,12,0
39,5,9,0,1,1,0
39,5,10,0,0,3,0
39,5,11,0,1,5,0
39,5,12,0,1,13,0
39,5,13,0,0,7,0
39,5,14,0,0,8,0
39,6,1,0,0,11,8
39,6,2,0,1,7,0
39,6,3,0,1,8,0
39,6,4,0,1,10,0
39,6,5,0,0,3,0
39,6,6,0,0,9,0
39,6,7,0,1,14,0
39,6,8,1,0,12,0
39,6,9,0,1,1,0
39,6,10,0,0,6,0
39,6,11,0,1,2,0
39,6,12,0,1,5,0
39,6,13,0,0,13,0
39,6,14,0,0,4,0
39,7,1,0,0,3,3
39,7,2,0,1,2,0
39,7,3,1,1,9,0
39,7,4,0,1,14,0
39,7,5,0,0,12,0
39,7,6,0,0,1,0
39,7,7,0,1,8,0
39,7,8,0,0,10,0
39,7,9,0,1,13,0
39,7,10,0,0,5,0
39,7,11,0,1,7,0
39,7,12,0,1,11,0
39,7,13,0,0,4,0
39,7,14,0,0,6,0
39,8,1,0,0,11,3
39,8,2,0,1,8,0
39,8,3,1,1,14,0
39,8,4,0,1,5,0
39,8,5,0,0,6,0
39,8,6,0,0,4,0
39,8,7,0,1,7,0
39,8,8,0,0,9,0
39,8,9,0,1,1,0
39,8,10,0,0,13,0
39,8,11,0,1,3,0
39,8,12,0,1,12,0
39,8,13,0,0,10,0
39,8,14,0,0,2,0
40,1,1,0,0,14,10
40,1,2,0,0,3,0
40,1,3,0,1,12,0
40,1,4,0,1,5,0
40,1,5,0,1,2,0
40,1,6,0,0,8,0
40,1,7,0,0,9,0
40,1,8,0,0,10,0
40,1,9,0,0,4,0
40,1,10,1,1,13,0
40,1,11,0,1,11,0
40,1,12,0,1,6,0
40,1,13,0,1,7,0
40,1,14,0,0,1,0
40,2,1,0,0,13,7
40,2,2,0,0,11,0
40,2,3,0,1,8,0
40,2,4,0,1,4,0
40,2,5,0,1,1,0
40,2,6,0,0,3,0
40,2,7,1,0,14,0
40,2,8,0,0,5,0
40,2,9,0,0,12,0
40,2,10,0,1,10,0
40,2,11,0,1,6,0
40,2,12,0,1,7,0
40,2,13,0,1,2,0
40,2,14,0,0,9,0
40,3,1,0,0,14,11
40,3,2,0,0,2,0
40,3,3,0,1,3,0
40,3,4,0,1,5,0
40,3,5,0,1,4,0
40,3,6,0,0,9,0
40,3,7,0,0,13,0
40,3,8,0,0,1,0
40,3,9,0,0,7,0
40,3,10,0,1,6,0
40,3,11,1,1,11,0
40,3,12,0,1,10,0
40,3,13,0,1,12,0
40,3,14,0,0,8,0
40,4,1,0,0,13,13
40,4,2,0,0,6,0
40,4,3,0,1,1,0
40,4,4,0,1,5,0
40,4,5,0,1,3,0
40,4,6,0,0,7,0
40,4,7,0,0,10,0
40,4,8,0,0,4,0
40,4,9,0,0,2,0
40,4,10,0,1,12,0
40,4,11,0,1,8,0
40,4,12,0,1,9,0
40,4,13,1,1,11,0
40,4,14,0,0,14,0
40,5,1,0,0,9,2
40,5,2,1,0,14,0
40,5,3,0,1,11,0
40,5,4,0,1,6,0
40,5,5,0,1,2,0
40,5,6,0,0,10,0
40,5,7,0,0,4,0
40,5,8,0,0,12,0
40,5,9,0,0,1,0
40,5,10,0,1,3,0
40,5,11,0,1,5,0
40,5,12,0,1,13,0
40,5,13,0,1,7,0
40,5,14,0,0,8,0
40,6,1,1,0,11,1
40,6,2,0,0,7,0
40,6,3,0,1,8,0
40,6,4,0,1,10,0
40,6,5,0,1,3,0
40,6,6,0,0,9,0
40,6,7,0,0,14,0
40,6,8,0,0,12,0
40,6,9,0,0,1,0
40,6,10,0,1,6,0
40,6,11,0,1,2,0
40,6,12,0,1,5,0
40,6,13,0,1,13,0
40,6,14,0,0,4,0
40,7,1,0,0,3,12
40,7,2,0,0,2,0
40,7,3,0,1,9,0
40,7,4,0,1,14,0
40,7,5,0,1,12,0
40,7,6,0,0,1,0
40,7,7,0,0,8,0
40,7,8,0,0,10,0
40,7,9,0,0,13,0
40,7,10,0,1,5,0
40,7,11,0,1,7,0
40,7,12,1,1,11,0
40,7,13,0,1,4,0
40,7,14,0,0,6,0
40,8,1,0,0,11,8
40,8,2,0,0,8,0
40,8,3,0,1,14,0
40,8,4,0,1,5,0
40,8,5,0,1,6,0
40,8,6,0,0,4,0
