"subject","version","assignmentId","word","word_ind","s1_value","s2_value","exposures","stamp","id"
"AZLKVYU5QZ2Z9","cs_wg_v7_real5","3PB5A5BD0V7IQEKILBTTJJN0PUQG7J","MAILMAN","0","18","13","0","2018-05-30 15:03:14","58013"
"AZLKVYU5QZ2Z9","cs_wg_v7_real5","3PB5A5BD0V7IQEKILBTTJJN0PUQG7J","DOGSLED","1","20","12","0","2018-05-30 15:03:14","58014"
"AZLKVYU5QZ2Z9","cs_wg_v7_real5","3PB5A5BD0V7IQEKILBTTJJN0PUQG7J","RABIES","4","25","9","0","2018-05-30 15:03:14","58015"
"AZLKVYU5QZ2Z9","cs_wg_v7_real5","3PB5A5BD0V7IQEKILBTTJJN0PUQG7J","LIPSTICK","3","11","9","0","2018-05-30 15:03:14","58016"
"AZLKVYU5QZ2Z9","cs_wg_v7_real5","3PB5A5BD0V7IQEKILBTTJJN0PUQG7J","STEREOTYPE","7","22","25","0","2018-05-30 15:03:14","58017"
"AZLKVYU5QZ2Z9","cs_wg_v7_real5","3PB5A5BD0V7IQEKILBTTJJN0PUQG7J","FILMMAKER","5","15","11","0","2018-05-30 15:03:14","58018"
"AZLKVYU5QZ2Z9","cs_wg_v7_real5","3PB5A5BD0V7IQEKILBTTJJN0PUQG7J","EMBRYO","2","25","18","0","2018-05-30 15:03:14","58019"
"AZLKVYU5QZ2Z9","cs_wg_v7_real5","3PB5A5BD0V7IQEKILBTTJJN0PUQG7J","INFERNO","6","21","18","0","2018-05-30 15:03:14","58020"
"AZLKVYU5QZ2Z9","cs_wg_v7_real5","3PB5A5BD0V7IQEKILBTTJJN0PUQG7J","SMOKER","8","12","11","0","2018-05-30 15:03:14","58021"
"AZLKVYU5QZ2Z9","cs_wg_v7_real5","3PB5A5BD0V7IQEKILBTTJJN0PUQG7J","UNHAPPY","9","19","16","0","2018-05-30 15:03:14","58022"
"AZLKVYU5QZ2Z9","cs_wg_v7_real5","3PB5A5BD0V7IQEKILBTTJJN0PUQG7J","POPCORN","10","11","15","0","2018-05-30 15:03:14","58023"
"AZLKVYU5QZ2Z9","cs_wg_v7_real5","3PB5A5BD0V7IQEKILBTTJJN0PUQG7J","GOLDEN","11","15","4","0","2018-05-30 15:03:14","58024"
"A3RH0FSJYQSFEZ","cs_wg_v7_real5","3M1CVSFP606RM5CUVAAPNOTSWP5AQZ","DOGSLED","1","20","12","0","2018-05-30 15:03:19","58026"
"A3RH0FSJYQSFEZ","cs_wg_v7_real5","3M1CVSFP606RM5CUVAAPNOTSWP5AQZ","MAILMAN","0","18","13","0","2018-05-30 15:03:19","58025"
