"ID","A1B1","A2B1","A3B1"
5,0.46917825042245,0.724915394065507,-0.0731681914078592
6,0.0158369647117162,0.178156843098295,0.00794906281739056
7,0.215097824751527,0.582922215676987,-0.0493740790496366
11,0.130568198997577,0.342244155466124,-0.0198032219886872
13,-0.0249978985349819,0.265873592982256,0.0462971577554685
15,0.429777128672371,0.579918180468217,-0.0368935899698352
16,0.050506563989636,0.239745700648069,0.0107584198095386
21,0.0735579423517925,0.0983059544382472,0.00751779356684118
23,0.338312647648553,0.580134561049507,-0.0447659294583089
26,0.330014865937707,0.513986309955369,-0.0312765755588758
28,0.121209369977521,0.323715282713747,-0.00323127769919989
32,0.232105664064685,1.23581762035915,0.00411298053687427
34,0.263346128986369,0.528627157874966,-0.0124372449113431
35,-0.0105243174093911,0.288200998442402,0.0319427406765701
42,-0.0260570373634944,0.274540234869924,0.013090496039875
44,0.129786770617623,-0.13335159018421,-0.0436835362915556
47,0.0548913564268722,0.0728583094812585,-0.0468700922382979
48,0.189437786521021,0.522208322152429,-0.0211817499654481
58,0.0368438850610665,0.247071015937441,0.0134249823100154
63,0.0357510303084516,0.245227537528068,0.00164934801596931
65,0.154542656409754,0.221996507252687,0.00293614058091563
68,0.171466177666419,0.495125357170905,-0.0364225677474821
71,0.386493852184676,0.322448052712797,-0.0341285668429808
72,-0.199127465563465,0.952204371013083,0.0916565557653992
73,-0.116409400448535,0.310698640812079,0.0571535648590615
76,-0.23035520304816,0.12510834725913,-0.0363666373980271
79,0.366568252280604,0.534982618226779,-0.08597210311876
81,0.504257301656123,0.692418562662,-0.101384540963134
84,0.488142005268367,0.265947212021313,-0.0053535038174277
89,0.00268859778519841,0.202915855066333,0.0124204346391642
91,0.296733834758286,0.92465966722655,-0.216503852623649
93,0.323363493771767,1.08637543523179,-0.0182769661060594
96,0.492274071023054,0.479945685248746,-0.105025045753674
105,-0.125550036624995,0.562933605237345,0.063418094527119
107,0.251404671654052,0.721857008475566,-0.0145547275135679
110,-0.00282455278798342,0.279956690988936,0.155197311210153
111,-0.127495246930475,0.305107154786155,0.0911464108703746
112,0.247596474611762,-0.0556672025940873,0.0427596413833863
120,0.00602696651028505,0.227570576017313,0.112429637154606
121,-0.074911966937316,0.387092759726424,0.0564010447994788
125,-0.0531508455125794,0.316534475429915,0.0132167738152468
127,0.00790596557619524,0.181178951767491,0.00791208684400316
129,0.159336840537772,0.286590747014847,-0.0183387648026919
133,0.515263900293921,0.943743413333824,-0.0817219194514625
134,-0.0870576255774205,0.132199688245722,0.0196021936699031
138,0.0577365896900823,0.364708723952706,-0.00013080383211265
139,0.0883552829379238,0.246469434919559,-0.0399474199680029
142,0.369013151191995,0.497829009555226,-0.064794150976026
149,0.0914817073550886,0.206599036725238,0.000392220493096527
152,0.305095028325337,0.474536925319304,-0.0235707214798869
155,0.174640626580465,0.491400838616072,-0.0277667514974198
156,0.478946856299524,0.515185889432204,0.130486606710217
160,-0.0125696848606484,0.378500030224863,0.0171577202265051
161,0.209144107682033,0.72208576560784,-0.0139364042127544
162,-0.0317469424568316,0.126941884106433,0.0501512192392798
173,0.0799398340065206,1.00298475435438,0.105145874215773
175,0.533218174995987,0.894389646677878,-0.106972842806013
176,0.293255076561637,0.0965495762654407,-0.00158029971461742
178,0.300429881504103,0.613898173180766,-0.12729613523228
180,0.179024872066392,0.302051026903168,-0.0249396479738341
183,-0.367244750356398,0.501942431705742,0.11690655199314
188,-0.0716525495381691,0.296239999014973,0.0246061958267324
189,0.019638993619979,0.188377314025945,0.00918035658888575
193,0.278491103130545,0.456676642911689,-0.0670633279887624
199,-0.0329922843561269,0.0103487503841843,-0.0407954167350733
200,-0.0244398761953527,0.00894471192452489,-0.0362280025876984
