"subject","version","assignmentId","cond","question","question_ind","all_values","question_order","comp_check","comp_check_pass","comp_check_rt","comp_check2","comp_check_pass2","choice","scratch","rt","early1","early2","stamp","id"
"A1AR5OZLXIF9","cs_wg_rev_conf_pilot1","3F0BG9B9MPOIC55IFHFZQJU5L397YK","small","Third-to-last letter late","0","[11,11,11,21,2]","0","26","1","44875","26","0","cricket",,"21000",,,"2018-09-27 13:23:08","26696"
"A1AR5OZLXIF9","cs_wg_rev_conf_pilot1","3F0BG9B9MPOIC55IFHFZQJU5L397YK","small","Memory","1","[11,11,11,21,2]","1","9","0","4859",,"0","[""cricket"",""monkey"",""arcade"",""pumpkin"",""picture""]","[""15"",""8"",""6"",""1"",""6""]","181000",,,"2018-09-27 13:26:16","26697"
"A5I193MWA21PS","cs_wg_rev_conf_pilot1","3PEIJLRY6TU82FG9IT19ZLMDCONXW5","small","Third-to-last letter late","0","[11,11,11,21,2]","0","26","1","34302","0","1","Penguin","blanket
bucket
penguin","21000",,,"2018-09-27 13:27:11","26698"
"A3GJ5C141DP5EQ","cs_wg_rev_conf_pilot1","3I0BTBYZAXM4UU5YUIUQB4KIDP30YD","small","Third-to-last letter late","0","[11,11,11,21,2]","0","26","1","27244","0","1","penguin",,"21000",,,"2018-09-27 13:27:15","26699"
"A9MYSUUW9EU9N","cs_wg_rev_conf_pilot1","3SNLUL3WO4O0AHAF9AJK636TKZ2ULH","small","Third-to-last letter late","0","[11,11,11,21,2]","0","26","1","64742","0","1","Spatula","Spatula
Basket
","21000",,,"2018-09-27 13:28:04","26700"
"A2YJ0H0QAAQC8N","cs_wg_rev_conf_pilot1","3VP0C6EFSGXZEO2ZD4MWQA72HIB6MU","small","Third-to-last letter late","0","[11,11,11,21,2]","0","26","1","46854","26","0",,,"21000",,,"2018-09-27 13:29:22","26701"
"A2FFNO6G4FEE2N","cs_wg_rev_conf_pilot1","3TAYZSBPLL9EUIW3AZ6FC6PWT2QS2A","small","Third-to-last letter late","0","[11,11,11,21,2]","0","26","1","47738","0","1","Pickle",,"21000",,,"2018-09-27 13:29:23","26702"
"A2T79473SWZ0L6","cs_wg_rev_conf_pilot1","3IKZ72A5B4H1FZGAQY40XV9FF7OFN6","small","Third-to-last letter late","0","[11,11,11,21,2]","0","26","1","38847","26","0","penguin",,"21000",,,"2018-09-27 13:29:31","26703"
"A1V6MPL7396OE4","cs_wg_rev_conf_pilot1","3LYA37P8IQOAUCJROJQOMD1Q6ERBKF","small","Third-to-last letter late","0","[11,11,11,21,2]","0","26","1","45023","26","0","monkey","Monkey","21000",,,"2018-09-27 13:29:50","26704"
"A2VC1UC5Q0E9PO","cs_wg_rev_conf_pilot1","3YZ8UPK3VTN77DG9WXQL3KG6QQOUC1","small","Third-to-last letter late","0","[11,11,11,21,2]","0","26","1","58301","0","1","Ba",,"21000",,,"2018-09-27 13:30:03","26705"
"A3SJNWELU5GK75","cs_wg_rev_conf_pilot1","3X08E93BHVJXPLH7QOFF1EAGRIW66K","small","Third-to-last letter late","0","[11,11,11,21,2]","0","26","1","32843","0","1","picture","bucket
chicken
","21000",,,"2018-09-27 13:30:11","26706"
"A2HW4UCKTT6JP2","cs_wg_rev_conf_pilot1","3YOH7BII098P3QHXT0HONPVX967KVU","small","Third-to-last letter late","0","[11,11,11,21,2]","0","26","1","51237","0","1","penguin",,"21000",,,"2018-09-27 13:30:16","26707"
"A10C3NA0KXOFDD","cs_wg_rev_conf_pilot1","3GLB5JMZFXWY7NLSCOWFJBXX2IMGDO","small","Third-to-last letter late","0","[11,11,11,21,2]","0","26","1","45043","26","0","spatula",,"21000",,,"2018-09-27 13:30:36","26708"
"A3GJ5C141DP5EQ","cs_wg_rev_conf_pilot1","3I0BTBYZAXM4UU5YUIUQB4KIDP30YD","small","Memory","1","[11,11,11,21,2]","1","9","0","19114",,"0","[""chicken"",""pumpkin"",""palace"",""bucket"",""penguin""]","[""15"",""8"",""6"",""1"",""6\n6""]","181000",,,"2018-09-27 13:30:37","26709"
"A5I193MWA21PS","cs_wg_rev_conf_pilot1","3PEIJLRY6TU82FG9IT19ZLMDCONXW5","small","Memory","1","[11,11,11,21,2]","1","9","0","34191",,"0","[""Blanket"",""Bucket"",""Monkey"",""Bamboo"",""Penguin""]","[""15"",""8"",""1"",""6"",""6""]","181000",,,"2018-09-27 13:30:48","26710"
"AZ79FR04OLJx8","cs_wg_rev_conf_pilot1","39ZSFO5CA8XUFRMF6P77QOT1GAXUJF","small","Third-to-last letter late","0","[11,11,11,21,2]","0","26","1","31686","0","1","costume",,"21000",,,"2018-09-27 13:31:33","26711"
"A1ZCKK5SH4WACZ","cs_wg_rev_conf_pilot1","3TEM0PF1Q5Y1WJA7YM7CYJAHV1XD0I","large","Third-to-last letter late","0","[11,11,11,21,2,2,2,2,2,2,2,2]","0","26","1","28809","0","1",,,"21000",,,"2018-09-27 13:31:41","26712"
"A1DBCHREMYNOVT","cs_wg_rev_conf_pilot1","3B1NLC6UGZX7WKOIHXNAJ5EMG1OPGA","large","Third-to-last letter late","0","[11,11,11,21,2,2,2,2,2,2,2,2]","0","26","1","38748","0","1","monkey",,"21000",,,"2018-09-27 13:31:51","26713"
"AT3CZ2VR5A5U1","cs_wg_rev_conf_pilot1","32ZKVD547FO4YEBK3DYP5RKOVS5B34","large","Third-to-last letter late","0","[11,11,11,21,2,2,2,2,2,2,2,2]","0","26","1","30314","0","1","Jacket",,"21000",,,"2018-09-27 13:31:57","26714"
"A1YAHGRFVDZ4X8","cs_wg_rev_conf_pilot1","3KAKFY4PGU3ELMPQ9NQ6REO1QIP3I5","large","Third-to-last letter late","0","[11,11,11,21,2,2,2,2,2,2,2,2]","0","26","1","34814","0","1","company","wozard
cricket
lizard
company","21000",,,"2018-09-27 13:32:05","26715"
"A2YJ2OKPZ184VY","cs_wg_rev_conf_pilot1","3X0H8UUIT1P06YUAOJVM0D5LX9MWSX","small","Third-to-last letter late","0","[11,11,11,21,2]","0","9","0","28912","26","0","frizzle",,"21000",,,"2018-09-27 13:32:12","26716"
"A9MYSUUW9EU9N","cs_wg_rev_conf_pilot1","3SNLUL3WO4O0AHAF9AJK636TKZ2ULH","small","Memory","1","[11,11,11,21,2]","1","9","0","89320",,"0","[""Jacket"",""Spatula"",""Bamboo"",""Pumpkin"",""Basket""]","[""8"",""6"",""6"",""15"",""1""]","181000",,,"2018-09-27 13:32:36","26717"
"A1HOBE19VQET60","cs_wg_rev_conf_pilot1","3G5F9DBFOPYY10GPNFERAXF5HP2VH0","large","Third-to-last letter late","0","[11,11,11,21,2,2,2,2,2,2,2,2]","0","26","1","47332","0","1",,"rabbit
blanket
","21000",,,"2018-09-27 13:32:37","26718"
"A2YJ0H0QAAQC8N","cs_wg_rev_conf_pilot1","3VP0C6EFSGXZEO2ZD4MWQA72HIB6MU","small","Memory","1","[11,11,11,21,2]","1","9","0","19032",,"0","[""turkey"",""square"",""chicken"",""pickle"",""sunburn""]","[""15"",""6"",""8"",""1"",""6""]","181000",,,"2018-09-27 13:32:44","26719"
"ACU756XMAHB6G","cs_wg_rev_conf_pilot1","3QAVNHZ3EM5GV8WH352T62UZDWCLAY","small","Third-to-last letter late","0","[11,11,11,21,2]","0","26","1","23311","0","1","pumpkin",,"21000",,,"2018-09-27 13:32:48","26720"
"A2FFNO6G4FEE2N","cs_wg_rev_conf_pilot1","3TAYZSBPLL9EUIW3AZ6FC6PWT2QS2A","small","Memory","1","[11,11,11,21,2]","1","9","0","23616",,"0","[""Pumpkin"",""Pickle"",""Monkey"",""Can't remember"",""Can't remember""]","[""6"",""15"",""8"","""",""""]","181000",,,"2018-09-27 13:32:49","26721"
"A2T79473SWZ0L6","cs_wg_rev_conf_pilot1","3IKZ72A5B4H1FZGAQY40XV9FF7OFN6","small","Memory","1","[11,11,11,21,2]","1","9","0","15717",,"0","[""blanket"",""penguin"",""volcano"",""bucket"",""basket""]","[""15"",""6"",""6"",""1"",""8""]","181000",,,"2018-09-27 13:32:49","26722"
"A2R9VWNAOREXQ7","cs_wg_rev_conf_pilot1","3E4GGUZ1T8SG6ZJV5QXDLKYMC8E2K4","large","Third-to-last letter late","0","[11,11,11,21,2,2,2,2,2,2,2,2]","0","26","1","64861","0","1","Picture",,"21000",,,"2018-09-27 13:32:58","26723"
"A1O9SD6K0DAPDL","cs_wg_rev_conf_pilot1","3WMINLGALB4NS42BQS9U3J4CJNXCA8","small","Third-to-last letter late","0","[11,11,11,21,2]","0","26","1","41249","0","1","Turkey","abcdefghijklmnopqrst","21000",,,"2018-09-27 13:32:58","26724"
"A3DZ46U9XRLVBI","cs_wg_rev_conf_pilot1","39LNWE0K4UXYKG29O7M7ENE13V8UI3","large","Third-to-last letter late","0","[11,11,11,21,2,2,2,2,2,2,2,2]","0","26","1","33285","0","1","turkey",,"21000",,,"2018-09-27 13:33:28","26725"
"A1V6MPL7396OE4","cs_wg_rev_conf_pilot1","3LYA37P8IQOAUCJROJQOMD1Q6ERBKF","small","Memory","1","[11,11,11,21,2]","1","9","0","35369",,"0","[""monkey"",""chicken"",""potato"",""smoker"",""liquid""]","[""8"",""6"",""6"",""1"",""6""]","181000",,,"2018-09-27 13:33:28","26726"
"A2IF9183BLLNF0","cs_wg_rev_conf_pilot1","3Q5C1WP23M26ZVGWFZTTEC5ZNC5515","small","Third-to-last letter late","0","[11,11,11,21,2]","0","26","1","70672","0","1","Monkey",,"21000",,,"2018-09-27 13:33:30","26727"
"A2VC1UC5Q0E9PO","cs_wg_rev_conf_pilot1","3YZ8UPK3VTN77DG9WXQL3KG6QQOUC1","small","Memory","1","[11,11,11,21,2]","1","9","0","29084",,"0","[""Blanket"",""Jacket"",""Cowboy"",""Cricket"",""Banquet""]","[""15"",""8"",""8"",""1"",""6""]","181000",,,"2018-09-27 13:33:35","26728"
"A2O5UOCBDZNCZ2","cs_wg_rev_conf_pilot1","3HMVI3QICJT41JQGQ1YQP93SIH9Y1E","large","Third-to-last letter late","0","[11,11,11,21,2,2,2,2,2,2,2,2]","0","26","1","39384","0","1","Avocado",,"21000",,,"2018-09-27 13:33:36","26729"
"A3SJNWELU5GK75","cs_wg_rev_conf_pilot1","3X08E93BHVJXPLH7QOFF1EAGRIW66K","small","Memory","1","[11,11,11,21,2]","1","9","0","25518",,"0","[""chicken"",""bucket"",""picture"",""bicycle"",""can't remember""]","[""15"",""8"",""6"",""6"",""1""]","181000",,,"2018-09-27 13:33:39","26730"
"A2HW4UCKTT6JP2","cs_wg_rev_conf_pilot1","3YOH7BII098P3QHXT0HONPVX967KVU","small","Memory","1","[11,11,11,21,2]","1","9","0","27355",,"0","[""blanket"",""penguin"",""grenade"",""cricket"",""smoker""]","[""11"",""21"",""1"",""11"",""11""]","181000",,,"2018-09-27 13:33:47","26731"
"A3CLGH6R9XA2Z1","cs_wg_rev_conf_pilot1","3X4MXAO0BGPO5JUX9UVHA30PB73WR9","large","Third-to-last letter late","0","[11,11,11,21,2,2,2,2,2,2,2,2]","0","26","1","54214","0","1","cricket ",,"21000",,,"2018-09-27 13:33:59","26732"
"A33VERUJLZ8H6P","cs_wg_rev_conf_pilot1","3QILPRALQ5WS0K6NIKYUN3STS3AN8W","large","Third-to-last letter late","0","[11,11,11,21,2,2,2,2,2,2,2,2]","0","26","1","49912","0","1",,,"21000",,,"2018-09-27 13:34:13","26733"
"A10C3NA0KXOFDD","cs_wg_rev_conf_pilot1","3GLB5JMZFXWY7NLSCOWFJBXX2IMGDO","small","Memory","1","[11,11,11,21,2]","1","30","1","34106",,"0","[""spatula"",""smoker"",""island"",""pumpkin"",""monkey""]","[""6"",""15"",""6"",""1"",""8""]","181000",,,"2018-09-27 13:34:14","26734"
"AI7UP9IEECATY","cs_wg_rev_conf_pilot1","3HMVI3QICJT41JQGQ1YQP93SIH8Y1D","large","Third-to-last letter late","0","[11,11,11,21,2,2,2,2,2,2,2,2]","0","26","1","44786","26","0","monkey",,"21000",,,"2018-09-27 13:34:16","26735"
"A31YZ8JR422KFR","cs_wg_rev_conf_pilot1","3UOUJI6MTDFVABR4NTM8HX1GR8DXU7","small","Third-to-last letter late","0","[11,11,11,21,2]","0","26","1","80785","0","1","LIQUID",,"21000",,,"2018-09-27 13:34:19","26736"
"A3FOZW3TFS6KMN","cs_wg_rev_conf_pilot1","3Q8GYXHFEP3QMYQUVWIDV8OQR9W5CV","large","Third-to-last letter late","0","[11,11,11,21,2,2,2,2,2,2,2,2]","0","26","1","67288","0","1","volcano","pumpkin, volcano","21000",,,"2018-09-27 13:34:34","26737"
"A3K4JTRUZQD096","cs_wg_rev_conf_pilot1","3AMW0RGHOD3D6C5441059PNJHDAPNI","large","Third-to-last letter late","0","[11,11,11,21,2,2,2,2,2,2,2,2]","0","26","1","61314","0","1",,,"21000",,,"2018-09-27 13:34:38","26738"
"AZ79FR04OLJx8","cs_wg_rev_conf_pilot1","39ZSFO5CA8XUFRMF6P77QOT1GAXUJF","small","Memory","1","[11,11,11,21,2]","1","9","0","37802",,"0","[""costume"",""monkey"",""chicken"",""pickle"",""potato""]","[""6"",""15"",""15"",""1"",""6""]","181000",,,"2018-09-27 13:35:14","26739"
"AT3CZ2VR5A5U1","cs_wg_rev_conf_pilot1","32ZKVD547FO4YEBK3DYP5RKOVS5B34","large","Memory","1","[11,11,11,21,2,2,2,2,2,2,2,2]","1","9","0","15000",,"0","[""Jacket"",""Cancer"",""Blanket"",""pickle"",""sunburn"",""arcade"",""rabbit"",""square"",""tomato"","""","""",""""]","["""","""","""","""","""","""","""","""","""","""","""",""""]","181000",,,"2018-09-27 13:35:15","26740"
"A1517L56OPXUPV","cs_wg_rev_conf_pilot1","3EKVH9QMEY58STDLD9BQH73WSZHD22","large","Third-to-last letter late","0","[11,11,11,21,2,2,2,2,2,2,2,2]","0","9","0","31672","0","1","banquet ",,"21000",,,"2018-09-27 13:35:20","26741"
"A1ZCKK5SH4WACZ","cs_wg_rev_conf_pilot1","3TEM0PF1Q5Y1WJA7YM7CYJAHV1XD0I","large","Memory","1","[11,11,11,21,2,2,2,2,2,2,2,2]","1","9","0","39226",,"0","[""bucket"",""smoker"",""rabbit"",""blanket"",""banquet"",""avocado"",""cancer"",""garbage"",""square"",""cant remember"",""cant remember"",""cant remember""]","[""1"",""15"",""5"",""8"",""8"",""8"",""7"",""8"",""5"","""","""",""""]","181000",,,"2018-09-27 13:35:24","26742"
"A1YAHGRFVDZ4X8","cs_wg_rev_conf_pilot1","3KAKFY4PGU3ELMPQ9NQ6REO1QIP3I5","large","Memory","1","[11,11,11,21,2,2,2,2,2,2,2,2]","1","9","0","17271",,"0","[""lizard"",""wizard"",""cricket"",""jacket"",""pebble"",""monkey"",""sunburn"",""cancer"",""palace"",""company"",""can'tremember"",""can't remember""]","[""7"",""7"",""1"",""5"",""5"",""15"",""5"",""5"",""7"",""6"",""can't remember"",""can't remember""]","181000",,,"2018-09-27 13:35:25","26743"
"A2TLN8489YGY81","cs_wg_rev_conf_pilot1","3B1NLC6UGZX7WKOIHXNAJ5EMG1PGP2","large","Third-to-last letter late","0","[11,11,11,21,2,2,2,2,2,2,2,2]","0","26","1","47398","0","1","smoker",,"21000",,,"2018-09-27 13:35:28","26744"
