"subject","version","assignmentId","trial","trial_type","word","value","alt","choice","rt","resp","resp2","stamp","id"
"A3542PB4Z0NE80","cs_wg_full_v2_conf_p","3EJJQNKU9R668TZ8EV9H90Q2EV3RHN","0",NULL,"THRONE","5","CANNON","1","4670","cannon","5","2018-07-02 19:57:47","417290"
"AXFK8W13EYDUX","cs_wg_full_v2_conf_p","3JAOYWH7VI52QPMCBZOTA7JFPQ79LQ","0",NULL,"GOGGLES","8","ANIMAL","1","3111","Animal","8","2018-07-02 19:57:52","417291"
"A3542PB4Z0NE80","cs_wg_full_v2_conf_p","3EJJQNKU9R668TZ8EV9H90Q2EV3RHN","1",NULL,"TONGUE","10","SUNBURN","0","3554","tongue","10","2018-07-02 19:58:00","417292"
"AXFK8W13EYDUX","cs_wg_full_v2_conf_p","3JAOYWH7VI52QPMCBZOTA7JFPQ79LQ","1",NULL,"GOGGLES","3","ADDICT","0","4124","goggles","3","2018-07-02 19:58:05","417293"
"A3542PB4Z0NE80","cs_wg_full_v2_conf_p","3EJJQNKU9R668TZ8EV9H90Q2EV3RHN","2",NULL,"MUFFIN","9","SILVER","1","1509","silver","9","2018-07-02 19:58:11","417294"
"AXFK8W13EYDUX","cs_wg_full_v2_conf_p","3JAOYWH7VI52QPMCBZOTA7JFPQ79LQ","2",NULL,"ANIMAL","6","SHIVER","1","3184","shiver ","6","2018-07-02 19:58:16","417295"
"A3542PB4Z0NE80","cs_wg_full_v2_conf_p","3EJJQNKU9R668TZ8EV9H90Q2EV3RHN","3",NULL,"MUFFIN","12","PARENT","0","2215","muffin","12","2018-07-02 19:58:21","417296"
"AAXVPAK0I9PT6","cs_wg_full_v2_conf_p","3LBXNTKX0RWXQJ31PIRHL1E2WZGX9Z","0",NULL,"SILVER","2","CHORUS","1","4501","Chorus","2","2018-07-02 19:58:22","417297"
"A303X7UXRA6FP2","cs_wg_full_v2_conf_p","3TE3O8573092T3WQVA6AMWK0PCM2RH","0",NULL,"BAPTISM","3","TONGUE","0","6885","Baptism","3","2018-07-02 19:58:24","417298"
"AXFK8W13EYDUX","cs_wg_full_v2_conf_p","3JAOYWH7VI52QPMCBZOTA7JFPQ79LQ","3",NULL,"MONKEY","8","ANIMAL","1","2652","animal","8","2018-07-02 19:58:28","417299"
"A3542PB4Z0NE80","cs_wg_full_v2_conf_p","3EJJQNKU9R668TZ8EV9H90Q2EV3RHN","4",NULL,"SUNBURN","7","CHORUS","1","1493","chorus","7","2018-07-02 19:58:31","417300"
"AAXVPAK0I9PT6","cs_wg_full_v2_conf_p","3LBXNTKX0RWXQJ31PIRHL1E2WZGX9Z","1",NULL,"ABDOMEN","3","SUNBURN","0","4498","Abdomen","3","2018-07-02 19:58:36","417301"
"A303X7UXRA6FP2","cs_wg_full_v2_conf_p","3TE3O8573092T3WQVA6AMWK0PCM2RH","1",NULL,"BAPTISM","5","FIREMAN","1","3773","Fireman","5","2018-07-02 19:58:39","417302"
"A1VGZ87KEGN5NE","cs_wg_full_v2_conf_p","3LUY3GC63Z1O3RDHOUJGDS1TZAK7PA","0",NULL,"FRIEND","11","ROYALTY","1","6117","Royalty","11","2018-07-02 19:58:40","417303"
"AXFK8W13EYDUX","cs_wg_full_v2_conf_p","3JAOYWH7VI52QPMCBZOTA7JFPQ79LQ","4",NULL,"MONKEY","7","BUDGET","0","3556","monkey","7","2018-07-02 19:58:40","417304"
"A3542PB4Z0NE80","cs_wg_full_v2_conf_p","3EJJQNKU9R668TZ8EV9H90Q2EV3RHN","5",NULL,"MUFFIN","12","CANNON","0","2369","muffin","12","2018-07-02 19:58:41","417305"
"AAXVPAK0I9PT6","cs_wg_full_v2_conf_p","3LBXNTKX0RWXQJ31PIRHL1E2WZGX9Z","2",NULL,"CHORUS","12","FIREFLY","1","2081","Firefly","12","2018-07-02 19:58:49","417306"
"AXFK8W13EYDUX","cs_wg_full_v2_conf_p","3JAOYWH7VI52QPMCBZOTA7JFPQ79LQ","5",NULL,"COFFEE","8","ANIMAL","1","2275","animal","8","2018-07-02 19:58:50","417307"
"A303X7UXRA6FP2","cs_wg_full_v2_conf_p","3TE3O8573092T3WQVA6AMWK0PCM2RH","2",NULL,"SCIENCE","8","BAPTISM","0","2911","Science","8","2018-07-02 19:58:51","417308"
"A3542PB4Z0NE80","cs_wg_full_v2_conf_p","3EJJQNKU9R668TZ8EV9H90Q2EV3RHN","6",NULL,"TONGUE","10","CANNON","0","2455","tongue","10","2018-07-02 19:58:53","417309"
"A1VGZ87KEGN5NE","cs_wg_full_v2_conf_p","3LUY3GC63Z1O3RDHOUJGDS1TZAK7PA","1",NULL,"ROYALTY","11","JUNGLE","0","4685","Royalty","11","2018-07-02 19:58:59","417310"
"AAXVPAK0I9PT6","cs_wg_full_v2_conf_p","3LBXNTKX0RWXQJ31PIRHL1E2WZGX9Z","3",NULL,"SILVER","8","PRIEST","1","2001","Priest","8","2018-07-02 19:59:00","417311"
