"subject","version","assignmentId","cond","question","question_ind","all_values","question_order","comp_check","comp_check_pass","comp_check_rt","choice","scratch","rt","early1","early2","stamp","id"
"A2E9FE9O7CVB7G","cs_wg_full_v1_real2","31Z0PCVWUKGMVJ6O5BS0I22QMZ3T75","reversed","Memory","1","[]","1","30","1","17517","[""celery"",""coffee"",""fireman"",""penguin"",""peanut"",""peacock"",""domino"",""silver"",""goggles"",""eardrum"",""blanket"",""""]","[""2"",""1"",""13"",""13"",""13"",""10"",""10"",""15"",""15"",""12"",""9"",""9""]","181000",,,"2018-06-25 15:49:10","19134"
"A2DVZVTZOCUUB","cs_wg_full_v1_real2","3G5F9DBFOPYY10GPNFERAXF5XNFVHP","reversed","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","54180","CARROT",,"21000",,,"2018-06-25 15:49:14","19135"
"AXF0OX50YZQC6","cs_wg_full_v1_real2","3FPRZHYEPY8J7S9Q8UPP63EVEIW3VP","reversed","Memory","1","[]","1","30","1","36491","[""church"",""pillar"",""demon"",""kidney"",""coffee"",""flight"",""bagpipe"",""throne"","""","""","""",""""]","[""15"",""15"",""13"",""13"",""1"",""6"",""10"",""9"","""","""","""",""""]","181000",,,"2018-06-25 15:49:16","19136"
"A17W1MZK5NF0J8","cs_wg_full_v1_real2","3KJYX6QCM9CUS6BFBFHCMAVKAFFVJQ","reversed","Memory","1","[]","1","30","1","15156","[""traffic"",""casino"",""goggles"",""basket"",""throne"",""eardrum"","""","""","""","""","""",""""]","[""1"",""15"",""15"",""9"",""13"",""12"","""","""","""","""","""",""""]","181000",,,"2018-06-25 15:49:16","19137"
"A3K4H4UCBAFSI3","cs_wg_full_v1_real2","337RC3OW0530NWZFE0TP2P8CE4NVLV","reversed","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","95506","Shiver","Prie","21000",,,"2018-06-25 15:49:16","19138"
"A3RCPR100013EN","cs_wg_full_v1_real2","3Y54SXRO1LMOTUIKIJLBSUGAUAZTU6","normal","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","37656","dragon",,"21000",,,"2018-06-25 15:49:17","19139"
"A6UFJ075UVPVS","cs_wg_full_v1_real2","3OVR4I9USPKCKGWDM90YAL7TBQBQ41","normal","Memory","1","[]","1","15","0","12427","[""church"",""hermit"",""silver"",""dollar"",""cabinet"",""parent"",""giraffee"",""balcony"",""jacket"",""tongue"","""",""""]","[""5"",""8"",""3"",""6"",""4"",""2"",""515"",""6"",""1"",""14"","""",""""]","181000",,,"2018-06-25 15:49:21","19140"
"A1A0YZAA21AEAO","cs_wg_full_v1_real2","37W3JXSD669X2K6JNPNBIZTMUSUWYZ","reversed","Memory","1","[]","1","30","1","16083","[""goggles"",""peacock"",""barrel"",""muffin"",""dragon"",""hermit"",""battery"",""cricket"","""","""","""",""""]","[""15"",""10"",""12"",""1"",""6"",""13"",""2"",""9"","""","""","""",""""]","181000",,,"2018-06-25 15:49:23","19141"
"A1IH5VF6ZXKCNU","cs_wg_full_v1_real2","3Y5140Z9DXHLSBUD7LND4HR2BCSPIQ","reversed","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","34047","costume","costume","21000",,,"2018-06-25 15:49:25","19142"
"A2KBDMSS91OUPE","cs_wg_full_v1_real2","3A1PQ49WVHIIFO0RG1U2398P8J91H7","reversed","Memory","1","[]","1","30","1","15075","[""celery"",""coffee"",""royalty"",""beaver"",""fireman"",""peanut"",""budget"",""banquet"",""buffet"",""domino"",""church"",""bucket""]","[""2"",""1"",""15"",""15"",""13"",""13"",""6"",""12"",""10"",""10"",""12"",""9""]","181000",,,"2018-06-25 15:49:29","19143"
"AJQGWGESKQT4Y","cs_wg_full_v1_real2","3IJXV6UZ1XK64OASKDR29CRHCUGRIK","normal","Memory","1","[]","1","30","1","25091","[""priest"",""barrel"",""demon"",""balcony"",""casino"",""demon"",""beggar"",""goggles "",""chimney"",""basket"",""coffee"",""liquid""]","[""14"",""4"",""3"",""6"",""6"",""3"",""10"",""1"",""3"",""7"",""15"",""1""]","181000",,,"2018-06-25 15:49:29","19144"
"AD7MWBDCVS5ZZ","cs_wg_full_v1_real2","3DUZQ9U6SMPNR9U5Y9QQEBM76YTSV4","normal","Memory","1","[]","1","30","1","32908","[""friend"",""balcony"",""beaver"",""coffin"",""spatula"",""turkey"",""spiral"",""budget"","""","""","""",""""]","[""14"",""10"",""1"",""15"",""3"",""7"",""3"",""10"","""","""","""",""""]","181000",,,"2018-06-25 15:49:30","19145"
"A1CQPRZUT6BW44","cs_wg_full_v1_real2","3ATPCQ38J8B0V73GMKRJ0AWV29SYAR","normal","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","14978","Costume",,"21000",,,"2018-06-25 15:49:34","19146"
"A2LO0E22RWJATQ","cs_wg_full_v1_real2","3KOPY89HM83AGX9WR5B63F31JVP3J4","reversed","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","1","0","14061",,,"21000",,,"2018-06-25 15:49:35","19147"
"A2SVPDUNZ2G7LW","cs_wg_full_v1_real2","3J2UYBXQQLD2BAVSOZZYSD0PUDK605","reversed","Memory","1","[]","1","30","1","17467","[""javelin"",""priest"",""heaven"",""chicken"",""giraffe"",""dragon"",""baboon"",""demon"",""science"",""carrot"","""",""""]","[""15"",""2"",""15"",""13"",""1"",""6"",""9"",""10"",""13"",""13"","""",""""]","181000",,,"2018-06-25 15:49:36","19148"
"A1E6CBNJDN5HAP","cs_wg_full_v1_real2","3LUY3GC63Z1O3RDHOUJGDS1TXWHP7V","reversed","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","9428","YES","YEAH","21000",,,"2018-06-25 15:49:40","19149"
"A301FEJ1JE99F5","cs_wg_full_v1_real2","3EJPLAJKEMHZDV1ISTCQYC3BCK46ZY","normal","Memory","1","[]","1","30","1","19734","[""fireman"",""trivia"",""goggle"",""traffic"",""baptism"",""priest"",""cannon"","""","""","""","""",""""]","[""3"",""1"",""1"",""15"",""6"",""14"",""3"","""","""","""","""",""""]","181000",,,"2018-06-25 15:49:40","19150"
"A1S6CU9J3IFVRF","cs_wg_full_v1_real2","3YDTZAI2WXHO3CCW1UAJ9KZL3EN14L","reversed","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","23895","costume","hermit
costume
giraffe","21000",,,"2018-06-25 15:49:43","19151"
"A1OVGCI9KUL4MI","cs_wg_full_v1_real2","3OB0CAO74HQF5UBUSQ1BHWJZF4FYHZ","normal","Memory","1","[]","1","30","1","35283","[""royalty"",""traffic"",""chimney"",""jacket"",""trivia"",""flight"",""loyalty"",""balcony"",""summer"",""picture"","""",""""]","[""1"",""15"",""3"",""7"",""1"",""14"",""15"",""7"",""3"",""3"","""",""""]","181000",,,"2018-06-25 15:49:43","19152"
"A331DCVJUJY9GG","cs_wg_full_v1_real2","3FIUS151DV31J7VJEEXNPW0UV8DGGL","reversed","Memory","1","[]","1","30","1","31951","[""dagger"",""traffic"",""battery"",""shiver"",""dollar"",""costume"",""cannon"",""peacock"",""jacket"","""","""",""""]","[""6"",""1"",""1"",""15"",""15"",""13"",""13"",""10"",""9"","""","""",""""]","181000",,,"2018-06-25 15:49:46","19153"
"A19WXHQSBB6P6O","cs_wg_full_v1_real2","35LDD5557A56D3NOF8GX0TCKYB4MK0","reversed","Memory","1","[]","1","30","1","10952","[""tongue"",""banquet"",""beaver"",""pillar"",""summer"",""magnet"",""addict"",""celery"",""muffin"",""spiral"",""basket"",""baboon""]","[""6"",""13"",""15"",""15"",""13"",""13"",""10"",""2"",""1"",""12"",""9"",""10""]","181000",,,"2018-06-25 15:49:49","19154"
"A1AYYDLZ60894L","cs_wg_full_v1_real2","3TAYZSBPLL9EUIW3AZ6FC6PW9022S8","reversed","Memory","1","[]","1","30","1","13374","[""coffin"",""friend"",""budget"",""church"",""peacock"",""silver"",""goggles"",""costume"",""bagpipe"",""priest"","""",""""]","[""1"",""2"",""6"",""12"",""10"",""15"",""15"",""13"",""10"",""2"","""",""""]","181000",,,"2018-06-25 15:49:50","19155"
"A389GJDJ0ARZTO","cs_wg_full_v1_real2","3U4J9857OECMZXC75P1FI8W4GS07BQ","normal","Memory","1","[]","1","15","0","12735","[""muffin"",""parent"",""flight"",""shiver"",""pillar"",""carrot"",""bikini"","""","""","""","""",""""]","[""15"",""14"",""10"",""1"",""1"",""4"",""6"","""","""","""","""",""""]","181000",,,"2018-06-25 15:49:51","19156"
"A3Q1PG9FT2VAVV","cs_wg_full_v1_real2","3T111IHZ5ERDTNHPGJLPWJSET4U9RK","normal","Memory","1","[]","1","30","1","12220","[""Javelin"",""Fireman"",""Bucket"",""Banquet"",""beaver"",""jungle"","""","""","""","""","""",""""]","[""1"",""4"",""6"",""3"",""1"",""14"","""","""","""","""","""",""""]","181000",,,"2018-06-25 15:49:51","19157"
"A1FBX0YF8W9SVL","cs_wg_full_v1_real2","37ZHEEHM6WNHW28UQWM90PYSS0P731","reversed","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","143818",,,"21000",,,"2018-06-25 15:49:56","19158"
"A2Z0UFTYUDNE97","cs_wg_full_v1_real2","3OVHNO1VE62YY4GX2GK44ID3T6RDZX","normal","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","24199","blanket",,"21000",,,"2018-06-25 15:49:57","19159"
"A2WJT2WZ7A3C71","cs_wg_full_v1_real2","3SPJ0334214BW06KGQ4WT9ZESWKYJ5","normal","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","17347",,,"21000",,,"2018-06-25 15:49:58","19160"
"A1KKGUUNKT870M","cs_wg_full_v1_real2","3WS1NTTKEYDYU3O3PS22MJD2NCMF0G","reversed","Memory","1","[]","1","30","1","31826","[""dagger"",""muffin"",""balcony"",""fireman"",""pillar"","""","""","""","""","""","""",""""]","[""9"",""1"",""6"",""13"",""15"","""","""","""","""","""","""",""""]","181000",,,"2018-06-25 15:49:59","19161"
"A2EJCOHPXQWRSW","cs_wg_full_v1_real2","3C5W7UE9CFRCX3MVERVMQNKMUKIXMZ","normal","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","42556","banquet",,"21000",,,"2018-06-25 15:50:01","19162"
"A1XCR8UPNMH8L","cs_wg_full_v1_real2","3U088ZLJVKU05PAYFHC2Q7Z2IFG0W3","normal","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","16850","trivia",,"21000",,,"2018-06-25 15:50:02","19163"
"ASYBJEOL466J6","cs_wg_full_v1_real2","3U84XHCDICELY8X495JB1EJXGTX4ZA","normal","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","31839","bagpipe",,"21000",,,"2018-06-25 15:50:03","19164"
"A3QHM7UH146FVX","cs_wg_full_v1_real2","34HJIJKLP5X4POSU88U8G861SISV42","normal","Memory","1","[]","1","30","1","56719","[""priest"",""domino"",""cabinet"",""bullet"",""barrel"",""throne"",""flight"",""pickle"",""canvas"",""coffin"",""picture"",""hermit""]","[""14"",""6"",""3"",""1"",""4"",""6"",""10"",""7"",""1"",""15"",""3"",""3""]","181000",,,"2018-06-25 15:50:05","19165"
"A270LCM4P82LEV","cs_wg_full_v1_real2","3KWTYT08704JP2K089BCYRED1GK5LX","normal","Memory","1","[]","1","26","0","3446","[""animal"",""pumpkin"",""throne"",""canvas"",""budget"",""casino"",""chorus"",""camera"",""waffle"","""","""",""""]","[""3"",""10"",""14"",""3"",""6"",""6"",""4"",""3"",""15"","""","""",""""]","181000",,,"2018-06-25 15:50:08","19166"
"A34H6I71M6QHBR","cs_wg_full_v1_real2","3CTOC39K37RSHGAJTHEWGWFHOX9J7N","reversed","Memory","1","[]","1","7","0","66825","[""javelin"",""demon"",""celery"",""church"",""addict"",""cannon"",""budget"",""balcony"",""beaver"","""","""",""""]","[""15"",""13"",""2"",""13"",""1"",""13"",""9"",""10"",""15"","""","""",""""]","181000",,,"2018-06-25 15:50:11","19167"
"APZ96S6I5QG2C","cs_wg_full_v1_real2","31EUONYN2V48TH2CRS9HU6C699UOV7","normal","Memory","1","[]","1","30","1","15551","[""basket"",""planet"",""factory"",""coffee"",""jungle"",""shiver"",""bagpipe"",""dollar"",""penguin"","""","""",""""]","[""7"",""4"",""6"",""15"",""10"",""1"",""6"",""1"",""3"","""","""",""""]","181000",,,"2018-06-25 15:50:12","19168"
"A3HF4M9E9V4SJ9","cs_wg_full_v1_real2","34T446B1C0FRRR4TYQC1EDSZQZWC04","normal","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","28988","friend",,"21000",,,"2018-06-25 15:50:14","19169"
"A17UO115FDB6UR","cs_wg_full_v1_real2","39GHHAVOMFSVYTS0RJGPDKV7XVIJ42","normal","Memory","1","[]","1","30","1","25780","[""Beaver"",""Javelin"",""Walrus"",""Camera"",""Peacock"",""Casino"",""Muffin"",""Tongue"","""","""","""",""""]","[""10"",""10"",""10"",""10"",""10"",""10\n10"",""10\n10"",""10"","""","""","""",""""]","181000",,,"2018-06-25 15:50:16","19170"
"A3KUZ2JNKHZBQK","cs_wg_full_v1_real2","3ITXP059PWKE0EUBHKC7BNBDBBPJSD","normal","Memory","1","[]","1","30","1","25141","[""MUFFIN"",""PARENT"",""THRONE"",""JACKET"",""DAGGER"",""CARROT"",""PENGUIN"",""ROYALTY"",""BEAVER"",""DEMON"",""KIDNEY"",""""]","[""15"",""14"",""6\n6"",""7"",""10"",""4"",""3"",""1"",""1"",""3"",""3"",""""]","181000",,,"2018-06-25 15:50:16","19171"
"A2X9VV3B0FZKHY","cs_wg_full_v1_real2","3HFNH7HEMHFSWWPXHA2ZJA4W1VJGQD","reversed","Memory","1","[]","1","30","1","28431","[""walnut"",""bikini"",""waffle"",""camera"",""animal"",""throne"",""dollar"",""flight"",""spiral"","""","""",""""]","[""13"",""10"",""1"",""2"",""13"",""10"",""15"",""6"",""12"","""","""",""""]","181000",,,"2018-06-25 15:50:18","19172"
"A2Q96LE5Y0P424","cs_wg_full_v1_real2","30BXRYBRP4YBGPGUDPJNWZYJ4WFHWJ","reversed","Memory","1","[]","1","30","1","48059","[""baptism"",""baboon"",""heaven"",""goggles"",""firefly"",""jacket"",""bakery"",""jungle"",""planet"",""sunburn"",""walrus"",""demon""]","[""10"",""10"",""15"",""15"",""1"",""9"",""2"",""6"",""13"",""13"",""12"",""13""]","181000",,,"2018-06-25 15:50:19","19173"
"AE8N3TPVXBUM8","cs_wg_full_v1_real2","34Q075JO1XE74OUVITNHXH98M23101","normal","Memory","1","[]","1","30","1","24947","[""coffin"",""parent"",""trivia"",""flight"",""pillar"",""sunburn"",""churhc"",""abdomen"",""balcony"",""tennis"",""pumpkin"",""domino""]","[""15"",""14"",""1"",""10"",""1"",""3"",""4"",""3"",""6"",""3"",""7"",""6""]","181000",,,"2018-06-25 15:50:20","19174"
"A1IXQ8X3QKLR6K","cs_wg_full_v1_real2","3ITXP059PWKE0EUBHKC7BNBDBBNJSB","normal","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","58313",,"peacock giraffe parent ","21000",,,"2018-06-25 15:50:21","19175"
"A353UDKLU5Y5A1","cs_wg_full_v1_real2","34FNN24DCMA3P1RZRO02SZG9AVN5YO","normal","Memory","1","[]","1","30","1","62949","[""friend"",""dagger"",""coffin"",""fireman"",""baptism"",""smoker"",""dollar"",""shiver"","""","""","""",""""]","[""14"",""10"",""15"",""3"",""6"",""7"",""1"",""1"","""","""","""",""""]","181000",,,"2018-06-25 15:50:24","19176"
"A23OR0D1FCUVMM","cs_wg_full_v1_real2","3JNQLM5FT4NRQ51DQQ9E0KB1H6U2LU","reversed","Memory","1","[]","1","30","1","39473","[""BATTERY"",""HEAVEN"",""LIQUID"",""CHICKEN"",""MUFFIN"",""BAGPIPE"",""BABOON"",""DOLLAR"",""TONGUE"",""KIDNEY"",""HERMIT"",""""]","[""2"",""15"",""13"",""9"",""1"",""10"",""10"",""15"",""6"",""12"",""13"",""""]","181000",,,"2018-06-25 15:50:29","19177"
"A20FAO6CZSX1M7","cs_wg_full_v1_real2","30JNVC0OR9L6WSK81GKH4AGXGV2HQJ","reversed","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","31550","trivia","trivia
bagpipe
gog","21000",,,"2018-06-25 15:50:29","19178"
"A1PP6DN7HB6Q9P","cs_wg_full_v1_real2","3KIBXJ1WD5VUD680SOVASX1PTBLOKJ","reversed","Memory","1","[]","1","30","1","23481","[""traffic"",""canvas"",""javelin"",""dagger"",""baptism"",""magnet"",""almond"","""","""","""","""",""""]","[""1"",""15"",""15"",""6"",""9"",""13"",""10"","""","""","""","""",""""]","181000",,,"2018-06-25 15:50:30","19179"
"AI2KKF5L9GJJZ","cs_wg_full_v1_real2","3YDGXNSEOZV6ECWH0FJYOUMTHKU489","reversed","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","22722","canvas",,"21000",,,"2018-06-25 15:50:31","19180"
"A1CSMP0WYF5AIL","cs_wg_full_v1_real2","3A9AA95ATWN9GNZY014JF8NX6QOP5I","normal","Memory","1","[]","1","30","1","19448","[""Bikini"",""Costume"",""Giraffe"",""Friend"",""Trivia"",""Blanket"",""Church"",""Goggles"",""Dagger"",""Cabinet"","""",""""]","[""6"",""3"",""15"",""14"",""1"",""7"",""4"",""1"",""10"",""3"","""",""""]","181000",,,"2018-06-25 15:50:43","19181"
"AR5Z036T6NLBY","cs_wg_full_v1_real2","3D3VGR7TA0GRELS9ZAKF56PSTCJ3RW","reversed","Memory","1","[]","1","30","1","39901","[""javelin"",""muffin"",""forgery"",""church"",""turkey"",""animal"",""sponge"",""tongue"",""canvas"",""domino"",""balcony"",""""]","[""15"",""1"",""2"",""12"",""9"",""13"",""13"",""6"",""15"",""10"",""10"",""""]","181000",,,"2018-06-25 15:50:44","19182"
"A39KHMYFO61LKN","cs_wg_full_v1_real2","3AAJC4I4FGTB1QGPCC6F7G8GYQOJZH","reversed","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","99600","sunburn","waffle
sunburn
goggles","21000",,,"2018-06-25 15:50:45","19183"
"A3OSLWV4L7XZIH","cs_wg_full_v1_real2","3HYA4D452RK5QDRH4F6G576HKAB2FS","normal","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","25320","walrus","baboon
bakery
addict
heaven
summer
firefly
javelin
sponge 
bucket
walrus","21000",,,"2018-06-25 15:50:45","19184"
"A1LCBPP3VQL576","cs_wg_full_v1_real2","3L2IS5HSFAJQYHD0LNZZJVAI5SDUN6","reversed","Memory","1","[]","1","30","1","41192","[""SILVER"",""BULLET"",""FIREMAN"",""PENGUIN"",""ALMOND"",""CELERY"",""TRAFFIC"",""CHORUS"",""JUNGLE"",""MONKEY"",""KIDNEY"",""""]","[""15"",""15"",""13"",""13"",""10"",""2"",""1"",""10"",""6"",""9"",""13"",""""]","181000",,,"2018-06-25 15:50:46","19185"
"AYQH26R4KXW2K","cs_wg_full_v1_real2","3HVVDCPGTET5A32PSKI0VFMNQY9YT8","normal","Memory","1","[]","1","30","1","40200","[""firefly"",""flight"",""trivia"",""goggles"",""chorus"",""summer"",""chicken"",""balcony"",""bikini"",""bakery"",""tennis"",""""]","[""15"",""10"",""1"",""1"",""3"",""3"",""7"",""6"",""6"",""10"",""4"",""""]","181000",,,"2018-06-25 15:50:48","19186"
"A23V2QRE4JHKZ2","cs_wg_full_v1_real2","3S96KQ6I9M52CS7YWOVMIUCM8A5DTH","normal","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","25091","flight",,"21000",,,"2018-06-25 15:50:48","19187"
"A1A4WC3602E3RZ","cs_wg_full_v1_real2","3QRYMNZ7FYIBY4YBLI9PEZOGME7TNF","normal","Memory","1","[]","1","30","1","41435","[""FRIEND"",""TONGUE"",""PILLAR"",""ADDICT"",""COFFIN"",""SPONGEBOB"",""PICKLE"",""TRIVIA"","""","""","""",""""]","[""14"",""10"",""1"",""6"",""14"",""3"",""7"",""1"","""","""","""",""""]","181000",,,"2018-06-25 15:50:48","19188"
"AL68ETF0OBLU4","cs_wg_full_v1_real2","31QNSG6A5RU3XZE02DH5R6638MH78T","reversed","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","28946","Canvas",,"21000",,,"2018-06-25 15:50:50","19189"
"A1T2F6B0NAS2LD","cs_wg_full_v1_real2","3GFK2QRXX9IZ0WWZCNIE72VTZNQW5J","reversed","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","20715",,"CELERY GOGGLES PEACOCK ","21000",,,"2018-06-25 15:50:50","19190"
"A4HNS81WU3KY1","cs_wg_full_v1_real2","3NKQQ8O39Y6HC5MNWTLWNQYOROEUDR","reversed","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","26837","balcony",,"21000",,,"2018-06-25 15:50:51","19191"
"A2LE53DFT5TGQ","cs_wg_full_v1_real2","3KXIR214I4HVSXUSKYAXE39QVK0424","normal","Memory","1","[]","1","30","1","47459","[""priest"",""church"",""heaven"",""animal"",""muffin"",""baptism"",""dagger"",""smoker"",""banquet"",""banquet"",""banquet"",""banquet""]","[""14"",""3"",""1"",""3"",""15"",""6"",""10"",""6"",""3"",""3"",""3"",""3""]","181000",,,"2018-06-25 15:50:53","19192"
"A2ZZW6KME1FUDU","cs_wg_full_v1_real2","3QL2OFSM96JUCNW0ZWEZPPOCYS6NCP","normal","Memory","1","[]","1","30","1","325904","[""Coffee"",""Baboon"",""Shiver"",""Demon"",""Bagpipe"",""Camera"",""Blanket"","""","""","""","""",""""]","[""15"",""6"",""1"",""3"",""6"",""16"",""6"","""","""","""","""",""""]","181000",,,"2018-06-25 15:50:55","19193"
"A3TM3A5SXE8732","cs_wg_full_v1_real2","3R5F3LQFV2LP217MSPYKFCP2XKWOZ3","normal","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","27931","canv",,"21000",,,"2018-06-25 15:50:56","19194"
"A217M5CHYXKABY","cs_wg_full_v1_real2","337RC3OW0530NWZFE0TP2P8CE4PLVN","normal","Memory","1","[]","1","30","1","16668","[""peanut"",""heaven"",""costume"",""bikini"",""barrel"",""coffin"",""dragon"",""factory"",""smoker"",""fireman"",""bakery"",""""]","[""1"",""1"",""3"",""6"",""4"",""15"",""10"",""6"",""7"",""3"",""14"",""""]","181000",,,"2018-06-25 15:50:57","19195"
"A3S67QA0SQVPUJ","cs_wg_full_v1_real2","3MYYFCXHJ38L7R2ZJDVMG73R5344GM","normal","Memory","1","[]","1","30","1","50341","[""Pillar"",""Silver"",""Coffee"",""Friend"",""Dagger"",""Animal"",""Casino"",""Blanket"",""liquid"",""Peacock"",""Cabinet"",""Carrot""]","[""1"",""1"",""15"",""14"",""10"",""3"",""6"",""7"",""3"",""6"",""3"",""3""]","181000",,,"2018-06-25 15:50:57","19196"
"A21TIBPEO824YA","cs_wg_full_v1_real2","3QBD8R3Z21K9Z4JX7W8ULGCTWPXO4V","reversed","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","23147","spatula",,"21000",,,"2018-06-25 15:50:57","19197"
"A38YLXHJTSE5VD","cs_wg_full_v1_real2","3ZR9AIQJUBAOWNRE5B6JVFGBYMF40J","reversed","Memory","1","[]","1","30","1","16303","[""silver"",""dollar"",""liquid"",""cannon"",""church"",""peacock"",""addict"",""basket"",""camera"",""coffin"",""dragon "",""fireman""]","[""15"",""15"",""13"",""13"",""12"",""10"",""10"",""9"",""2"",""1"",""6"",""13""]","181000",,,"2018-06-25 15:51:01","19198"
"A2JTR8E8QWTF1W","cs_wg_full_v1_real2","3FTYUGLFSUM0RQW8VSDOFE68S7K5DJ","reversed","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","53424","DEMONN",,"21000",,,"2018-06-25 15:51:02","19199"
"A3JWVGH2RVBXP8","cs_wg_full_v1_real2","3HFNH7HEMHFSWWPXHA2ZJA4W1VKGQE","reversed","Memory","1","[]","1","30","1","45201","[""flight"",""chicken"",""bikini"",""giraffe"",""animal"",""forgery"",""balcony"","""","""","""","""",""""]","[""7"",""11"",""9"",""5"",""13"",""5"",""15"","""","""","""","""",""""]","181000",,,"2018-06-25 15:51:02","19200"
"A3BI6XGE2E7SMY","cs_wg_full_v1_real2","3LOTDFNYA70R2TPOIZVNTEM6OH6FWN","normal","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","35605","beaver",,"21000",,,"2018-06-25 15:51:03","19201"
"A21P1T8EW4NHOU","cs_wg_full_v1_real2","3CFJTT4SXTRWM5QDBZTW4V0HBIOI7E","reversed","Memory","1","[]","1","30","1","23398","[""BUDGET"",""JAVELIN"",""SCIENCE"",""SUMMER"",""CAMERA"",""MUFFIN"",""PICKLE"",""BALCONY"",""HEAVEN"",""BANQUET"","""",""""]","[""6"",""15"",""13"",""13"",""2"",""1"",""9"",""10"",""15"",""12"","""",""""]","181000",,,"2018-06-25 15:51:04","19202"
"A3AJ9LHF5IU1Q1","cs_wg_full_v1_real2","3DY4FPOOA1PBQUUSJKQLO1HBKWERVJ","normal","Memory","1","[]","1","30","1","12956","[""Baboon"",""Heaven"",""Traffic"",""Bakery"",""Turkey"",""Cabinet"",""Baptism"",""Chorus"",""Summer"",""Goggles"",""Beggar"",""""]","[""6"",""1"",""15"",""14"",""7"",""3"",""6"",""4"",""1"",""1"",""10"",""""]","181000",,,"2018-06-25 15:51:04","19203"
"AHWF0QIK9VTDS","cs_wg_full_v1_real2","3QILPRALQ5WS0K6NIKYUN3ST81LN8J","normal","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","44375","PRIEST
",,"21000",,,"2018-06-25 15:51:05","19204"
"A1J2SF4IQEQ5OP","cs_wg_full_v1_real2","3Q5ZZ9ZEVOGOAV0HEK28TMS7HGK58A","normal","Memory","1","[]","1","30","1","39518","[""bagpipe"",""giraffe"",""canvas"",""science"",""pillar"",""battery"",""almond"",""walrus"",""jacket"",""sunburn"",""flight"",""""]","[""6"",""15"",""1"",""3"",""1"",""14"",""6"",""4"",""7"",""3"",""10"",""""]","181000",,,"2018-06-25 15:51:05","19205"
"A371H3PQPR2Z8J","cs_wg_full_v1_real2","3WOKGM4L71HS0G1WOVLS9DMGFDG0OQ","normal","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","38385","j","jungle
forgery

","21000",,,"2018-06-25 15:51:06","19206"
"A1710X6OIQP62Q","cs_wg_full_v1_real2","32KTQ2V7RDGMW74XBBP8AKY4NHU9MV","normal","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","23174","blanket",,"21000",,,"2018-06-25 15:51:10","19207"
"A3UC8KZ5O8FVX9","cs_wg_full_v1_real2","3LPW2N6LKT3M8S7UHN3DPEAWE7F5UT","normal","Memory","1","[]","1","30","1","35789","[""TENNIS"",""SILVER"",""JAVELIN"",""ALMOND"",""BUDGET"",""DEMON"",""MUFFIN"",""TURKEY"","""","""","""",""""]","[""3"",""1"",""1"",""6"",""10"",""3"",""15"",""7"","""","""","""",""""]","181000",,,"2018-06-25 15:51:11","19208"
